complaint_id,case_id,victim_account,reported_amount_inr,city,state,crime_type,timestamp_min
CMP_001947,CASE_001947,ACC_0081732,175564.77,Bengaluru,Karnataka,REMOTE_ACCESS,93586
CMP_001948,CASE_001948,ACC_0014214,52613.45,Delhi,Delhi,REMOTE_ACCESS,237395
CMP_001949,CASE_001949,ACC_0058367,47912.97,Pune,Maharashtra,UPI_FRAUD,160922
CMP_001950,CASE_001950,ACC_0095862,103000.07,Ahmedabad,Gujarat,INVESTMENT_FRAUD,241280
CMP_001951,CASE_001951,ACC_0034175,35882.76,Delhi,Delhi,INVESTMENT_FRAUD,68527
CMP_001952,CASE_001952,ACC_0079711,232511.45,Kolkata,West Bengal,REMOTE_ACCESS,6579
CMP_001953,CASE_001953,ACC_0052086,8343.23,Delhi,Delhi,PHISHING,136327
CMP_001954,CASE_001954,ACC_0033689,139775.06,Pune,Maharashtra,UPI_FRAUD,97063
CMP_001955,CASE_001955,ACC_0058741,18696.32,Pune,Maharashtra,JOB_FRAUD,26734
CMP_001956,CASE_001956,ACC_0051901,37817.74,Ahmedabad,Gujarat,PHISHING,107494
CMP_001957,CASE_001957,ACC_0088191,118648.29,Pune,Maharashtra,REMOTE_ACCESS,71375
CMP_001958,CASE_001958,ACC_0016463,18943.68,Delhi,Delhi,INVESTMENT_FRAUD,92724
CMP_001959,CASE_001959,ACC_0089565,29507.35,Mumbai,Maharashtra,ROMANCE_FRAUD,16543
CMP_001960,CASE_001960,ACC_0076526,150345.99,Mumbai,Maharashtra,REMOTE_ACCESS,10930
CMP_001961,CASE_001961,ACC_0084901,107508.08,Nagpur,Maharashtra,UPI_FRAUD,178672
CMP_001962,CASE_001962,ACC_0070444,25410.43,Mumbai,Maharashtra,JOB_FRAUD,65124
CMP_001963,CASE_001963,ACC_0000261,15645.22,Nashik,Maharashtra,DIGITAL_ARREST,240058
CMP_001964,CASE_001964,ACC_0027098,222513.41,Delhi,Delhi,INVESTMENT_FRAUD,55035
CMP_001965,CASE_001965,ACC_0050833,5473.05,Nashik,Maharashtra,REMOTE_ACCESS,103361
CMP_001966,CASE_001966,ACC_0050281,185145.63,Chennai,Tamil Nadu,DIGITAL_ARREST,148669
CMP_001967,CASE_001967,ACC_0089921,45036.2,Nagpur,Maharashtra,UPI_FRAUD,196363
CMP_001968,CASE_001968,ACC_0096769,12766.23,Ahmedabad,Gujarat,REMOTE_ACCESS,145056
CMP_001969,CASE_001969,ACC_0045437,17558.37,Bengaluru,Karnataka,PHISHING,15956
CMP_001970,CASE_001970,ACC_0056671,14049.0,Bengaluru,Karnataka,UPI_FRAUD,80807
CMP_001971,CASE_001971,ACC_0074127,19906.66,Mumbai,Maharashtra,DIGITAL_ARREST,119233
CMP_001972,CASE_001972,ACC_0071120,10406.36,Bengaluru,Karnataka,UPI_FRAUD,151163
CMP_001973,CASE_001973,ACC_0063722,20841.42,Delhi,Delhi,REMOTE_ACCESS,83546
CMP_001974,CASE_001974,ACC_0098980,67393.73,Hyderabad,Telangana,DIGITAL_ARREST,201254
CMP_001975,CASE_001975,ACC_0070879,19093.35,Delhi,Delhi,UPI_FRAUD,34157
CMP_001976,CASE_001976,ACC_0081363,11720.96,Nashik,Maharashtra,PHISHING,17463
CMP_001977,CASE_001977,ACC_0020509,10609.34,Nagpur,Maharashtra,REMOTE_ACCESS,109147
CMP_001978,CASE_001978,ACC_0083508,11512.49,Mumbai,Maharashtra,DIGITAL_ARREST,109675
CMP_001979,CASE_001979,ACC_0087846,41909.4,Pune,Maharashtra,ROMANCE_FRAUD,171561
CMP_001980,CASE_001980,ACC_0037055,72544.49,Pune,Maharashtra,UPI_FRAUD,47230
CMP_001981,CASE_001981,ACC_0065833,10645.55,Hyderabad,Telangana,ROMANCE_FRAUD,46737
CMP_001982,CASE_001982,ACC_0008701,3000.0,Mumbai,Maharashtra,UPI_FRAUD,32629
CMP_001983,CASE_001983,ACC_0032491,31214.06,Nagpur,Maharashtra,DIGITAL_ARREST,1865
CMP_001984,CASE_001984,ACC_0074131,11220.25,Mumbai,Maharashtra,ROMANCE_FRAUD,104819
CMP_001985,CASE_001985,ACC_0004989,55562.24,Nagpur,Maharashtra,JOB_FRAUD,211575
CMP_001986,CASE_001986,ACC_0074895,81312.74,Nashik,Maharashtra,UPI_FRAUD,185121
CMP_001987,CASE_001987,ACC_0087131,13194.2,Nagpur,Maharashtra,INVESTMENT_FRAUD,211469
CMP_001988,CASE_001988,ACC_0093746,400162.48,Chennai,Tamil Nadu,PHISHING,431
CMP_001989,CASE_001989,ACC_0091379,133705.99,Nashik,Maharashtra,PHISHING,34198
CMP_001990,CASE_001990,ACC_0059030,50897.15,Mumbai,Maharashtra,ROMANCE_FRAUD,95839
CMP_001991,CASE_001991,ACC_0084654,45145.26,Delhi,Delhi,REMOTE_ACCESS,229199
CMP_001992,CASE_001992,ACC_0008784,37349.8,Nashik,Maharashtra,ROMANCE_FRAUD,121150
CMP_001993,CASE_001993,ACC_0060968,292756.25,Mumbai,Maharashtra,ROMANCE_FRAUD,11266
CMP_001994,CASE_001994,ACC_0021792,36681.0,Nagpur,Maharashtra,UPI_FRAUD,7897
CMP_001995,CASE_001995,ACC_0050884,27279.57,Nashik,Maharashtra,ROMANCE_FRAUD,224819
CMP_001996,CASE_001996,ACC_0047216,16657.03,Ahmedabad,Gujarat,UPI_FRAUD,76514
CMP_001997,CASE_001997,ACC_0017071,32243.55,Kolkata,West Bengal,ROMANCE_FRAUD,106371
CMP_001998,CASE_001998,ACC_0071635,81720.06,Delhi,Delhi,JOB_FRAUD,29879
CMP_001999,CASE_001999,ACC_0025599,45706.55,Ahmedabad,Gujarat,INVESTMENT_FRAUD,20346
CMP_002000,CASE_002000,ACC_0029048,38784.93,Kolkata,West Bengal,ROMANCE_FRAUD,190527
CMP_002001,CASE_002001,ACC_0056880,326556.23,Ahmedabad,Gujarat,REMOTE_ACCESS,138430
CMP_002002,CASE_002002,ACC_0011923,77535.77,Nagpur,Maharashtra,DIGITAL_ARREST,26247
CMP_002003,CASE_002003,ACC_0047793,3000.0,Nagpur,Maharashtra,REMOTE_ACCESS,81729
CMP_002004,CASE_002004,ACC_0025948,30211.15,Ahmedabad,Gujarat,PHISHING,49002
CMP_002005,CASE_002005,ACC_0046748,248663.89,Bengaluru,Karnataka,INVESTMENT_FRAUD,125440
CMP_002006,CASE_002006,ACC_0092687,10541.31,Ahmedabad,Gujarat,UPI_FRAUD,257778
CMP_002007,CASE_002007,ACC_0052519,226656.88,Kolkata,West Bengal,INVESTMENT_FRAUD,125979
CMP_002008,CASE_002008,ACC_0062638,28623.1,Pune,Maharashtra,DIGITAL_ARREST,127463
CMP_002009,CASE_002009,ACC_0043228,192366.03,Nashik,Maharashtra,REMOTE_ACCESS,50418
CMP_002010,CASE_002010,ACC_0058393,87297.46,Pune,Maharashtra,REMOTE_ACCESS,242851
CMP_002011,CASE_002011,ACC_0008330,15773.83,Kolkata,West Bengal,ROMANCE_FRAUD,148935
CMP_002012,CASE_002012,ACC_0022430,233065.31,Bengaluru,Karnataka,INVESTMENT_FRAUD,245294
CMP_002013,CASE_002013,ACC_0031976,62423.37,Pune,Maharashtra,UPI_FRAUD,227516
CMP_002014,CASE_002014,ACC_0040269,293916.1,Delhi,Delhi,PHISHING,71045
CMP_002015,CASE_002015,ACC_0043564,54160.11,Hyderabad,Telangana,DIGITAL_ARREST,116501
CMP_002016,CASE_002016,ACC_0079879,149137.3,Pune,Maharashtra,UPI_FRAUD,7240
CMP_002017,CASE_002017,ACC_0043166,10531.81,Nagpur,Maharashtra,ROMANCE_FRAUD,215677
CMP_002018,CASE_002018,ACC_0049786,206422.66,Nashik,Maharashtra,JOB_FRAUD,9576
CMP_002019,CASE_002019,ACC_0011282,26891.36,Nashik,Maharashtra,DIGITAL_ARREST,66293
CMP_002020,CASE_002020,ACC_0083319,135280.98,Pune,Maharashtra,DIGITAL_ARREST,11226
CMP_002021,CASE_002021,ACC_0011206,98794.55,Ahmedabad,Gujarat,JOB_FRAUD,147811
CMP_002022,CASE_002022,ACC_0068682,27490.41,Nagpur,Maharashtra,JOB_FRAUD,46839
CMP_002023,CASE_002023,ACC_0026864,62565.36,Mumbai,Maharashtra,JOB_FRAUD,108730
CMP_002024,CASE_002024,ACC_0004437,633338.17,Bengaluru,Karnataka,PHISHING,539
CMP_002025,CASE_002025,ACC_0059390,19076.6,Kolkata,West Bengal,JOB_FRAUD,173983
CMP_002026,CASE_002026,ACC_0055198,58415.24,Hyderabad,Telangana,REMOTE_ACCESS,249476
CMP_002027,CASE_002027,ACC_0018836,3475.41,Ahmedabad,Gujarat,PHISHING,73440
CMP_002028,CASE_002028,ACC_0080400,5723.29,Nagpur,Maharashtra,ROMANCE_FRAUD,200979
CMP_002029,CASE_002029,ACC_0034482,27178.38,Kolkata,West Bengal,UPI_FRAUD,192727
CMP_002030,CASE_002030,ACC_0089912,488860.15,Hyderabad,Telangana,UPI_FRAUD,205666
CMP_002031,CASE_002031,ACC_0059776,106779.88,Pune,Maharashtra,PHISHING,102620
CMP_002032,CASE_002032,ACC_0086911,165280.32,Nagpur,Maharashtra,REMOTE_ACCESS,244379
CMP_002033,CASE_002033,ACC_0076668,44000.69,Delhi,Delhi,INVESTMENT_FRAUD,59212
CMP_002034,CASE_002034,ACC_0006232,3282.82,Kolkata,West Bengal,UPI_FRAUD,127590
CMP_002035,CASE_002035,ACC_0043802,34435.46,Hyderabad,Telangana,REMOTE_ACCESS,247568
CMP_002036,CASE_002036,ACC_0087934,30573.64,Chennai,Tamil Nadu,PHISHING,232750
CMP_002037,CASE_002037,ACC_0022790,56488.39,Mumbai,Maharashtra,UPI_FRAUD,100774
CMP_002038,CASE_002038,ACC_0033439,7678.49,Chennai,Tamil Nadu,JOB_FRAUD,213034
CMP_002039,CASE_002039,ACC_0068888,32553.28,Chennai,Tamil Nadu,PHISHING,118247
CMP_002040,CASE_002040,ACC_0053700,3000.0,Bengaluru,Karnataka,PHISHING,177964
CMP_002041,CASE_002041,ACC_0041800,17211.38,Chennai,Tamil Nadu,JOB_FRAUD,227165
CMP_002042,CASE_002042,ACC_0038119,306664.33,Ahmedabad,Gujarat,JOB_FRAUD,160048
CMP_002043,CASE_002043,ACC_0032577,56558.08,Kolkata,West Bengal,DIGITAL_ARREST,35487
CMP_002044,CASE_002044,ACC_0052642,56305.31,Ahmedabad,Gujarat,ROMANCE_FRAUD,227101
CMP_002045,CASE_002045,ACC_0066221,12526.11,Chennai,Tamil Nadu,INVESTMENT_FRAUD,169959
CMP_002046,CASE_002046,ACC_0057727,260073.56,Hyderabad,Telangana,INVESTMENT_FRAUD,69442
CMP_002047,CASE_002047,ACC_0005247,158839.86,Kolkata,West Bengal,JOB_FRAUD,219574
CMP_002048,CASE_002048,ACC_0060933,63510.91,Hyderabad,Telangana,UPI_FRAUD,131348
CMP_002049,CASE_002049,ACC_0015179,266887.15,Bengaluru,Karnataka,UPI_FRAUD,4729
CMP_002050,CASE_002050,ACC_0009446,4070.46,Delhi,Delhi,INVESTMENT_FRAUD,160786
CMP_002051,CASE_002051,ACC_0079765,165941.19,Chennai,Tamil Nadu,INVESTMENT_FRAUD,9862
CMP_002052,CASE_002052,ACC_0033398,47276.19,Ahmedabad,Gujarat,JOB_FRAUD,124767
CMP_002053,CASE_002053,ACC_0034988,1397052.8,Nashik,Maharashtra,UPI_FRAUD,27184
CMP_002054,CASE_002054,ACC_0091812,92906.16,Delhi,Delhi,PHISHING,103407
CMP_002055,CASE_002055,ACC_0084505,172129.61,Nashik,Maharashtra,PHISHING,159435
CMP_002056,CASE_002056,ACC_0054619,105214.25,Nagpur,Maharashtra,PHISHING,132450
CMP_002057,CASE_002057,ACC_0008961,133385.71,Mumbai,Maharashtra,REMOTE_ACCESS,227527
CMP_002058,CASE_002058,ACC_0021459,53063.0,Chennai,Tamil Nadu,UPI_FRAUD,240144
CMP_002059,CASE_002059,ACC_0054662,31009.33,Mumbai,Maharashtra,PHISHING,213541
CMP_002060,CASE_002060,ACC_0067226,11632.64,Hyderabad,Telangana,REMOTE_ACCESS,178917
CMP_002061,CASE_002061,ACC_0005849,32099.7,Mumbai,Maharashtra,JOB_FRAUD,1587
CMP_002062,CASE_002062,ACC_0073017,41545.04,Bengaluru,Karnataka,REMOTE_ACCESS,29075
CMP_002063,CASE_002063,ACC_0005184,113399.53,Nagpur,Maharashtra,ROMANCE_FRAUD,137966
CMP_002064,CASE_002064,ACC_0032076,353427.66,Chennai,Tamil Nadu,INVESTMENT_FRAUD,152160
CMP_002065,CASE_002065,ACC_0080800,43817.04,Nashik,Maharashtra,JOB_FRAUD,194937
CMP_002066,CASE_002066,ACC_0027844,4979.11,Delhi,Delhi,ROMANCE_FRAUD,48300
CMP_002067,CASE_002067,ACC_0062878,9765.88,Bengaluru,Karnataka,REMOTE_ACCESS,43709
CMP_002068,CASE_002068,ACC_0090930,13012.22,Chennai,Tamil Nadu,PHISHING,168416
CMP_002069,CASE_002069,ACC_0010346,86026.68,Pune,Maharashtra,PHISHING,117941
CMP_002070,CASE_002070,ACC_0022858,30668.0,Delhi,Delhi,INVESTMENT_FRAUD,9092
CMP_002071,CASE_002071,ACC_0014913,95725.34,Nagpur,Maharashtra,DIGITAL_ARREST,154999
CMP_002072,CASE_002072,ACC_0003898,21473.43,Kolkata,West Bengal,UPI_FRAUD,51628
CMP_002073,CASE_002073,ACC_0050363,53616.0,Kolkata,West Bengal,PHISHING,222748
CMP_002074,CASE_002074,ACC_0091099,29250.26,Mumbai,Maharashtra,PHISHING,42063
CMP_002075,CASE_002075,ACC_0047531,43862.65,Delhi,Delhi,DIGITAL_ARREST,76875
CMP_002076,CASE_002076,ACC_0036056,78545.58,Pune,Maharashtra,INVESTMENT_FRAUD,85679
CMP_002077,CASE_002077,ACC_0042524,735780.03,Pune,Maharashtra,ROMANCE_FRAUD,184790
CMP_002078,CASE_002078,ACC_0030484,159729.78,Nashik,Maharashtra,PHISHING,246859
CMP_002079,CASE_002079,ACC_0023563,282176.04,Delhi,Delhi,REMOTE_ACCESS,38660
CMP_002080,CASE_002080,ACC_0069366,48658.79,Pune,Maharashtra,PHISHING,218822
CMP_002081,CASE_002081,ACC_0095375,39171.32,Kolkata,West Bengal,REMOTE_ACCESS,223011
CMP_002082,CASE_002082,ACC_0077012,16814.17,Mumbai,Maharashtra,REMOTE_ACCESS,23513
CMP_002083,CASE_002083,ACC_0035474,15573.5,Pune,Maharashtra,REMOTE_ACCESS,37104
CMP_002084,CASE_002084,ACC_0002517,3000.0,Nagpur,Maharashtra,REMOTE_ACCESS,75776
CMP_002085,CASE_002085,ACC_0004802,73406.84,Nashik,Maharashtra,ROMANCE_FRAUD,156686
CMP_002086,CASE_002086,ACC_0004890,14832.24,Delhi,Delhi,ROMANCE_FRAUD,56672
CMP_002087,CASE_002087,ACC_0069772,69527.04,Ahmedabad,Gujarat,REMOTE_ACCESS,59321
CMP_002088,CASE_002088,ACC_0059948,112623.61,Nashik,Maharashtra,DIGITAL_ARREST,198711
CMP_002089,CASE_002089,ACC_0056711,18343.82,Hyderabad,Telangana,REMOTE_ACCESS,196575
CMP_002090,CASE_002090,ACC_0006296,107361.78,Nagpur,Maharashtra,ROMANCE_FRAUD,113221
CMP_002091,CASE_002091,ACC_0029161,5554.13,Bengaluru,Karnataka,UPI_FRAUD,179434
CMP_002092,CASE_002092,ACC_0081130,474820.21,Hyderabad,Telangana,PHISHING,119288
CMP_002093,CASE_002093,ACC_0077676,511879.56,Chennai,Tamil Nadu,PHISHING,209930
CMP_002094,CASE_002094,ACC_0058426,3242.38,Pune,Maharashtra,PHISHING,234248
CMP_002095,CASE_002095,ACC_0099076,14885.34,Hyderabad,Telangana,ROMANCE_FRAUD,82903
CMP_002096,CASE_002096,ACC_0067923,6148.84,Pune,Maharashtra,ROMANCE_FRAUD,210483
CMP_002097,CASE_002097,ACC_0030248,165895.68,Mumbai,Maharashtra,UPI_FRAUD,253830
CMP_002098,CASE_002098,ACC_0043780,207097.05,Mumbai,Maharashtra,INVESTMENT_FRAUD,204610
CMP_002099,CASE_002099,ACC_0029581,25679.79,Hyderabad,Telangana,JOB_FRAUD,35815
CMP_002100,CASE_002100,ACC_0066154,30769.26,Ahmedabad,Gujarat,INVESTMENT_FRAUD,196221
CMP_002101,CASE_002101,ACC_0040999,230444.44,Ahmedabad,Gujarat,UPI_FRAUD,42258
CMP_002102,CASE_002102,ACC_0072249,30764.32,Hyderabad,Telangana,UPI_FRAUD,16008
CMP_002103,CASE_002103,ACC_0039336,10644.92,Ahmedabad,Gujarat,ROMANCE_FRAUD,173040
CMP_002104,CASE_002104,ACC_0080043,15051.28,Kolkata,West Bengal,UPI_FRAUD,207788
CMP_002105,CASE_002105,ACC_0098307,189139.11,Bengaluru,Karnataka,DIGITAL_ARREST,101908
CMP_002106,CASE_002106,ACC_0097701,86490.25,Pune,Maharashtra,REMOTE_ACCESS,227089
CMP_002107,CASE_002107,ACC_0084772,60854.53,Kolkata,West Bengal,DIGITAL_ARREST,183128
CMP_002108,CASE_002108,ACC_0091298,36598.89,Chennai,Tamil Nadu,INVESTMENT_FRAUD,108974
CMP_002109,CASE_002109,ACC_0025148,253627.18,Mumbai,Maharashtra,REMOTE_ACCESS,157713
CMP_002110,CASE_002110,ACC_0066284,149418.96,Nashik,Maharashtra,UPI_FRAUD,235456
CMP_002111,CASE_002111,ACC_0055187,630375.71,Kolkata,West Bengal,JOB_FRAUD,155846
CMP_002112,CASE_002112,ACC_0057020,20505.78,Delhi,Delhi,REMOTE_ACCESS,88958
CMP_002113,CASE_002113,ACC_0097205,9863.65,Ahmedabad,Gujarat,ROMANCE_FRAUD,63485
CMP_002114,CASE_002114,ACC_0001124,239248.21,Nashik,Maharashtra,ROMANCE_FRAUD,130562
CMP_002115,CASE_002115,ACC_0013285,51900.43,Delhi,Delhi,INVESTMENT_FRAUD,107966
CMP_002116,CASE_002116,ACC_0078895,178423.82,Delhi,Delhi,UPI_FRAUD,215391
CMP_002117,CASE_002117,ACC_0073034,11977.97,Pune,Maharashtra,UPI_FRAUD,249421
CMP_002118,CASE_002118,ACC_0096712,10689.75,Nashik,Maharashtra,JOB_FRAUD,48507
CMP_002119,CASE_002119,ACC_0062865,321858.7,Hyderabad,Telangana,ROMANCE_FRAUD,7263
CMP_002120,CASE_002120,ACC_0096192,26339.74,Hyderabad,Telangana,UPI_FRAUD,185608
CMP_002121,CASE_002121,ACC_0053816,7275.44,Ahmedabad,Gujarat,INVESTMENT_FRAUD,212448
CMP_002122,CASE_002122,ACC_0091179,10190.04,Delhi,Delhi,DIGITAL_ARREST,38674
CMP_002123,CASE_002123,ACC_0054362,17364.83,Bengaluru,Karnataka,REMOTE_ACCESS,25290
CMP_002124,CASE_002124,ACC_0057612,86317.1,Mumbai,Maharashtra,INVESTMENT_FRAUD,45345
CMP_002125,CASE_002125,ACC_0079874,32641.73,Kolkata,West Bengal,UPI_FRAUD,139361
CMP_002126,CASE_002126,ACC_0049174,8742.74,Pune,Maharashtra,ROMANCE_FRAUD,60
CMP_002127,CASE_002127,ACC_0016933,29639.49,Kolkata,West Bengal,REMOTE_ACCESS,241149
CMP_002128,CASE_002128,ACC_0001244,14886.21,Ahmedabad,Gujarat,DIGITAL_ARREST,7490
CMP_002129,CASE_002129,ACC_0085212,49594.84,Bengaluru,Karnataka,UPI_FRAUD,73927
CMP_002130,CASE_002130,ACC_0061221,55136.91,Hyderabad,Telangana,REMOTE_ACCESS,82031
CMP_002131,CASE_002131,ACC_0006130,106651.22,Nashik,Maharashtra,INVESTMENT_FRAUD,229124
CMP_002132,CASE_002132,ACC_0059887,88588.13,Nashik,Maharashtra,INVESTMENT_FRAUD,212387
CMP_002133,CASE_002133,ACC_0033747,56535.38,Bengaluru,Karnataka,DIGITAL_ARREST,10739
CMP_002134,CASE_002134,ACC_0082250,126583.03,Pune,Maharashtra,PHISHING,102708
CMP_002135,CASE_002135,ACC_0039931,69907.23,Bengaluru,Karnataka,UPI_FRAUD,24647
CMP_002136,CASE_002136,ACC_0056266,31218.24,Kolkata,West Bengal,UPI_FRAUD,63551
CMP_002137,CASE_002137,ACC_0070247,21361.31,Nagpur,Maharashtra,ROMANCE_FRAUD,73931
CMP_002138,CASE_002138,ACC_0051333,23446.85,Chennai,Tamil Nadu,REMOTE_ACCESS,184210
CMP_002139,CASE_002139,ACC_0045865,12668.8,Nashik,Maharashtra,DIGITAL_ARREST,101816
CMP_002140,CASE_002140,ACC_0083871,99384.56,Hyderabad,Telangana,ROMANCE_FRAUD,39562
CMP_002141,CASE_002141,ACC_0000262,77824.6,Nagpur,Maharashtra,PHISHING,136148
CMP_002142,CASE_002142,ACC_0058021,208774.4,Delhi,Delhi,ROMANCE_FRAUD,160383
CMP_002143,CASE_002143,ACC_0036009,37588.42,Kolkata,West Bengal,INVESTMENT_FRAUD,38168
CMP_002144,CASE_002144,ACC_0060282,10994.28,Mumbai,Maharashtra,INVESTMENT_FRAUD,135818
CMP_002145,CASE_002145,ACC_0003588,79062.14,Hyderabad,Telangana,PHISHING,8945
CMP_002146,CASE_002146,ACC_0083958,48598.25,Nagpur,Maharashtra,ROMANCE_FRAUD,81884
CMP_002147,CASE_002147,ACC_0046350,22653.36,Delhi,Delhi,INVESTMENT_FRAUD,122981
CMP_002148,CASE_002148,ACC_0002342,71033.49,Hyderabad,Telangana,ROMANCE_FRAUD,140549
CMP_002149,CASE_002149,ACC_0036920,78348.28,Bengaluru,Karnataka,INVESTMENT_FRAUD,133449
CMP_002150,CASE_002150,ACC_0090524,16501.4,Bengaluru,Karnataka,DIGITAL_ARREST,98422
CMP_002151,CASE_002151,ACC_0028407,129460.47,Bengaluru,Karnataka,UPI_FRAUD,165714
CMP_002152,CASE_002152,ACC_0004585,55038.44,Hyderabad,Telangana,PHISHING,149356
CMP_002153,CASE_002153,ACC_0025797,340590.29,Ahmedabad,Gujarat,REMOTE_ACCESS,28745
CMP_002154,CASE_002154,ACC_0058065,13979.41,Delhi,Delhi,REMOTE_ACCESS,65361
CMP_002155,CASE_002155,ACC_0057644,5234.85,Kolkata,West Bengal,REMOTE_ACCESS,225812
CMP_002156,CASE_002156,ACC_0061194,332974.31,Nashik,Maharashtra,INVESTMENT_FRAUD,232073
CMP_002157,CASE_002157,ACC_0087526,110386.55,Ahmedabad,Gujarat,PHISHING,25536
CMP_002158,CASE_002158,ACC_0051247,180788.08,Nashik,Maharashtra,ROMANCE_FRAUD,184783
CMP_002159,CASE_002159,ACC_0030973,153922.97,Kolkata,West Bengal,DIGITAL_ARREST,177975
CMP_002160,CASE_002160,ACC_0036392,33620.46,Bengaluru,Karnataka,REMOTE_ACCESS,106102
CMP_002161,CASE_002161,ACC_0027906,42832.05,Mumbai,Maharashtra,INVESTMENT_FRAUD,128323
CMP_002162,CASE_002162,ACC_0055852,191924.06,Hyderabad,Telangana,INVESTMENT_FRAUD,32273
CMP_002163,CASE_002163,ACC_0041325,84971.17,Chennai,Tamil Nadu,INVESTMENT_FRAUD,48848
CMP_002164,CASE_002164,ACC_0002940,105239.39,Chennai,Tamil Nadu,UPI_FRAUD,257355
CMP_002165,CASE_002165,ACC_0008514,11723.8,Chennai,Tamil Nadu,DIGITAL_ARREST,56927
CMP_002166,CASE_002166,ACC_0003993,18806.19,Bengaluru,Karnataka,PHISHING,82404
CMP_002167,CASE_002167,ACC_0026462,41392.86,Nashik,Maharashtra,DIGITAL_ARREST,7403
CMP_002168,CASE_002168,ACC_0063680,126945.03,Ahmedabad,Gujarat,REMOTE_ACCESS,56102
CMP_002169,CASE_002169,ACC_0071986,3000.0,Nashik,Maharashtra,ROMANCE_FRAUD,222491
CMP_002170,CASE_002170,ACC_0050850,67411.68,Nashik,Maharashtra,REMOTE_ACCESS,6708
CMP_002171,CASE_002171,ACC_0013702,203399.79,Delhi,Delhi,REMOTE_ACCESS,84385
CMP_002172,CASE_002172,ACC_0011616,128580.08,Kolkata,West Bengal,PHISHING,220152
CMP_002173,CASE_002173,ACC_0006597,10945.88,Chennai,Tamil Nadu,JOB_FRAUD,7042
CMP_002174,CASE_002174,ACC_0035245,9493.68,Kolkata,West Bengal,INVESTMENT_FRAUD,155827
CMP_002175,CASE_002175,ACC_0056461,225390.5,Pune,Maharashtra,UPI_FRAUD,14459
CMP_002176,CASE_002176,ACC_0089254,44065.48,Hyderabad,Telangana,PHISHING,211696
CMP_002177,CASE_002177,ACC_0087332,900316.83,Kolkata,West Bengal,JOB_FRAUD,170695
CMP_002178,CASE_002178,ACC_0080591,32872.02,Nagpur,Maharashtra,UPI_FRAUD,68899
CMP_002179,CASE_002179,ACC_0015891,74660.12,Nashik,Maharashtra,UPI_FRAUD,218197
CMP_002180,CASE_002180,ACC_0090951,3000.0,Chennai,Tamil Nadu,DIGITAL_ARREST,219626
CMP_002181,CASE_002181,ACC_0095143,81444.6,Chennai,Tamil Nadu,ROMANCE_FRAUD,24760
CMP_002182,CASE_002182,ACC_0072584,34740.58,Mumbai,Maharashtra,REMOTE_ACCESS,228020
CMP_002183,CASE_002183,ACC_0052216,4510.91,Hyderabad,Telangana,UPI_FRAUD,47082
CMP_002184,CASE_002184,ACC_0036469,132458.34,Nagpur,Maharashtra,REMOTE_ACCESS,9639
CMP_002185,CASE_002185,ACC_0056237,41919.94,Bengaluru,Karnataka,ROMANCE_FRAUD,258393
CMP_002186,CASE_002186,ACC_0009129,24757.93,Nagpur,Maharashtra,DIGITAL_ARREST,107382
CMP_002187,CASE_002187,ACC_0084079,25551.6,Hyderabad,Telangana,PHISHING,210814
CMP_002188,CASE_002188,ACC_0041393,25422.14,Hyderabad,Telangana,UPI_FRAUD,172153
CMP_002189,CASE_002189,ACC_0004458,12864.85,Hyderabad,Telangana,UPI_FRAUD,71838
CMP_002190,CASE_002190,ACC_0009887,7747.09,Nashik,Maharashtra,ROMANCE_FRAUD,160881
CMP_002191,CASE_002191,ACC_0046625,199444.23,Ahmedabad,Gujarat,ROMANCE_FRAUD,65788
CMP_002192,CASE_002192,ACC_0073334,25092.01,Hyderabad,Telangana,INVESTMENT_FRAUD,229259
CMP_002193,CASE_002193,ACC_0084341,20462.18,Ahmedabad,Gujarat,ROMANCE_FRAUD,123572
CMP_002194,CASE_002194,ACC_0067738,12114.44,Mumbai,Maharashtra,INVESTMENT_FRAUD,79235
CMP_002195,CASE_002195,ACC_0061471,492905.05,Kolkata,West Bengal,REMOTE_ACCESS,82765
CMP_002196,CASE_002196,ACC_0084608,194364.06,Kolkata,West Bengal,DIGITAL_ARREST,132106
CMP_002197,CASE_002197,ACC_0098561,210576.49,Nashik,Maharashtra,INVESTMENT_FRAUD,238162
CMP_002198,CASE_002198,ACC_0088359,82471.56,Bengaluru,Karnataka,INVESTMENT_FRAUD,40473
CMP_002199,CASE_002199,ACC_0066606,16382.67,Bengaluru,Karnataka,DIGITAL_ARREST,8967
CMP_002200,CASE_002200,ACC_0013699,49774.85,Mumbai,Maharashtra,JOB_FRAUD,253906
CMP_002201,CASE_002201,ACC_0067150,70114.03,Nagpur,Maharashtra,UPI_FRAUD,24424
CMP_002202,CASE_002202,ACC_0003500,14706.5,Kolkata,West Bengal,JOB_FRAUD,254700
CMP_002203,CASE_002203,ACC_0029847,15121.42,Delhi,Delhi,REMOTE_ACCESS,139585
CMP_002204,CASE_002204,ACC_0097871,38908.97,Nagpur,Maharashtra,REMOTE_ACCESS,115274
CMP_002205,CASE_002205,ACC_0019654,14447.98,Chennai,Tamil Nadu,ROMANCE_FRAUD,2790
CMP_002206,CASE_002206,ACC_0068922,23559.34,Kolkata,West Bengal,UPI_FRAUD,227005
CMP_002207,CASE_002207,ACC_0017256,195516.66,Bengaluru,Karnataka,REMOTE_ACCESS,176979
