account_id,bank_id,city,state,account_age_days,account_type,customer_segment
ACC_0011654,BANK_04,Bengaluru,Karnataka,549,savings,retail
ACC_0011655,BANK_13,Kolkata,West Bengal,415,savings,merchant
ACC_0011656,BANK_09,Pune,Maharashtra,1256,savings,small_business
ACC_0011657,BANK_04,Nashik,Maharashtra,1457,savings,retail
ACC_0011658,BANK_05,Kolkata,West Bengal,2843,savings,retail
ACC_0011659,BANK_05,Mumbai,Maharashtra,775,current,small_business
ACC_0011660,BANK_08,Nashik,Maharashtra,363,savings,merchant
ACC_0011661,BANK_06,Bengaluru,Karnataka,349,savings,retail
ACC_0011662,BANK_15,Hyderabad,Telangana,1254,savings,retail
ACC_0011663,BANK_12,Nashik,Maharashtra,663,current,retail
ACC_0011664,BANK_03,Mumbai,Maharashtra,608,savings,retail
ACC_0011665,BANK_08,Nagpur,Maharashtra,2462,savings,retail
ACC_0011666,BANK_05,Ahmedabad,Gujarat,1802,savings,retail
ACC_0011667,BANK_05,Delhi,Delhi,586,savings,small_business
ACC_0011668,BANK_12,Ahmedabad,Gujarat,984,savings,retail
ACC_0011669,BANK_01,Delhi,Delhi,879,current,merchant
ACC_0011670,BANK_13,Nagpur,Maharashtra,671,savings,retail
ACC_0011671,BANK_09,Ahmedabad,Gujarat,2321,savings,retail
ACC_0011672,BANK_02,Kolkata,West Bengal,283,savings,retail
ACC_0011673,BANK_11,Pune,Maharashtra,1878,savings,retail
ACC_0011674,BANK_12,Delhi,Delhi,5000,savings,retail
ACC_0011675,BANK_02,Kolkata,West Bengal,617,savings,other
ACC_0011676,BANK_02,Bengaluru,Karnataka,731,savings,merchant
ACC_0011677,BANK_08,Mumbai,Maharashtra,1030,savings,small_business
ACC_0011678,BANK_05,Bengaluru,Karnataka,629,savings,retail
ACC_0011679,BANK_05,Kolkata,West Bengal,2419,savings,other
ACC_0011680,BANK_10,Chennai,Tamil Nadu,774,savings,retail
ACC_0011681,BANK_02,Mumbai,Maharashtra,378,savings,retail
ACC_0011682,BANK_04,Nashik,Maharashtra,375,savings,retail
ACC_0011683,BANK_13,Hyderabad,Telangana,2091,savings,retail
ACC_0011684,BANK_15,Hyderabad,Telangana,565,savings,retail
ACC_0011685,BANK_13,Nagpur,Maharashtra,373,current,retail
ACC_0011686,BANK_11,Kolkata,West Bengal,408,current,retail
ACC_0011687,BANK_11,Nashik,Maharashtra,1112,savings,retail
ACC_0011688,BANK_14,Chennai,Tamil Nadu,644,savings,retail
ACC_0011689,BANK_02,Delhi,Delhi,391,savings,retail
ACC_0011690,BANK_13,Nashik,Maharashtra,461,current,retail
ACC_0011691,BANK_13,Mumbai,Maharashtra,527,savings,other
ACC_0011692,BANK_13,Chennai,Tamil Nadu,5000,savings,retail
ACC_0011693,BANK_06,Ahmedabad,Gujarat,348,savings,small_business
ACC_0011694,BANK_02,Bengaluru,Karnataka,83,savings,retail
ACC_0011695,BANK_09,Pune,Maharashtra,712,savings,retail
ACC_0011696,BANK_08,Nagpur,Maharashtra,565,savings,retail
ACC_0011697,BANK_02,Pune,Maharashtra,282,current,retail
ACC_0011698,BANK_11,Hyderabad,Telangana,305,current,retail
ACC_0011699,BANK_04,Chennai,Tamil Nadu,447,savings,retail
ACC_0011700,BANK_15,Mumbai,Maharashtra,212,current,merchant
ACC_0011701,BANK_12,Nagpur,Maharashtra,892,savings,other
ACC_0011702,BANK_15,Delhi,Delhi,569,savings,retail
ACC_0011703,BANK_03,Chennai,Tamil Nadu,602,savings,retail
ACC_0011704,BANK_08,Kolkata,West Bengal,298,savings,small_business
ACC_0011705,BANK_13,Nagpur,Maharashtra,1288,current,retail
ACC_0011706,BANK_11,Pune,Maharashtra,1113,savings,other
ACC_0011707,BANK_09,Nagpur,Maharashtra,211,savings,retail
ACC_0011708,BANK_03,Hyderabad,Telangana,106,savings,retail
ACC_0011709,BANK_06,Pune,Maharashtra,836,savings,retail
ACC_0011710,BANK_10,Chennai,Tamil Nadu,2397,savings,retail
ACC_0011711,BANK_01,Nashik,Maharashtra,2234,savings,retail
ACC_0011712,BANK_09,Kolkata,West Bengal,1075,savings,retail
ACC_0011713,BANK_13,Hyderabad,Telangana,1328,savings,retail
ACC_0011714,BANK_12,Kolkata,West Bengal,183,savings,retail
ACC_0011715,BANK_12,Nashik,Maharashtra,103,savings,retail
ACC_0011716,BANK_10,Mumbai,Maharashtra,156,savings,small_business
ACC_0011717,BANK_13,Pune,Maharashtra,5000,savings,retail
ACC_0011718,BANK_12,Pune,Maharashtra,1874,savings,retail
ACC_0011719,BANK_04,Hyderabad,Telangana,2245,savings,other
ACC_0011720,BANK_10,Mumbai,Maharashtra,1004,savings,retail
ACC_0011721,BANK_10,Hyderabad,Telangana,1088,savings,retail
ACC_0011722,BANK_15,Hyderabad,Telangana,1076,savings,other
ACC_0011723,BANK_03,Delhi,Delhi,605,savings,retail
ACC_0011724,BANK_06,Nashik,Maharashtra,355,savings,retail
ACC_0011725,BANK_03,Delhi,Delhi,434,savings,small_business
ACC_0011726,BANK_12,Nagpur,Maharashtra,415,savings,small_business
ACC_0011727,BANK_12,Chennai,Tamil Nadu,808,savings,retail
ACC_0011728,BANK_14,Nagpur,Maharashtra,499,savings,small_business
ACC_0011729,BANK_13,Delhi,Delhi,1046,savings,retail
ACC_0011730,BANK_13,Kolkata,West Bengal,257,savings,other
ACC_0011731,BANK_12,Delhi,Delhi,1038,current,retail
ACC_0011732,BANK_01,Nagpur,Maharashtra,1832,savings,other
ACC_0011733,BANK_06,Hyderabad,Telangana,589,savings,small_business
ACC_0011734,BANK_13,Nashik,Maharashtra,346,savings,merchant
ACC_0011735,BANK_03,Bengaluru,Karnataka,2252,savings,small_business
ACC_0011736,BANK_09,Ahmedabad,Gujarat,178,savings,retail
ACC_0011737,BANK_09,Delhi,Delhi,195,current,retail
ACC_0011738,BANK_11,Nagpur,Maharashtra,975,current,merchant
ACC_0011739,BANK_03,Mumbai,Maharashtra,515,savings,retail
ACC_0011740,BANK_06,Chennai,Tamil Nadu,344,current,retail
ACC_0011741,BANK_10,Kolkata,West Bengal,361,savings,retail
ACC_0011742,BANK_06,Nagpur,Maharashtra,1373,current,small_business
ACC_0011743,BANK_07,Delhi,Delhi,132,savings,retail
ACC_0011744,BANK_07,Hyderabad,Telangana,879,savings,retail
ACC_0011745,BANK_06,Bengaluru,Karnataka,853,savings,retail
ACC_0011746,BANK_07,Mumbai,Maharashtra,705,savings,retail
ACC_0011747,BANK_02,Nashik,Maharashtra,419,savings,retail
ACC_0011748,BANK_06,Bengaluru,Karnataka,2205,savings,retail
ACC_0011749,BANK_09,Hyderabad,Telangana,1828,savings,retail
ACC_0011750,BANK_05,Bengaluru,Karnataka,808,savings,retail
ACC_0011751,BANK_06,Hyderabad,Telangana,594,savings,retail
ACC_0011752,BANK_01,Mumbai,Maharashtra,988,savings,small_business
ACC_0011753,BANK_06,Pune,Maharashtra,1087,savings,retail
ACC_0011754,BANK_10,Bengaluru,Karnataka,826,savings,retail
ACC_0011755,BANK_02,Chennai,Tamil Nadu,76,savings,retail
ACC_0011756,BANK_07,Hyderabad,Telangana,1613,savings,other
ACC_0011757,BANK_08,Hyderabad,Telangana,1381,savings,retail
ACC_0011758,BANK_11,Delhi,Delhi,586,savings,retail
ACC_0011759,BANK_09,Bengaluru,Karnataka,439,savings,merchant
ACC_0011760,BANK_08,Kolkata,West Bengal,803,savings,retail
ACC_0011761,BANK_10,Ahmedabad,Gujarat,263,savings,merchant
ACC_0011762,BANK_10,Nagpur,Maharashtra,729,savings,retail
ACC_0011763,BANK_06,Bengaluru,Karnataka,1147,current,retail
ACC_0011764,BANK_12,Pune,Maharashtra,364,savings,merchant
ACC_0011765,BANK_05,Ahmedabad,Gujarat,4059,savings,merchant
ACC_0011766,BANK_04,Kolkata,West Bengal,654,savings,retail
ACC_0011767,BANK_05,Bengaluru,Karnataka,612,savings,retail
ACC_0011768,BANK_09,Kolkata,West Bengal,1352,savings,merchant
ACC_0011769,BANK_13,Hyderabad,Telangana,87,savings,retail
ACC_0011770,BANK_04,Mumbai,Maharashtra,100,savings,retail
ACC_0011771,BANK_15,Mumbai,Maharashtra,558,savings,retail
ACC_0011772,BANK_01,Chennai,Tamil Nadu,1991,savings,retail
ACC_0011773,BANK_09,Hyderabad,Telangana,1761,savings,retail
ACC_0011774,BANK_04,Chennai,Tamil Nadu,318,savings,retail
ACC_0011775,BANK_13,Ahmedabad,Gujarat,186,savings,retail
ACC_0011776,BANK_11,Ahmedabad,Gujarat,1594,savings,retail
ACC_0011777,BANK_12,Ahmedabad,Gujarat,2369,savings,retail
ACC_0011778,BANK_14,Mumbai,Maharashtra,384,savings,retail
ACC_0011779,BANK_10,Pune,Maharashtra,371,savings,retail
ACC_0011780,BANK_03,Ahmedabad,Gujarat,642,current,small_business
ACC_0011781,BANK_07,Kolkata,West Bengal,3330,savings,retail
ACC_0011782,BANK_12,Nashik,Maharashtra,623,savings,retail
ACC_0011783,BANK_02,Chennai,Tamil Nadu,205,savings,retail
ACC_0011784,BANK_15,Delhi,Delhi,701,savings,retail
ACC_0011785,BANK_02,Delhi,Delhi,434,savings,retail
ACC_0011786,BANK_09,Ahmedabad,Gujarat,1038,current,small_business
ACC_0011787,BANK_03,Ahmedabad,Gujarat,533,savings,retail
ACC_0011788,BANK_13,Kolkata,West Bengal,811,savings,retail
ACC_0011789,BANK_05,Nashik,Maharashtra,2218,savings,retail
ACC_0011790,BANK_14,Nagpur,Maharashtra,939,savings,retail
ACC_0011791,BANK_02,Nagpur,Maharashtra,152,savings,retail
ACC_0011792,BANK_10,Pune,Maharashtra,1751,current,other
ACC_0011793,BANK_09,Nagpur,Maharashtra,223,savings,retail
ACC_0011794,BANK_15,Pune,Maharashtra,219,savings,retail
ACC_0011795,BANK_12,Delhi,Delhi,2087,savings,retail
ACC_0011796,BANK_14,Chennai,Tamil Nadu,267,savings,retail
ACC_0011797,BANK_05,Bengaluru,Karnataka,584,savings,retail
ACC_0011798,BANK_05,Pune,Maharashtra,256,savings,retail
ACC_0011799,BANK_01,Nagpur,Maharashtra,791,savings,retail
ACC_0011800,BANK_14,Ahmedabad,Gujarat,480,savings,small_business
ACC_0011801,BANK_09,Pune,Maharashtra,1895,savings,retail
ACC_0011802,BANK_10,Kolkata,West Bengal,855,savings,retail
ACC_0011803,BANK_09,Ahmedabad,Gujarat,441,savings,retail
ACC_0011804,BANK_07,Mumbai,Maharashtra,1005,savings,retail
ACC_0011805,BANK_07,Nashik,Maharashtra,734,savings,retail
ACC_0011806,BANK_13,Bengaluru,Karnataka,720,savings,other
ACC_0011807,BANK_03,Ahmedabad,Gujarat,352,savings,retail
ACC_0011808,BANK_02,Nagpur,Maharashtra,4165,savings,merchant
ACC_0011809,BANK_03,Nagpur,Maharashtra,326,savings,retail
ACC_0011810,BANK_07,Nagpur,Maharashtra,239,savings,retail
ACC_0011811,BANK_15,Mumbai,Maharashtra,101,savings,small_business
ACC_0011812,BANK_02,Ahmedabad,Gujarat,161,savings,retail
ACC_0011813,BANK_01,Bengaluru,Karnataka,3087,savings,retail
ACC_0011814,BANK_03,Mumbai,Maharashtra,491,savings,retail
ACC_0011815,BANK_05,Hyderabad,Telangana,704,savings,merchant
ACC_0011816,BANK_08,Pune,Maharashtra,180,savings,merchant
ACC_0011817,BANK_10,Mumbai,Maharashtra,1503,savings,retail
ACC_0011818,BANK_14,Pune,Maharashtra,912,savings,retail
ACC_0011819,BANK_14,Kolkata,West Bengal,295,savings,retail
ACC_0011820,BANK_09,Nashik,Maharashtra,500,savings,retail
ACC_0011821,BANK_08,Pune,Maharashtra,567,savings,retail
ACC_0011822,BANK_07,Hyderabad,Telangana,686,savings,retail
ACC_0011823,BANK_15,Mumbai,Maharashtra,300,savings,retail
ACC_0011824,BANK_10,Nashik,Maharashtra,272,savings,merchant
ACC_0011825,BANK_07,Kolkata,West Bengal,1045,savings,retail
ACC_0011826,BANK_07,Nashik,Maharashtra,665,savings,retail
ACC_0011827,BANK_12,Ahmedabad,Gujarat,610,savings,retail
ACC_0011828,BANK_09,Chennai,Tamil Nadu,50,savings,retail
ACC_0011829,BANK_04,Bengaluru,Karnataka,477,savings,merchant
ACC_0011830,BANK_07,Hyderabad,Telangana,2550,savings,retail
ACC_0011831,BANK_06,Chennai,Tamil Nadu,765,savings,retail
ACC_0011832,BANK_13,Nagpur,Maharashtra,1202,savings,retail
ACC_0011833,BANK_08,Chennai,Tamil Nadu,175,savings,retail
ACC_0011834,BANK_08,Nagpur,Maharashtra,825,savings,retail
ACC_0011835,BANK_03,Nashik,Maharashtra,331,savings,small_business
ACC_0011836,BANK_09,Nagpur,Maharashtra,233,savings,retail
ACC_0011837,BANK_08,Bengaluru,Karnataka,525,savings,retail
ACC_0011838,BANK_10,Mumbai,Maharashtra,650,current,retail
ACC_0011839,BANK_12,Mumbai,Maharashtra,833,savings,retail
ACC_0011840,BANK_05,Delhi,Delhi,2337,savings,retail
ACC_0011841,BANK_01,Bengaluru,Karnataka,1986,savings,retail
ACC_0011842,BANK_12,Mumbai,Maharashtra,303,savings,retail
ACC_0011843,BANK_11,Hyderabad,Telangana,89,savings,retail
ACC_0011844,BANK_09,Kolkata,West Bengal,2167,current,other
ACC_0011845,BANK_09,Mumbai,Maharashtra,1121,savings,retail
ACC_0011846,BANK_08,Ahmedabad,Gujarat,125,savings,retail
ACC_0011847,BANK_09,Nashik,Maharashtra,454,savings,merchant
ACC_0011848,BANK_07,Delhi,Delhi,545,savings,retail
ACC_0011849,BANK_15,Bengaluru,Karnataka,1433,savings,small_business
ACC_0011850,BANK_01,Hyderabad,Telangana,396,savings,retail
ACC_0011851,BANK_05,Nagpur,Maharashtra,920,current,small_business
ACC_0011852,BANK_14,Nagpur,Maharashtra,992,savings,retail
ACC_0011853,BANK_03,Nagpur,Maharashtra,509,savings,retail
ACC_0011854,BANK_03,Ahmedabad,Gujarat,1459,savings,merchant
ACC_0011855,BANK_03,Delhi,Delhi,1057,savings,retail
ACC_0011856,BANK_09,Chennai,Tamil Nadu,791,savings,retail
ACC_0011857,BANK_09,Delhi,Delhi,507,savings,retail
ACC_0011858,BANK_14,Pune,Maharashtra,1791,savings,retail
ACC_0011859,BANK_10,Kolkata,West Bengal,302,savings,retail
ACC_0011860,BANK_11,Nagpur,Maharashtra,173,savings,merchant
ACC_0011861,BANK_11,Nashik,Maharashtra,2997,savings,retail
ACC_0011862,BANK_02,Nashik,Maharashtra,247,savings,retail
ACC_0011863,BANK_01,Ahmedabad,Gujarat,144,savings,retail
ACC_0011864,BANK_14,Nashik,Maharashtra,2059,current,other
ACC_0011865,BANK_06,Kolkata,West Bengal,946,current,retail
ACC_0011866,BANK_08,Pune,Maharashtra,160,savings,retail
ACC_0011867,BANK_02,Nagpur,Maharashtra,1370,savings,retail
ACC_0011868,BANK_13,Ahmedabad,Gujarat,509,savings,retail
ACC_0011869,BANK_14,Ahmedabad,Gujarat,381,savings,retail
ACC_0011870,BANK_01,Nagpur,Maharashtra,588,savings,retail
ACC_0011871,BANK_10,Pune,Maharashtra,258,savings,retail
ACC_0011872,BANK_09,Delhi,Delhi,661,savings,merchant
ACC_0011873,BANK_04,Kolkata,West Bengal,94,savings,retail
ACC_0011874,BANK_11,Pune,Maharashtra,428,savings,retail
ACC_0011875,BANK_15,Kolkata,West Bengal,293,savings,merchant
ACC_0011876,BANK_01,Kolkata,West Bengal,2859,savings,retail
ACC_0011877,BANK_14,Ahmedabad,Gujarat,297,current,retail
ACC_0011878,BANK_09,Mumbai,Maharashtra,522,savings,retail
ACC_0011879,BANK_04,Ahmedabad,Gujarat,183,savings,retail
ACC_0011880,BANK_10,Nashik,Maharashtra,187,savings,retail
ACC_0011881,BANK_08,Delhi,Delhi,1231,savings,small_business
ACC_0011882,BANK_09,Delhi,Delhi,206,savings,retail
ACC_0011883,BANK_11,Kolkata,West Bengal,250,savings,retail
ACC_0011884,BANK_12,Mumbai,Maharashtra,1208,savings,retail
ACC_0011885,BANK_13,Chennai,Tamil Nadu,113,savings,retail
ACC_0011886,BANK_10,Chennai,Tamil Nadu,910,savings,retail
ACC_0011887,BANK_14,Kolkata,West Bengal,467,savings,retail
ACC_0011888,BANK_06,Nashik,Maharashtra,1440,savings,retail
ACC_0011889,BANK_08,Kolkata,West Bengal,581,current,other
ACC_0011890,BANK_07,Pune,Maharashtra,636,current,retail
ACC_0011891,BANK_10,Chennai,Tamil Nadu,58,savings,retail
ACC_0011892,BANK_09,Ahmedabad,Gujarat,2031,savings,retail
ACC_0011893,BANK_06,Bengaluru,Karnataka,307,savings,merchant
ACC_0011894,BANK_12,Chennai,Tamil Nadu,474,current,retail
ACC_0011895,BANK_13,Kolkata,West Bengal,525,savings,retail
ACC_0011896,BANK_10,Nagpur,Maharashtra,793,savings,small_business
ACC_0011897,BANK_12,Bengaluru,Karnataka,1021,current,merchant
ACC_0011898,BANK_02,Kolkata,West Bengal,188,savings,retail
ACC_0011899,BANK_05,Bengaluru,Karnataka,347,savings,retail
ACC_0011900,BANK_13,Ahmedabad,Gujarat,989,savings,merchant
ACC_0011901,BANK_08,Ahmedabad,Gujarat,2393,savings,retail
ACC_0011902,BANK_02,Bengaluru,Karnataka,969,savings,retail
ACC_0011903,BANK_01,Delhi,Delhi,334,savings,retail
ACC_0011904,BANK_07,Hyderabad,Telangana,274,savings,small_business
ACC_0011905,BANK_10,Ahmedabad,Gujarat,139,current,small_business
ACC_0011906,BANK_13,Pune,Maharashtra,1694,savings,other
ACC_0011907,BANK_04,Mumbai,Maharashtra,1059,savings,merchant
ACC_0011908,BANK_12,Hyderabad,Telangana,536,savings,retail
ACC_0011909,BANK_07,Nagpur,Maharashtra,982,savings,retail
ACC_0011910,BANK_09,Nagpur,Maharashtra,2126,savings,retail
ACC_0011911,BANK_03,Hyderabad,Telangana,464,savings,retail
ACC_0011912,BANK_09,Hyderabad,Telangana,5000,savings,merchant
ACC_0011913,BANK_15,Ahmedabad,Gujarat,476,savings,retail
ACC_0011914,BANK_07,Mumbai,Maharashtra,589,savings,retail
ACC_0011915,BANK_07,Bengaluru,Karnataka,1449,savings,small_business
ACC_0011916,BANK_01,Nagpur,Maharashtra,417,savings,retail
ACC_0011917,BANK_10,Nashik,Maharashtra,5000,savings,retail
ACC_0011918,BANK_04,Pune,Maharashtra,759,savings,retail
ACC_0011919,BANK_05,Kolkata,West Bengal,736,savings,retail
ACC_0011920,BANK_07,Chennai,Tamil Nadu,2608,savings,merchant
ACC_0011921,BANK_12,Delhi,Delhi,2915,savings,retail
ACC_0011922,BANK_08,Hyderabad,Telangana,740,savings,retail
ACC_0011923,BANK_02,Nashik,Maharashtra,155,savings,retail
ACC_0011924,BANK_06,Chennai,Tamil Nadu,340,savings,retail
ACC_0011925,BANK_12,Kolkata,West Bengal,347,savings,retail
ACC_0011926,BANK_14,Hyderabad,Telangana,682,savings,other
ACC_0011927,BANK_11,Kolkata,West Bengal,131,savings,merchant
ACC_0011928,BANK_01,Delhi,Delhi,1420,current,retail
ACC_0011929,BANK_14,Ahmedabad,Gujarat,489,savings,retail
ACC_0011930,BANK_10,Ahmedabad,Gujarat,916,savings,merchant
ACC_0011931,BANK_06,Nagpur,Maharashtra,826,savings,small_business
ACC_0011932,BANK_01,Nashik,Maharashtra,648,savings,retail
ACC_0011933,BANK_04,Bengaluru,Karnataka,388,savings,retail
ACC_0011934,BANK_14,Kolkata,West Bengal,5000,savings,retail
ACC_0011935,BANK_06,Hyderabad,Telangana,1234,savings,retail
ACC_0011936,BANK_10,Chennai,Tamil Nadu,762,savings,retail
ACC_0011937,BANK_09,Nagpur,Maharashtra,1399,savings,small_business
ACC_0011938,BANK_04,Kolkata,West Bengal,206,savings,retail
ACC_0011939,BANK_06,Kolkata,West Bengal,486,savings,merchant
ACC_0011940,BANK_12,Hyderabad,Telangana,567,savings,retail
ACC_0011941,BANK_14,Ahmedabad,Gujarat,2516,savings,retail
ACC_0011942,BANK_08,Pune,Maharashtra,633,savings,retail
ACC_0011943,BANK_13,Bengaluru,Karnataka,1478,savings,small_business
ACC_0011944,BANK_02,Chennai,Tamil Nadu,871,savings,retail
ACC_0011945,BANK_15,Mumbai,Maharashtra,142,current,merchant
ACC_0011946,BANK_01,Mumbai,Maharashtra,2219,savings,retail
ACC_0011947,BANK_15,Kolkata,West Bengal,725,savings,retail
ACC_0011948,BANK_01,Nashik,Maharashtra,601,savings,retail
ACC_0011949,BANK_13,Mumbai,Maharashtra,684,current,retail
ACC_0011950,BANK_07,Pune,Maharashtra,381,savings,small_business
ACC_0011951,BANK_05,Bengaluru,Karnataka,1755,savings,retail
ACC_0011952,BANK_05,Nashik,Maharashtra,2735,savings,retail
ACC_0011953,BANK_02,Kolkata,West Bengal,1464,savings,retail
ACC_0011954,BANK_01,Chennai,Tamil Nadu,155,savings,retail
ACC_0011955,BANK_01,Delhi,Delhi,2338,savings,retail
ACC_0011956,BANK_04,Bengaluru,Karnataka,432,savings,retail
ACC_0011957,BANK_02,Hyderabad,Telangana,651,savings,retail
ACC_0011958,BANK_08,Bengaluru,Karnataka,200,savings,other
ACC_0011959,BANK_11,Nashik,Maharashtra,150,savings,retail
ACC_0011960,BANK_10,Mumbai,Maharashtra,327,savings,retail
ACC_0011961,BANK_08,Chennai,Tamil Nadu,537,savings,retail
ACC_0011962,BANK_12,Chennai,Tamil Nadu,692,savings,retail
ACC_0011963,BANK_11,Mumbai,Maharashtra,388,current,merchant
ACC_0011964,BANK_04,Delhi,Delhi,497,savings,retail
ACC_0011965,BANK_05,Ahmedabad,Gujarat,5000,savings,retail
ACC_0011966,BANK_12,Pune,Maharashtra,831,savings,retail
ACC_0011967,BANK_05,Chennai,Tamil Nadu,198,savings,merchant
ACC_0011968,BANK_12,Mumbai,Maharashtra,1498,savings,retail
ACC_0011969,BANK_01,Ahmedabad,Gujarat,904,savings,retail
ACC_0011970,BANK_10,Nashik,Maharashtra,225,savings,retail
ACC_0011971,BANK_12,Mumbai,Maharashtra,5000,savings,retail
ACC_0011972,BANK_06,Chennai,Tamil Nadu,148,savings,retail
ACC_0011973,BANK_02,Kolkata,West Bengal,637,savings,retail
ACC_0011974,BANK_14,Nagpur,Maharashtra,73,savings,merchant
ACC_0011975,BANK_12,Delhi,Delhi,1622,savings,retail
ACC_0011976,BANK_10,Chennai,Tamil Nadu,385,savings,retail
ACC_0011977,BANK_15,Pune,Maharashtra,1147,savings,retail
ACC_0011978,BANK_04,Mumbai,Maharashtra,255,savings,retail
ACC_0011979,BANK_14,Mumbai,Maharashtra,916,savings,retail
ACC_0011980,BANK_06,Delhi,Delhi,244,savings,retail
ACC_0011981,BANK_01,Ahmedabad,Gujarat,715,savings,retail
ACC_0011982,BANK_03,Nagpur,Maharashtra,439,savings,retail
ACC_0011983,BANK_04,Nashik,Maharashtra,117,savings,retail
ACC_0011984,BANK_08,Nagpur,Maharashtra,303,savings,retail
ACC_0011985,BANK_04,Pune,Maharashtra,332,savings,retail
ACC_0011986,BANK_03,Mumbai,Maharashtra,365,savings,retail
ACC_0011987,BANK_03,Nashik,Maharashtra,388,savings,retail
ACC_0011988,BANK_15,Delhi,Delhi,200,current,retail
ACC_0011989,BANK_12,Nashik,Maharashtra,894,savings,retail
ACC_0011990,BANK_11,Kolkata,West Bengal,2703,savings,small_business
ACC_0011991,BANK_10,Chennai,Tamil Nadu,523,savings,small_business
ACC_0011992,BANK_15,Ahmedabad,Gujarat,168,savings,retail
ACC_0011993,BANK_12,Pune,Maharashtra,497,savings,retail
ACC_0011994,BANK_02,Ahmedabad,Gujarat,373,savings,retail
ACC_0011995,BANK_03,Mumbai,Maharashtra,143,savings,merchant
ACC_0011996,BANK_08,Pune,Maharashtra,883,savings,other
ACC_0011997,BANK_11,Nashik,Maharashtra,135,savings,retail
ACC_0011998,BANK_04,Delhi,Delhi,313,savings,retail
ACC_0011999,BANK_14,Chennai,Tamil Nadu,396,savings,retail
ACC_0012000,BANK_02,Mumbai,Maharashtra,896,savings,retail
ACC_0012001,BANK_15,Kolkata,West Bengal,581,current,retail
ACC_0012002,BANK_07,Delhi,Delhi,178,savings,retail
ACC_0012003,BANK_07,Mumbai,Maharashtra,440,savings,small_business
ACC_0012004,BANK_08,Hyderabad,Telangana,315,savings,retail
ACC_0012005,BANK_14,Bengaluru,Karnataka,107,current,retail
ACC_0012006,BANK_08,Ahmedabad,Gujarat,125,savings,retail
ACC_0012007,BANK_14,Nagpur,Maharashtra,1208,savings,merchant
ACC_0012008,BANK_08,Ahmedabad,Gujarat,369,savings,merchant
ACC_0012009,BANK_13,Mumbai,Maharashtra,554,savings,retail
ACC_0012010,BANK_01,Mumbai,Maharashtra,138,savings,retail
ACC_0012011,BANK_03,Nagpur,Maharashtra,224,savings,other
ACC_0012012,BANK_09,Ahmedabad,Gujarat,283,savings,merchant
ACC_0012013,BANK_15,Kolkata,West Bengal,158,savings,retail
ACC_0012014,BANK_05,Kolkata,West Bengal,248,savings,retail
ACC_0012015,BANK_12,Kolkata,West Bengal,1157,savings,retail
ACC_0012016,BANK_06,Hyderabad,Telangana,587,savings,retail
ACC_0012017,BANK_01,Hyderabad,Telangana,1104,savings,retail
ACC_0012018,BANK_13,Chennai,Tamil Nadu,1430,savings,retail
ACC_0012019,BANK_04,Mumbai,Maharashtra,255,savings,retail
ACC_0012020,BANK_10,Mumbai,Maharashtra,286,savings,retail
ACC_0012021,BANK_04,Bengaluru,Karnataka,837,savings,retail
ACC_0012022,BANK_03,Pune,Maharashtra,1852,savings,retail
ACC_0012023,BANK_03,Bengaluru,Karnataka,786,savings,merchant
ACC_0012024,BANK_03,Pune,Maharashtra,2918,savings,retail
ACC_0012025,BANK_14,Chennai,Tamil Nadu,214,savings,retail
ACC_0012026,BANK_06,Chennai,Tamil Nadu,742,savings,retail
ACC_0012027,BANK_15,Mumbai,Maharashtra,1226,savings,retail
ACC_0012028,BANK_03,Hyderabad,Telangana,102,savings,retail
ACC_0012029,BANK_07,Kolkata,West Bengal,362,savings,other
ACC_0012030,BANK_09,Nashik,Maharashtra,73,savings,retail
ACC_0012031,BANK_15,Mumbai,Maharashtra,517,current,retail
ACC_0012032,BANK_03,Bengaluru,Karnataka,409,savings,retail
ACC_0012033,BANK_06,Pune,Maharashtra,238,savings,retail
ACC_0012034,BANK_03,Ahmedabad,Gujarat,578,savings,retail
ACC_0012035,BANK_12,Ahmedabad,Gujarat,133,savings,retail
ACC_0012036,BANK_15,Hyderabad,Telangana,843,savings,retail
ACC_0012037,BANK_06,Bengaluru,Karnataka,2538,savings,other
ACC_0012038,BANK_05,Kolkata,West Bengal,4047,savings,retail
ACC_0012039,BANK_02,Ahmedabad,Gujarat,1191,savings,retail
ACC_0012040,BANK_01,Pune,Maharashtra,526,savings,small_business
ACC_0012041,BANK_02,Chennai,Tamil Nadu,267,savings,small_business
ACC_0012042,BANK_08,Ahmedabad,Gujarat,178,current,retail
ACC_0012043,BANK_02,Delhi,Delhi,444,savings,merchant
ACC_0012044,BANK_12,Nashik,Maharashtra,2638,current,retail
ACC_0012045,BANK_07,Pune,Maharashtra,601,savings,retail
ACC_0012046,BANK_05,Delhi,Delhi,429,savings,retail
ACC_0012047,BANK_15,Pune,Maharashtra,1202,savings,retail
ACC_0012048,BANK_09,Hyderabad,Telangana,547,savings,retail
ACC_0012049,BANK_02,Ahmedabad,Gujarat,1988,savings,small_business
ACC_0012050,BANK_06,Hyderabad,Telangana,518,savings,other
ACC_0012051,BANK_10,Kolkata,West Bengal,671,savings,retail
ACC_0012052,BANK_14,Kolkata,West Bengal,1582,savings,small_business
ACC_0012053,BANK_09,Hyderabad,Telangana,1811,savings,retail
ACC_0012054,BANK_01,Nashik,Maharashtra,193,savings,retail
