account_id,mule_type,ground_truth_only
ACC_0026516,compromised,1
ACC_0026572,layering_hub,1
ACC_0026602,compromised,1
ACC_0026668,recruited,1
ACC_0026776,cashout_agent,1
ACC_0026808,compromised,1
ACC_0026815,cashout_agent,1
ACC_0026852,cashout_agent,1
ACC_0026931,cashout_agent,1
ACC_0026957,layering_hub,1
ACC_0026961,cashout_agent,1
ACC_0026963,compromised,1
ACC_0026979,compromised,1
ACC_0026987,layering_hub,1
ACC_0027004,recruited,1
ACC_0027040,recruited,1
ACC_0027060,recruited,1
ACC_0027062,recruited,1
ACC_0027081,recruited,1
ACC_0027092,layering_hub,1
ACC_0027095,cashout_agent,1
ACC_0027125,cashout_agent,1
ACC_0027135,compromised,1
ACC_0027169,compromised,1
ACC_0027189,compromised,1
ACC_0027203,recruited,1
ACC_0027208,cashout_agent,1
ACC_0027214,recruited,1
ACC_0027219,layering_hub,1
ACC_0027296,recruited,1
ACC_0027305,compromised,1
ACC_0027331,compromised,1
ACC_0027334,layering_hub,1
ACC_0027353,layering_hub,1
ACC_0027421,recruited,1
ACC_0027422,compromised,1
ACC_0027466,cashout_agent,1
ACC_0027479,recruited,1
ACC_0027496,recruited,1
ACC_0027511,compromised,1
ACC_0027535,compromised,1
ACC_0027564,compromised,1
ACC_0027584,compromised,1
ACC_0027617,layering_hub,1
ACC_0027621,cashout_agent,1
ACC_0027634,cashout_agent,1
ACC_0027677,recruited,1
ACC_0027691,compromised,1
ACC_0027707,layering_hub,1
ACC_0027724,compromised,1
ACC_0027753,recruited,1
ACC_0027785,cashout_agent,1
ACC_0027787,cashout_agent,1
ACC_0027807,cashout_agent,1
ACC_0027871,cashout_agent,1
ACC_0027885,layering_hub,1
ACC_0027898,layering_hub,1
ACC_0028028,layering_hub,1
ACC_0028039,compromised,1
ACC_0028099,layering_hub,1
ACC_0028131,layering_hub,1
ACC_0028164,recruited,1
ACC_0028165,recruited,1
ACC_0028202,recruited,1
ACC_0028263,layering_hub,1
ACC_0028298,cashout_agent,1
ACC_0028319,recruited,1
ACC_0028327,recruited,1
ACC_0028336,cashout_agent,1
ACC_0028447,cashout_agent,1
ACC_0028458,compromised,1
ACC_0028472,recruited,1
ACC_0028525,layering_hub,1
ACC_0028564,compromised,1
ACC_0028603,compromised,1
ACC_0028725,layering_hub,1
ACC_0028728,cashout_agent,1
ACC_0028734,recruited,1
ACC_0028828,layering_hub,1
ACC_0028896,cashout_agent,1
ACC_0028900,compromised,1
ACC_0028926,layering_hub,1
ACC_0028935,recruited,1
ACC_0028967,cashout_agent,1
ACC_0028971,layering_hub,1
ACC_0029042,recruited,1
ACC_0029057,recruited,1
ACC_0029070,cashout_agent,1
ACC_0029075,cashout_agent,1
ACC_0029212,compromised,1
ACC_0029264,recruited,1
ACC_0029303,recruited,1
ACC_0029397,compromised,1
ACC_0029402,compromised,1
ACC_0029458,layering_hub,1
ACC_0029514,layering_hub,1
ACC_0029536,recruited,1
ACC_0029544,layering_hub,1
ACC_0029560,compromised,1
ACC_0029583,recruited,1
ACC_0029675,recruited,1
ACC_0029695,layering_hub,1
ACC_0029722,layering_hub,1
ACC_0029756,cashout_agent,1
ACC_0029776,compromised,1
ACC_0029788,compromised,1
ACC_0029806,compromised,1
ACC_0029813,cashout_agent,1
ACC_0029816,layering_hub,1
ACC_0029929,recruited,1
ACC_0029933,recruited,1
ACC_0030010,layering_hub,1
ACC_0030022,cashout_agent,1
ACC_0030069,compromised,1
ACC_0030116,compromised,1
ACC_0030162,recruited,1
ACC_0030222,cashout_agent,1
ACC_0030233,cashout_agent,1
ACC_0030253,recruited,1
ACC_0030274,cashout_agent,1
ACC_0030336,cashout_agent,1
ACC_0030408,recruited,1
ACC_0030451,layering_hub,1
ACC_0030488,cashout_agent,1
ACC_0030513,layering_hub,1
ACC_0030553,recruited,1
ACC_0030579,cashout_agent,1
ACC_0030584,cashout_agent,1
ACC_0030596,cashout_agent,1
ACC_0030621,cashout_agent,1
ACC_0030623,cashout_agent,1
ACC_0030636,recruited,1
ACC_0030641,compromised,1
ACC_0030671,layering_hub,1
ACC_0030703,layering_hub,1
ACC_0030708,layering_hub,1
ACC_0030730,compromised,1
ACC_0030737,recruited,1
ACC_0030738,layering_hub,1
ACC_0030747,compromised,1
ACC_0030763,layering_hub,1
ACC_0030771,layering_hub,1
ACC_0030789,compromised,1
ACC_0030791,recruited,1
ACC_0030951,recruited,1
ACC_0030979,cashout_agent,1
ACC_0031011,recruited,1
ACC_0031063,cashout_agent,1
ACC_0031074,cashout_agent,1
ACC_0031078,layering_hub,1
ACC_0031089,compromised,1
ACC_0031138,recruited,1
ACC_0031178,recruited,1
ACC_0031285,recruited,1
ACC_0031336,recruited,1
ACC_0031414,cashout_agent,1
ACC_0031448,compromised,1
ACC_0031451,recruited,1
ACC_0031464,recruited,1
ACC_0031511,recruited,1
ACC_0031525,compromised,1
ACC_0031561,recruited,1
ACC_0031619,cashout_agent,1
ACC_0031628,compromised,1
ACC_0031632,cashout_agent,1
ACC_0031665,recruited,1
ACC_0031672,cashout_agent,1
ACC_0031701,recruited,1
ACC_0031722,recruited,1
ACC_0031725,cashout_agent,1
ACC_0031765,recruited,1
ACC_0031766,layering_hub,1
ACC_0031783,compromised,1
ACC_0031811,layering_hub,1
ACC_0031826,recruited,1
ACC_0031866,recruited,1
ACC_0031882,compromised,1
ACC_0031941,cashout_agent,1
ACC_0031957,recruited,1
ACC_0031973,compromised,1
ACC_0032018,cashout_agent,1
ACC_0032026,recruited,1
ACC_0032043,layering_hub,1
ACC_0032059,compromised,1
ACC_0032081,layering_hub,1
ACC_0032092,recruited,1
ACC_0032122,recruited,1
ACC_0032184,compromised,1
ACC_0032232,layering_hub,1
ACC_0032234,recruited,1
ACC_0032266,layering_hub,1
ACC_0032290,recruited,1
ACC_0032389,compromised,1
ACC_0032392,compromised,1
ACC_0032402,recruited,1
ACC_0032407,compromised,1
ACC_0032436,cashout_agent,1
ACC_0032440,compromised,1
ACC_0032471,recruited,1
ACC_0032505,cashout_agent,1
ACC_0032568,compromised,1
ACC_0032576,recruited,1
ACC_0032579,recruited,1
ACC_0032587,layering_hub,1
ACC_0032615,recruited,1
ACC_0032664,compromised,1
ACC_0032674,compromised,1
ACC_0032786,layering_hub,1
ACC_0032798,compromised,1
ACC_0032811,compromised,1
ACC_0032825,compromised,1
ACC_0032846,recruited,1
ACC_0032856,recruited,1
ACC_0032909,layering_hub,1
ACC_0032914,recruited,1
ACC_0032950,layering_hub,1
ACC_0032959,compromised,1
ACC_0032971,recruited,1
ACC_0032992,recruited,1
ACC_0033013,cashout_agent,1
ACC_0033016,cashout_agent,1
ACC_0033113,layering_hub,1
ACC_0033132,compromised,1
ACC_0033171,cashout_agent,1
ACC_0033183,layering_hub,1
ACC_0033226,compromised,1
ACC_0033228,cashout_agent,1
ACC_0033235,compromised,1
ACC_0033249,recruited,1
ACC_0033287,compromised,1
ACC_0033291,layering_hub,1
ACC_0033357,recruited,1
ACC_0033365,cashout_agent,1
ACC_0033402,cashout_agent,1
ACC_0033482,recruited,1
ACC_0033514,layering_hub,1
ACC_0033521,layering_hub,1
ACC_0033523,recruited,1
ACC_0033528,compromised,1
ACC_0033555,layering_hub,1
ACC_0033590,layering_hub,1
ACC_0033624,recruited,1
ACC_0033667,recruited,1
ACC_0033669,layering_hub,1
ACC_0033687,recruited,1
ACC_0033702,cashout_agent,1
ACC_0033738,layering_hub,1
ACC_0033741,compromised,1
ACC_0033783,layering_hub,1
ACC_0033786,compromised,1
ACC_0033811,cashout_agent,1
ACC_0033814,cashout_agent,1
ACC_0033818,compromised,1
ACC_0033838,cashout_agent,1
ACC_0033914,compromised,1
ACC_0033939,recruited,1
ACC_0033943,layering_hub,1
ACC_0033995,cashout_agent,1
ACC_0034004,cashout_agent,1
ACC_0034009,cashout_agent,1
ACC_0034025,cashout_agent,1
ACC_0034058,compromised,1
ACC_0034059,cashout_agent,1
ACC_0034114,cashout_agent,1
ACC_0034150,cashout_agent,1
ACC_0034169,cashout_agent,1
ACC_0034221,layering_hub,1
ACC_0034257,layering_hub,1
ACC_0034271,layering_hub,1
ACC_0034294,recruited,1
ACC_0034354,layering_hub,1
ACC_0034418,cashout_agent,1
ACC_0034576,cashout_agent,1
ACC_0034636,cashout_agent,1
ACC_0034662,cashout_agent,1
ACC_0034685,cashout_agent,1
ACC_0034725,recruited,1
ACC_0034735,layering_hub,1
ACC_0034744,layering_hub,1
ACC_0034747,layering_hub,1
ACC_0034777,recruited,1
ACC_0034804,recruited,1
ACC_0034812,cashout_agent,1
ACC_0034837,layering_hub,1
ACC_0034841,compromised,1
ACC_0034853,compromised,1
ACC_0034866,layering_hub,1
ACC_0034969,layering_hub,1
ACC_0034999,compromised,1
ACC_0035017,cashout_agent,1
ACC_0035071,recruited,1
ACC_0035085,cashout_agent,1
ACC_0035093,cashout_agent,1
ACC_0035169,recruited,1
ACC_0035182,layering_hub,1
ACC_0035217,compromised,1
ACC_0035218,recruited,1
ACC_0035242,layering_hub,1
ACC_0035273,compromised,1
ACC_0035309,recruited,1
ACC_0035329,layering_hub,1
ACC_0035333,cashout_agent,1
ACC_0035345,layering_hub,1
ACC_0035376,cashout_agent,1
ACC_0035410,layering_hub,1
ACC_0035457,layering_hub,1
ACC_0035522,recruited,1
ACC_0035528,recruited,1
ACC_0035535,recruited,1
ACC_0035588,cashout_agent,1
ACC_0035617,compromised,1
ACC_0035626,cashout_agent,1
ACC_0035701,compromised,1
ACC_0035706,layering_hub,1
ACC_0035744,compromised,1
ACC_0035763,layering_hub,1
ACC_0035789,cashout_agent,1
ACC_0035803,layering_hub,1
ACC_0035823,cashout_agent,1
ACC_0035863,recruited,1
ACC_0035871,layering_hub,1
ACC_0035872,layering_hub,1
ACC_0035878,layering_hub,1
ACC_0035998,layering_hub,1
ACC_0036004,cashout_agent,1
ACC_0036012,compromised,1
ACC_0036064,compromised,1
ACC_0036090,layering_hub,1
ACC_0036128,cashout_agent,1
ACC_0036134,compromised,1
ACC_0036145,cashout_agent,1
ACC_0036161,layering_hub,1
ACC_0036180,compromised,1
ACC_0036233,compromised,1
ACC_0036288,cashout_agent,1
ACC_0036289,compromised,1
ACC_0036299,cashout_agent,1
ACC_0036374,cashout_agent,1
ACC_0036433,cashout_agent,1
ACC_0036483,cashout_agent,1
ACC_0036487,cashout_agent,1
ACC_0036535,cashout_agent,1
ACC_0036593,cashout_agent,1
ACC_0036598,compromised,1
ACC_0036602,compromised,1
ACC_0036659,compromised,1
ACC_0036672,recruited,1
ACC_0036678,layering_hub,1
ACC_0036690,compromised,1
ACC_0036694,cashout_agent,1
ACC_0036727,layering_hub,1
ACC_0036744,layering_hub,1
ACC_0036750,cashout_agent,1
ACC_0036775,cashout_agent,1
ACC_0036803,layering_hub,1
ACC_0036821,recruited,1
ACC_0036839,layering_hub,1
ACC_0036848,cashout_agent,1
ACC_0036850,recruited,1
ACC_0036893,cashout_agent,1
ACC_0037029,layering_hub,1
ACC_0037030,recruited,1
ACC_0037048,layering_hub,1
ACC_0037053,cashout_agent,1
ACC_0037067,recruited,1
ACC_0037077,recruited,1
ACC_0037091,cashout_agent,1
ACC_0037095,cashout_agent,1
ACC_0037119,layering_hub,1
ACC_0037152,recruited,1
ACC_0037161,cashout_agent,1
ACC_0037172,compromised,1
ACC_0037177,compromised,1
ACC_0037218,recruited,1
ACC_0037220,cashout_agent,1
ACC_0037233,recruited,1
ACC_0037238,layering_hub,1
ACC_0037302,compromised,1
ACC_0037313,layering_hub,1
ACC_0037316,layering_hub,1
ACC_0037347,compromised,1
ACC_0037379,layering_hub,1
ACC_0037385,recruited,1
ACC_0037398,cashout_agent,1
ACC_0037413,cashout_agent,1
ACC_0037416,recruited,1
ACC_0037455,recruited,1
ACC_0037499,cashout_agent,1
ACC_0037553,layering_hub,1
ACC_0037568,cashout_agent,1
ACC_0037583,compromised,1
ACC_0037618,cashout_agent,1
ACC_0037680,compromised,1
ACC_0037749,layering_hub,1
ACC_0037754,layering_hub,1
ACC_0037774,layering_hub,1
ACC_0037836,recruited,1
ACC_0037838,layering_hub,1
ACC_0037880,cashout_agent,1
ACC_0037884,layering_hub,1
ACC_0037950,compromised,1
ACC_0037962,layering_hub,1
ACC_0037979,layering_hub,1
ACC_0038101,compromised,1
ACC_0038147,cashout_agent,1
ACC_0038172,recruited,1
ACC_0038197,layering_hub,1
ACC_0038242,cashout_agent,1
ACC_0038270,compromised,1
ACC_0038272,layering_hub,1
ACC_0038315,compromised,1
ACC_0038346,layering_hub,1
ACC_0038445,cashout_agent,1
ACC_0038475,recruited,1
ACC_0038476,layering_hub,1
ACC_0038499,recruited,1
ACC_0038514,compromised,1
ACC_0038517,cashout_agent,1
ACC_0038526,layering_hub,1
ACC_0038610,cashout_agent,1
ACC_0038652,recruited,1
ACC_0038704,recruited,1
ACC_0038726,compromised,1
ACC_0038744,recruited,1
ACC_0038791,recruited,1
ACC_0038845,recruited,1
ACC_0038857,cashout_agent,1
ACC_0038860,recruited,1
ACC_0038973,layering_hub,1
ACC_0038999,layering_hub,1
ACC_0039034,compromised,1
ACC_0039039,compromised,1
ACC_0039076,compromised,1
ACC_0039103,cashout_agent,1
ACC_0039145,cashout_agent,1
ACC_0039159,layering_hub,1
ACC_0039199,layering_hub,1
ACC_0039227,compromised,1
ACC_0039228,compromised,1
ACC_0039236,compromised,1
ACC_0039240,layering_hub,1
ACC_0039285,recruited,1
ACC_0039291,compromised,1
ACC_0039305,recruited,1
ACC_0039354,recruited,1
ACC_0039423,recruited,1
ACC_0039481,recruited,1
ACC_0039507,layering_hub,1
ACC_0039516,recruited,1
ACC_0039528,recruited,1
ACC_0039532,compromised,1
ACC_0039549,layering_hub,1
ACC_0039561,cashout_agent,1
ACC_0039591,recruited,1
ACC_0039658,recruited,1
ACC_0039737,layering_hub,1
ACC_0039748,recruited,1
ACC_0039805,compromised,1
ACC_0039808,layering_hub,1
ACC_0039810,recruited,1
ACC_0039817,recruited,1
ACC_0039832,recruited,1
ACC_0039913,layering_hub,1
ACC_0039921,cashout_agent,1
ACC_0039939,compromised,1
ACC_0040019,layering_hub,1
ACC_0040048,layering_hub,1
ACC_0040050,layering_hub,1
ACC_0040051,layering_hub,1
ACC_0040055,cashout_agent,1
ACC_0040168,layering_hub,1
ACC_0040188,cashout_agent,1
ACC_0040200,cashout_agent,1
ACC_0040252,compromised,1
ACC_0040284,compromised,1
ACC_0040351,layering_hub,1
ACC_0040359,recruited,1
ACC_0040369,recruited,1
ACC_0040375,cashout_agent,1
ACC_0040396,recruited,1
ACC_0040404,recruited,1
ACC_0040453,layering_hub,1
ACC_0040487,recruited,1
ACC_0040511,compromised,1
ACC_0040517,compromised,1
ACC_0040556,layering_hub,1
ACC_0040557,layering_hub,1
ACC_0040593,layering_hub,1
ACC_0040622,cashout_agent,1
ACC_0040641,compromised,1
ACC_0040749,cashout_agent,1
ACC_0040780,cashout_agent,1
ACC_0040830,recruited,1
ACC_0040832,layering_hub,1
ACC_0040884,layering_hub,1
ACC_0040926,layering_hub,1
ACC_0040940,recruited,1
ACC_0040944,compromised,1
ACC_0041015,compromised,1
ACC_0041022,recruited,1
ACC_0041037,compromised,1
ACC_0041071,compromised,1
ACC_0041112,recruited,1
ACC_0041149,cashout_agent,1
ACC_0041222,cashout_agent,1
ACC_0041238,recruited,1
ACC_0041244,compromised,1
ACC_0041249,cashout_agent,1
ACC_0041297,layering_hub,1
ACC_0041317,compromised,1
ACC_0041352,recruited,1
ACC_0041383,recruited,1
ACC_0041435,recruited,1
ACC_0041473,compromised,1
ACC_0041488,layering_hub,1
ACC_0041526,recruited,1
ACC_0041548,layering_hub,1
ACC_0041565,recruited,1
ACC_0041606,layering_hub,1
ACC_0041631,cashout_agent,1
ACC_0041666,compromised,1
ACC_0041698,compromised,1
ACC_0041717,cashout_agent,1
ACC_0041735,layering_hub,1
ACC_0041761,recruited,1
ACC_0041781,cashout_agent,1
ACC_0041832,layering_hub,1
ACC_0041855,recruited,1
ACC_0041888,compromised,1
ACC_0041928,recruited,1
ACC_0041949,recruited,1
ACC_0041955,layering_hub,1
ACC_0041959,compromised,1
ACC_0041982,compromised,1
ACC_0041992,layering_hub,1
ACC_0042008,cashout_agent,1
ACC_0042038,recruited,1
ACC_0042056,layering_hub,1
ACC_0042064,recruited,1
ACC_0042069,recruited,1
ACC_0042100,cashout_agent,1
ACC_0042112,cashout_agent,1
ACC_0042116,recruited,1
ACC_0042144,layering_hub,1
ACC_0042185,recruited,1
ACC_0042207,cashout_agent,1
ACC_0042239,compromised,1
ACC_0042300,cashout_agent,1
ACC_0042307,recruited,1
ACC_0042317,layering_hub,1
ACC_0042320,cashout_agent,1
ACC_0042336,compromised,1
ACC_0042339,compromised,1
ACC_0042347,layering_hub,1
ACC_0042368,cashout_agent,1
ACC_0042373,cashout_agent,1
ACC_0042377,layering_hub,1
ACC_0042382,compromised,1
ACC_0042384,compromised,1
ACC_0042402,cashout_agent,1
ACC_0042412,compromised,1
ACC_0042413,cashout_agent,1
ACC_0042419,recruited,1
ACC_0042435,recruited,1
ACC_0042473,recruited,1
ACC_0042564,cashout_agent,1
ACC_0042599,compromised,1
ACC_0042637,compromised,1
ACC_0042649,cashout_agent,1
ACC_0042662,recruited,1
ACC_0042683,compromised,1
ACC_0042717,recruited,1
ACC_0042814,recruited,1
ACC_0042820,layering_hub,1
ACC_0042824,compromised,1
ACC_0042830,cashout_agent,1
ACC_0042839,compromised,1
ACC_0042953,recruited,1
ACC_0042958,compromised,1
ACC_0042988,cashout_agent,1
ACC_0043043,cashout_agent,1
ACC_0043044,layering_hub,1
ACC_0043073,compromised,1
ACC_0043174,recruited,1
ACC_0043178,cashout_agent,1
ACC_0043205,compromised,1
ACC_0043232,cashout_agent,1
ACC_0043251,compromised,1
ACC_0043267,layering_hub,1
ACC_0043273,recruited,1
ACC_0043309,cashout_agent,1
ACC_0043341,recruited,1
ACC_0043354,recruited,1
ACC_0043409,layering_hub,1
ACC_0043424,compromised,1
ACC_0043448,recruited,1
ACC_0043479,recruited,1
ACC_0043543,layering_hub,1
ACC_0043587,compromised,1
ACC_0043597,recruited,1
ACC_0043602,recruited,1
ACC_0043611,recruited,1
ACC_0043623,layering_hub,1
ACC_0043639,cashout_agent,1
ACC_0043644,compromised,1
ACC_0043674,layering_hub,1
ACC_0043728,cashout_agent,1
ACC_0043778,layering_hub,1
ACC_0043807,compromised,1
ACC_0043812,layering_hub,1
ACC_0043841,recruited,1
ACC_0043860,cashout_agent,1
ACC_0043906,cashout_agent,1
ACC_0043957,compromised,1
ACC_0043960,layering_hub,1
ACC_0043979,layering_hub,1
ACC_0043993,cashout_agent,1
ACC_0043996,compromised,1
ACC_0044041,cashout_agent,1
ACC_0044054,layering_hub,1
ACC_0044098,recruited,1
ACC_0044180,compromised,1
ACC_0044181,compromised,1
ACC_0044194,cashout_agent,1
ACC_0044196,compromised,1
ACC_0044225,recruited,1
ACC_0044257,layering_hub,1
ACC_0044259,cashout_agent,1
ACC_0044269,recruited,1
ACC_0044309,cashout_agent,1
ACC_0044313,layering_hub,1
ACC_0044390,layering_hub,1
ACC_0044418,layering_hub,1
ACC_0044419,layering_hub,1
ACC_0044479,layering_hub,1
ACC_0044487,cashout_agent,1
ACC_0044518,layering_hub,1
ACC_0044534,cashout_agent,1
ACC_0044583,recruited,1
ACC_0044616,layering_hub,1
ACC_0044627,layering_hub,1
ACC_0044651,layering_hub,1
ACC_0044656,recruited,1
ACC_0044722,layering_hub,1
ACC_0044769,cashout_agent,1
ACC_0044780,cashout_agent,1
ACC_0044795,recruited,1
ACC_0044899,compromised,1
ACC_0044922,layering_hub,1
ACC_0044924,layering_hub,1
ACC_0044976,cashout_agent,1
ACC_0044977,recruited,1
ACC_0044989,layering_hub,1
ACC_0045017,layering_hub,1
ACC_0045083,recruited,1
ACC_0045084,cashout_agent,1
ACC_0045119,compromised,1
ACC_0045129,cashout_agent,1
ACC_0045186,recruited,1
ACC_0045259,cashout_agent,1
ACC_0045290,compromised,1
ACC_0045390,recruited,1
ACC_0045391,compromised,1
ACC_0045436,recruited,1
ACC_0045441,cashout_agent,1
ACC_0045459,cashout_agent,1
ACC_0045463,layering_hub,1
ACC_0045490,cashout_agent,1
ACC_0045583,layering_hub,1
ACC_0045607,cashout_agent,1
ACC_0045632,cashout_agent,1
ACC_0045640,recruited,1
ACC_0045645,recruited,1
ACC_0045672,compromised,1
ACC_0045690,compromised,1
ACC_0045786,layering_hub,1
ACC_0045826,layering_hub,1
ACC_0045896,recruited,1
ACC_0045906,layering_hub,1
ACC_0045922,cashout_agent,1
ACC_0045947,compromised,1
ACC_0045955,cashout_agent,1
ACC_0045979,compromised,1
ACC_0046021,cashout_agent,1
ACC_0046038,cashout_agent,1
ACC_0046095,cashout_agent,1
ACC_0046150,recruited,1
ACC_0046153,layering_hub,1
ACC_0046158,compromised,1
ACC_0046267,layering_hub,1
ACC_0046302,layering_hub,1
ACC_0046308,compromised,1
ACC_0046315,layering_hub,1
ACC_0046321,recruited,1
ACC_0046325,compromised,1
ACC_0046334,layering_hub,1
ACC_0046362,compromised,1
ACC_0046386,recruited,1
ACC_0046387,recruited,1
ACC_0046408,compromised,1
ACC_0046410,recruited,1
ACC_0046421,recruited,1
ACC_0046439,compromised,1
ACC_0046522,layering_hub,1
ACC_0046595,cashout_agent,1
ACC_0046599,recruited,1
ACC_0046618,recruited,1
ACC_0046644,compromised,1
ACC_0046650,layering_hub,1
ACC_0046717,compromised,1
ACC_0046745,compromised,1
ACC_0046861,recruited,1
ACC_0046871,compromised,1
ACC_0046886,compromised,1
ACC_0046894,layering_hub,1
ACC_0046904,compromised,1
ACC_0046989,recruited,1
ACC_0047000,compromised,1
ACC_0047007,compromised,1
ACC_0047019,layering_hub,1
ACC_0047028,compromised,1
ACC_0047045,recruited,1
ACC_0047261,cashout_agent,1
ACC_0047273,layering_hub,1
ACC_0047401,recruited,1
ACC_0047404,compromised,1
ACC_0047417,compromised,1
ACC_0047435,layering_hub,1
ACC_0047507,layering_hub,1
ACC_0047526,compromised,1
ACC_0047535,cashout_agent,1
ACC_0047616,compromised,1
ACC_0047663,compromised,1
ACC_0047672,cashout_agent,1
ACC_0047683,recruited,1
ACC_0047706,compromised,1
ACC_0047708,cashout_agent,1
ACC_0047713,layering_hub,1
ACC_0047715,layering_hub,1
ACC_0047720,cashout_agent,1
ACC_0047769,compromised,1
ACC_0047773,recruited,1
ACC_0047800,layering_hub,1
ACC_0047825,layering_hub,1
ACC_0047828,recruited,1
ACC_0047861,layering_hub,1
ACC_0047898,cashout_agent,1
ACC_0047942,layering_hub,1
ACC_0047967,cashout_agent,1
ACC_0047968,cashout_agent,1
ACC_0047987,cashout_agent,1
ACC_0047990,recruited,1
ACC_0048008,recruited,1
ACC_0048023,cashout_agent,1
ACC_0048076,recruited,1
ACC_0048154,compromised,1
ACC_0048175,recruited,1
ACC_0048225,compromised,1
ACC_0048239,recruited,1
ACC_0048258,compromised,1
ACC_0048265,cashout_agent,1
ACC_0048385,cashout_agent,1
ACC_0048435,cashout_agent,1
ACC_0048459,cashout_agent,1
ACC_0048460,compromised,1
ACC_0048495,cashout_agent,1
ACC_0048513,compromised,1
ACC_0048551,layering_hub,1
ACC_0048582,compromised,1
ACC_0048615,recruited,1
ACC_0048646,recruited,1
ACC_0048669,layering_hub,1
ACC_0048679,layering_hub,1
ACC_0048708,cashout_agent,1
ACC_0048710,recruited,1
ACC_0048721,cashout_agent,1
ACC_0048722,layering_hub,1
ACC_0048728,compromised,1
ACC_0048776,recruited,1
ACC_0048998,cashout_agent,1
ACC_0049142,cashout_agent,1
ACC_0049171,layering_hub,1
ACC_0049203,layering_hub,1
ACC_0049231,compromised,1
ACC_0049278,cashout_agent,1
ACC_0049289,cashout_agent,1
ACC_0049304,cashout_agent,1
ACC_0049311,compromised,1
ACC_0049315,cashout_agent,1
ACC_0049419,compromised,1
ACC_0049464,cashout_agent,1
ACC_0049466,layering_hub,1
ACC_0049493,cashout_agent,1
ACC_0049513,cashout_agent,1
ACC_0049528,layering_hub,1
ACC_0049534,recruited,1
ACC_0049585,cashout_agent,1
ACC_0049637,cashout_agent,1
ACC_0049646,compromised,1
ACC_0049659,recruited,1
ACC_0049708,layering_hub,1
ACC_0049717,compromised,1
ACC_0049768,cashout_agent,1
ACC_0049791,layering_hub,1
ACC_0049795,compromised,1
ACC_0049801,layering_hub,1
ACC_0049806,cashout_agent,1
ACC_0049813,layering_hub,1
ACC_0049840,recruited,1
ACC_0049841,compromised,1
ACC_0049863,cashout_agent,1
ACC_0049885,compromised,1
ACC_0049892,layering_hub,1
ACC_0049925,cashout_agent,1
ACC_0049935,recruited,1
ACC_0049950,compromised,1
ACC_0050004,layering_hub,1
ACC_0050047,recruited,1
ACC_0050059,layering_hub,1
ACC_0050066,layering_hub,1
ACC_0050071,cashout_agent,1
ACC_0050122,recruited,1
ACC_0050162,compromised,1
ACC_0050200,recruited,1
ACC_0050212,recruited,1
ACC_0050214,compromised,1
ACC_0050231,cashout_agent,1
ACC_0050259,recruited,1
ACC_0050284,compromised,1
ACC_0050301,recruited,1
ACC_0050315,cashout_agent,1
ACC_0050358,layering_hub,1
ACC_0050414,cashout_agent,1
ACC_0050423,layering_hub,1
ACC_0050471,compromised,1
ACC_0050494,cashout_agent,1
ACC_0050572,layering_hub,1
ACC_0050611,recruited,1
ACC_0050614,layering_hub,1
ACC_0050625,recruited,1
ACC_0050650,recruited,1
ACC_0050670,recruited,1
ACC_0050741,compromised,1
ACC_0050742,cashout_agent,1
ACC_0050744,compromised,1
ACC_0050747,layering_hub,1
ACC_0050765,compromised,1
ACC_0050820,recruited,1
ACC_0050880,compromised,1
ACC_0050903,layering_hub,1
ACC_0050943,cashout_agent,1
ACC_0051013,compromised,1
ACC_0051023,compromised,1
ACC_0051025,cashout_agent,1
ACC_0051032,compromised,1
ACC_0051057,layering_hub,1
ACC_0051092,recruited,1
ACC_0051103,recruited,1
ACC_0051134,cashout_agent,1
ACC_0051178,recruited,1
ACC_0051226,layering_hub,1
ACC_0051234,cashout_agent,1
ACC_0051241,cashout_agent,1
ACC_0051264,compromised,1
ACC_0051297,cashout_agent,1
ACC_0051315,layering_hub,1
ACC_0051384,layering_hub,1
ACC_0051390,layering_hub,1
ACC_0051428,compromised,1
ACC_0051524,layering_hub,1
ACC_0051535,recruited,1
ACC_0051599,cashout_agent,1
ACC_0051649,compromised,1
ACC_0051726,recruited,1
ACC_0051740,compromised,1
ACC_0051769,cashout_agent,1
ACC_0051776,cashout_agent,1
ACC_0051786,layering_hub,1
ACC_0051860,layering_hub,1
ACC_0051869,recruited,1
ACC_0051896,recruited,1
ACC_0051920,compromised,1
ACC_0051923,recruited,1
ACC_0051944,compromised,1
ACC_0051953,recruited,1
ACC_0051982,compromised,1
ACC_0051987,layering_hub,1
ACC_0051999,layering_hub,1
ACC_0052041,layering_hub,1
ACC_0052058,layering_hub,1
ACC_0052110,cashout_agent,1
ACC_0052176,layering_hub,1
ACC_0052187,compromised,1
ACC_0052229,layering_hub,1
ACC_0052232,cashout_agent,1
ACC_0052262,cashout_agent,1
ACC_0052268,compromised,1
ACC_0052281,layering_hub,1
ACC_0052314,cashout_agent,1
ACC_0052320,recruited,1
ACC_0052325,compromised,1
ACC_0052394,layering_hub,1
ACC_0052422,cashout_agent,1
ACC_0052431,cashout_agent,1
ACC_0052434,layering_hub,1
ACC_0052488,layering_hub,1
ACC_0052494,layering_hub,1
ACC_0052499,recruited,1
ACC_0052540,recruited,1
ACC_0052612,recruited,1
ACC_0052672,recruited,1
ACC_0052711,compromised,1
ACC_0052799,cashout_agent,1
ACC_0052817,cashout_agent,1
ACC_0052829,layering_hub,1
