case_id,account_id,atm_id,timestamp_min,amount_inr,withdrawal_type
CASE_001397,ACC_0060955,ATM_006478,112144,14468.12,AVERTED_CASHOUT
CASE_001398,ACC_0045490,ATM_002567,28417,4413.85,CASHOUT
CASE_001402,ACC_0033995,ATM_000448,61798,34899.57,CASHOUT
CASE_001403,ACC_0078934,ATM_006198,101527,6339.87,CASHOUT
CASE_001405,ACC_0001873,ATM_003627,175373,58406.9,CASHOUT
CASE_001406,ACC_0097717,ATM_004354,58628,4730.26,CASHOUT
CASE_001408,ACC_0009683,ATM_002743,216081,235562.55,CROSS_STATE_CASHOUT
CASE_001410,ACC_0012781,ATM_006780,38600,82715.56,CASHOUT
CASE_001411,ACC_0017329,ATM_002067,218502,119727.62,AVERTED_CASHOUT
CASE_001413,ACC_0081153,ATM_001612,70785,28484.9,CROSS_STATE_CASHOUT
CASE_001414,ACC_0042953,ATM_003044,13463,38266.19,CASHOUT
CASE_001415,ACC_0020574,ATM_005566,121617,55727.32,CASHOUT
CASE_001416,ACC_0001681,ATM_004716,141424,18402.95,CASHOUT
CASE_001418,ACC_0080539,ATM_003977,120003,7207.63,CROSS_STATE_CASHOUT
CASE_001420,ACC_0078065,ATM_005026,180387,14810.42,CASHOUT
CASE_001421,ACC_0033113,ATM_003017,108423,4451.96,CROSS_STATE_CASHOUT
CASE_001422,ACC_0002603,ATM_000684,99795,69206.47,CASHOUT
CASE_001423,ACC_0088728,ATM_004673,44240,25054.01,CASHOUT
CASE_001424,ACC_0056584,ATM_004292,143496,6402.97,CASHOUT
CASE_001426,ACC_0027885,ATM_006850,196158,20685.26,CASHOUT
CASE_001430,ACC_0058712,ATM_000301,68503,22616.77,CASHOUT
CASE_001433,ACC_0073363,ATM_006996,175861,153051.63,CROSS_STATE_CASHOUT
CASE_001434,ACC_0065122,ATM_000307,228405,122388.01,AVERTED_CASHOUT
CASE_001436,ACC_0072905,ATM_003634,149154,114251.53,CASHOUT
CASE_001438,ACC_0005018,ATM_004992,133505,223158.52,CASHOUT
CASE_001439,ACC_0088105,ATM_006449,136898,7675.77,CASHOUT
CASE_001440,ACC_0024059,ATM_000672,81915,22281.37,CROSS_STATE_CASHOUT
CASE_001441,ACC_0035871,ATM_006576,149180,10095.27,CASHOUT
CASE_001443,ACC_0064886,ATM_003922,146216,18039.74,CASHOUT
CASE_001446,ACC_0077697,ATM_005807,208594,113765.99,CASHOUT
CASE_001447,ACC_0010441,ATM_003437,242485,19012.89,CASHOUT
CASE_001448,ACC_0082570,ATM_001743,1178,4211.68,CASHOUT
CASE_001449,ACC_0059885,ATM_006780,150185,10146.11,CROSS_STATE_CASHOUT
CASE_001450,ACC_0050066,ATM_000280,15714,7873.6,CROSS_STATE_CASHOUT
CASE_001452,ACC_0006252,ATM_005589,107916,185160.55,CASHOUT
CASE_001453,ACC_0001681,ATM_006238,236258,265564.09,AVERTED_CASHOUT
CASE_001454,ACC_0073358,ATM_000904,314,31209.93,CASHOUT
CASE_001456,ACC_0075330,ATM_003424,93817,48748.48,CASHOUT
CASE_001457,ACC_0035329,ATM_001382,247761,122857.74,CASHOUT
CASE_001458,ACC_0079869,ATM_002420,122565,49600.75,CASHOUT
CASE_001459,ACC_0009636,ATM_003049,91635,22045.72,AVERTED_CASHOUT
CASE_001460,ACC_0083009,ATM_003220,51366,142377.61,CASHOUT
CASE_001462,ACC_0018116,ATM_000829,258897,496807.62,CASHOUT
CASE_001464,ACC_0000547,ATM_002716,119200,197000.71,CASHOUT
CASE_001469,ACC_0052041,ATM_003194,224204,62003.71,CASHOUT
CASE_001473,ACC_0024398,ATM_006205,14559,34098.15,CASHOUT
CASE_001480,ACC_0013728,ATM_002523,162549,15706.57,CASHOUT
CASE_001483,ACC_0020390,ATM_000425,175010,17177.01,CASHOUT
CASE_001484,ACC_0044259,ATM_005163,248953,157740.65,CASHOUT
CASE_001485,ACC_0091981,ATM_001090,57411,28554.53,AVERTED_CASHOUT
CASE_001486,ACC_0030513,ATM_001643,248944,6666.41,CASHOUT
CASE_001489,ACC_0037077,ATM_004963,221502,42113.16,AVERTED_CASHOUT
CASE_001491,ACC_0066314,ATM_003490,90816,28526.96,CASHOUT
CASE_001492,ACC_0076141,ATM_006475,185648,95034.09,CASHOUT
CASE_001493,ACC_0024429,ATM_004309,68938,58550.88,CROSS_STATE_CASHOUT
CASE_001494,ACC_0053512,ATM_003689,47229,14451.78,CASHOUT
CASE_001495,ACC_0087922,ATM_005906,48980,9503.49,CASHOUT
CASE_001496,ACC_0090157,ATM_000953,231393,16813.37,CASHOUT
CASE_001500,ACC_0098083,ATM_004714,7732,35299.6,CASHOUT
CASE_001503,ACC_0078761,ATM_005165,235124,14479.57,CASHOUT
CASE_001507,ACC_0025093,ATM_003755,35315,13594.12,CASHOUT
CASE_001508,ACC_0027753,ATM_005143,175497,4941.52,CROSS_STATE_CASHOUT
CASE_001509,ACC_0093317,ATM_005157,152868,236406.8,CASHOUT
CASE_001512,ACC_0013069,ATM_003642,219199,63501.44,CASHOUT
CASE_001514,ACC_0048459,ATM_005457,116863,13100.93,CROSS_STATE_CASHOUT
CASE_001515,ACC_0029722,ATM_004397,197110,65564.62,AVERTED_CASHOUT
CASE_001516,ACC_0080427,ATM_006879,41141,202281.81,CROSS_STATE_CASHOUT
CASE_001517,ACC_0033943,ATM_004051,123994,12798.61,CROSS_STATE_CASHOUT
CASE_001518,ACC_0066214,ATM_004780,237216,14738.11,CASHOUT
CASE_001519,ACC_0037316,ATM_003528,219825,5153.91,AVERTED_CASHOUT
CASE_001522,ACC_0033132,ATM_004088,238423,33481.97,CASHOUT
CASE_001526,ACC_0057119,ATM_001670,41040,1335961.25,CASHOUT
CASE_001527,ACC_0036750,ATM_001536,209416,5895.88,CASHOUT
CASE_001533,ACC_0033226,ATM_005277,174476,16919.55,CASHOUT
CASE_001534,ACC_0014596,ATM_001205,24020,11381.85,CASHOUT
CASE_001535,ACC_0020884,ATM_006393,61183,13050.99,CROSS_STATE_CASHOUT
CASE_001536,ACC_0077982,ATM_004203,102180,9551.95,CROSS_STATE_CASHOUT
CASE_001537,ACC_0069023,ATM_003787,67332,310224.19,CROSS_STATE_CASHOUT
CASE_001538,ACC_0027214,ATM_003280,247254,151934.11,CASHOUT
CASE_001539,ACC_0040396,ATM_000912,163619,44221.12,CASHOUT
CASE_001540,ACC_0026263,ATM_005556,237074,43992.07,CASHOUT
CASE_001542,ACC_0060032,ATM_006699,179587,16716.1,CASHOUT
CASE_001544,ACC_0033171,ATM_004517,128704,8244.61,AVERTED_CASHOUT
CASE_001545,ACC_0095817,ATM_001495,103169,27943.29,CROSS_STATE_CASHOUT
CASE_001546,ACC_0088324,ATM_006181,139187,21963.91,CROSS_STATE_CASHOUT
CASE_001547,ACC_0066612,ATM_005313,101091,41345.6,CROSS_STATE_CASHOUT
CASE_001549,ACC_0044041,ATM_001709,238588,167665.09,CROSS_STATE_CASHOUT
CASE_001552,ACC_0031722,ATM_001506,56982,31974.24,CROSS_STATE_CASHOUT
CASE_001553,ACC_0070823,ATM_002184,1759,232598.44,AVERTED_CASHOUT
CASE_001556,ACC_0046408,ATM_003900,152834,583860.06,CASHOUT
CASE_001557,ACC_0028728,ATM_003887,109311,4809.6,CASHOUT
CASE_001558,ACC_0098801,ATM_001133,38867,30026.15,CASHOUT
CASE_001560,ACC_0066872,ATM_004372,241650,119692.54,CROSS_STATE_CASHOUT
CASE_001562,ACC_0018193,ATM_006557,171686,8131.99,CASHOUT
CASE_001564,ACC_0053870,ATM_003046,239099,71893.4,CROSS_STATE_CASHOUT
CASE_001566,ACC_0079687,ATM_005550,122236,167969.7,CROSS_STATE_CASHOUT
CASE_001568,ACC_0067440,ATM_002915,21979,26413.61,CASHOUT
CASE_001570,ACC_0073803,ATM_006711,17380,13065.14,CASHOUT
CASE_001572,ACC_0042064,ATM_005587,231489,32460.34,CROSS_STATE_CASHOUT
CASE_001574,ACC_0020844,ATM_004635,58418,9344.71,CASHOUT
CASE_001575,ACC_0026815,ATM_003038,75953,59773.15,CASHOUT
CASE_001577,ACC_0052325,ATM_001364,123214,175446.86,CASHOUT
CASE_001580,ACC_0054121,ATM_006336,175425,115362.2,CROSS_STATE_CASHOUT
CASE_001581,ACC_0084331,ATM_003615,153161,17255.35,CASHOUT
CASE_001582,ACC_0071337,ATM_004119,243838,111397.05,CROSS_STATE_CASHOUT
CASE_001584,ACC_0001378,ATM_001200,234754,26268.89,CROSS_STATE_CASHOUT
CASE_001586,ACC_0070107,ATM_001060,214603,8506.65,CASHOUT
CASE_001587,ACC_0017319,ATM_000618,215714,143428.2,CASHOUT
CASE_001588,ACC_0096622,ATM_001919,143072,46898.21,CASHOUT
CASE_001589,ACC_0034853,ATM_003466,212431,317328.53,CASHOUT
CASE_001595,ACC_0091183,ATM_006621,94096,77467.66,CASHOUT
CASE_001596,ACC_0082570,ATM_000474,128306,31566.09,CASHOUT
CASE_001601,ACC_0067009,ATM_006019,142525,16686.64,CASHOUT
CASE_001602,ACC_0092260,ATM_002726,93323,364984.79,CROSS_STATE_CASHOUT
CASE_001603,ACC_0011144,ATM_005730,7760,10489.68,CASHOUT
CASE_001605,ACC_0011748,ATM_003342,183396,174722.88,CASHOUT
CASE_001609,ACC_0077364,ATM_000443,56203,6108.56,AVERTED_CASHOUT
CASE_001610,ACC_0030791,ATM_006157,253288,186756.68,CASHOUT
CASE_001612,ACC_0051726,ATM_004807,46372,6562.86,CROSS_STATE_CASHOUT
CASE_001617,ACC_0088324,ATM_002079,143623,4403.52,AVERTED_CASHOUT
CASE_001618,ACC_0077252,ATM_005572,69408,22923.52,CASHOUT
CASE_001621,ACC_0029695,ATM_000387,122920,287225.93,CROSS_STATE_CASHOUT
CASE_001622,ACC_0060683,ATM_002333,187660,27931.26,CASHOUT
CASE_001623,ACC_0076796,ATM_005480,24298,60594.69,AVERTED_CASHOUT
CASE_001626,ACC_0032505,ATM_000524,141498,35002.66,CROSS_STATE_CASHOUT
CASE_001630,ACC_0016370,ATM_002746,91484,156615.78,CASHOUT
CASE_001631,ACC_0053658,ATM_006589,98987,19841.35,CASHOUT
CASE_001634,ACC_0033249,ATM_004879,109602,8302.87,CASHOUT
CASE_001635,ACC_0031525,ATM_000974,143575,15741.72,CASHOUT
CASE_001636,ACC_0016749,ATM_002217,152654,51400.29,CASHOUT
CASE_001638,ACC_0019127,ATM_004721,226551,32256.19,CASHOUT
CASE_001641,ACC_0055009,ATM_001354,80639,25171.36,CROSS_STATE_CASHOUT
CASE_001644,ACC_0087342,ATM_001830,226916,455361.18,CASHOUT
CASE_001647,ACC_0078712,ATM_005879,36052,13306.35,CASHOUT
CASE_001648,ACC_0016725,ATM_003718,32909,10148.93,CASHOUT
CASE_001649,ACC_0016500,ATM_000260,181981,9721.46,CROSS_STATE_CASHOUT
CASE_001651,ACC_0002703,ATM_003195,239686,2100.0,AVERTED_CASHOUT
CASE_001657,ACC_0002525,ATM_005050,206335,159623.12,CASHOUT
CASE_001658,ACC_0025733,ATM_006058,227835,42029.57,CROSS_STATE_CASHOUT
CASE_001659,ACC_0030789,ATM_002335,225171,245577.31,CASHOUT
CASE_001661,ACC_0087897,ATM_000433,216687,19786.88,CASHOUT
CASE_001664,ACC_0005069,ATM_001024,30047,39508.15,CASHOUT
CASE_001669,ACC_0013636,ATM_003741,39532,42396.09,CASHOUT
CASE_001670,ACC_0032184,ATM_004062,23389,109002.63,CROSS_STATE_CASHOUT
CASE_001678,ACC_0008874,ATM_005023,125965,24308.45,CASHOUT
CASE_001680,ACC_0072986,ATM_000833,174791,89937.58,CASHOUT
CASE_001683,ACC_0089738,ATM_000321,227066,171634.56,CASHOUT
CASE_001684,ACC_0067569,ATM_005441,46018,12094.42,CASHOUT
CASE_001685,ACC_0057312,ATM_004777,201865,72476.69,CROSS_STATE_CASHOUT
CASE_001686,ACC_0011924,ATM_004811,146385,14038.74,CASHOUT
CASE_001689,ACC_0011748,ATM_005363,181881,3751.2,CASHOUT
CASE_001690,ACC_0057623,ATM_004526,43421,31625.56,CASHOUT
CASE_001691,ACC_0014991,ATM_006719,225591,13991.55,CROSS_STATE_CASHOUT
CASE_001694,ACC_0003222,ATM_003539,124949,37297.99,CROSS_STATE_CASHOUT
CASE_001695,ACC_0034271,ATM_003958,126985,66204.94,CASHOUT
CASE_001697,ACC_0031725,ATM_003370,65454,101415.57,CASHOUT
CASE_001699,ACC_0054591,ATM_005874,225371,65462.51,AVERTED_CASHOUT
CASE_001701,ACC_0006849,ATM_000503,31658,16362.35,CASHOUT
CASE_001705,ACC_0031074,ATM_002315,258284,28429.21,CASHOUT
CASE_001708,ACC_0034009,ATM_000775,60916,70896.0,CASHOUT
CASE_001709,ACC_0077265,ATM_000089,253035,6951.62,AVERTED_CASHOUT
CASE_001710,ACC_0090229,ATM_002093,235132,46987.56,AVERTED_CASHOUT
CASE_001711,ACC_0097301,ATM_000422,86859,12353.84,CROSS_STATE_CASHOUT
CASE_001713,ACC_0055147,ATM_004511,3916,12034.86,CASHOUT
CASE_001716,ACC_0020999,ATM_005849,827,310557.69,CROSS_STATE_CASHOUT
CASE_001720,ACC_0084871,ATM_005492,239451,19756.74,AVERTED_CASHOUT
CASE_001721,ACC_0028603,ATM_001722,29649,16572.54,CASHOUT
CASE_001722,ACC_0099717,ATM_006592,151540,129626.2,CASHOUT
CASE_001723,ACC_0055507,ATM_000436,143249,102246.91,CROSS_STATE_CASHOUT
CASE_001724,ACC_0039516,ATM_001741,253084,55477.63,CROSS_STATE_CASHOUT
CASE_001726,ACC_0081777,ATM_003040,112954,4798.51,CROSS_STATE_CASHOUT
CASE_001728,ACC_0031336,ATM_006066,207389,188604.39,AVERTED_CASHOUT
CASE_001729,ACC_0003243,ATM_001771,28549,97614.43,CASHOUT
CASE_001731,ACC_0019770,ATM_001562,68163,131411.17,CROSS_STATE_CASHOUT
CASE_001736,ACC_0035182,ATM_004818,195097,28621.15,CROSS_STATE_CASHOUT
CASE_001738,ACC_0084217,ATM_001813,77819,46960.75,CASHOUT
CASE_001743,ACC_0072209,ATM_005318,20559,76151.35,AVERTED_CASHOUT
CASE_001744,ACC_0028728,ATM_002404,186219,2892.45,CASHOUT
CASE_001746,ACC_0027421,ATM_001226,219724,129470.96,CASHOUT
CASE_001748,ACC_0051297,ATM_002458,214590,58682.7,CROSS_STATE_CASHOUT
CASE_001750,ACC_0060265,ATM_000552,249800,19893.89,CROSS_STATE_CASHOUT
CASE_001752,ACC_0003356,ATM_000940,204139,16364.25,CASHOUT
CASE_001754,ACC_0066218,ATM_005282,145604,5105.47,CASHOUT
CASE_001755,ACC_0080111,ATM_005786,200543,62943.87,CASHOUT
CASE_001756,ACC_0027564,ATM_001108,194715,92505.49,CROSS_STATE_CASHOUT
CASE_001759,ACC_0070282,ATM_004705,1379,21070.13,CASHOUT
CASE_001763,ACC_0003581,ATM_000907,82250,12714.15,CASHOUT
CASE_001764,ACC_0087922,ATM_005247,90603,16699.54,CROSS_STATE_CASHOUT
CASE_001765,ACC_0066470,ATM_002337,116216,1873.88,CASHOUT
CASE_001767,ACC_0033914,ATM_000750,32073,843549.11,CROSS_STATE_CASHOUT
CASE_001768,ACC_0056754,ATM_002504,28804,19649.41,CROSS_STATE_CASHOUT
CASE_001769,ACC_0027004,ATM_005425,204129,61412.19,CASHOUT
CASE_001770,ACC_0013345,ATM_005262,118679,8013.06,AVERTED_CASHOUT
CASE_001772,ACC_0033235,ATM_006206,3508,63265.16,CROSS_STATE_CASHOUT
CASE_001773,ACC_0061400,ATM_005917,235104,61269.86,CASHOUT
CASE_001774,ACC_0024561,ATM_004291,221567,14962.55,CASHOUT
CASE_001777,ACC_0013055,ATM_005054,67160,14046.45,CASHOUT
CASE_001778,ACC_0036775,ATM_004201,251808,4111.97,CASHOUT
CASE_001779,ACC_0004783,ATM_005609,99565,24639.3,CASHOUT
CASE_001783,ACC_0090255,ATM_005390,150691,195058.94,CASHOUT
CASE_001785,ACC_0032846,ATM_001919,221724,109447.37,CROSS_STATE_CASHOUT
CASE_001786,ACC_0009430,ATM_001489,200764,321876.87,CASHOUT
CASE_001787,ACC_0039817,ATM_001247,29666,12825.64,CASHOUT
CASE_001790,ACC_0006849,ATM_006902,26805,48952.76,CROSS_STATE_CASHOUT
CASE_001791,ACC_0013310,ATM_001889,146902,5661.29,CASHOUT
CASE_001792,ACC_0089673,ATM_000266,71960,77211.83,CROSS_STATE_CASHOUT
CASE_001793,ACC_0036598,ATM_006357,211209,33703.67,AVERTED_CASHOUT
CASE_001794,ACC_0012857,ATM_004557,194667,10162.72,CROSS_STATE_CASHOUT
CASE_001795,ACC_0076250,ATM_005536,160466,14489.55,CASHOUT
CASE_001797,ACC_0027421,ATM_002607,129186,15896.2,CASHOUT
CASE_001800,ACC_0046158,ATM_001002,77654,8296.1,AVERTED_CASHOUT
CASE_001801,ACC_0019071,ATM_006753,150964,109126.76,CASHOUT
CASE_001807,ACC_0088256,ATM_005020,159990,9562.78,AVERTED_CASHOUT
CASE_001808,ACC_0074678,ATM_005731,189095,13282.36,CASHOUT
CASE_001809,ACC_0006631,ATM_003755,116651,9009.35,CROSS_STATE_CASHOUT
CASE_001810,ACC_0006849,ATM_006861,180967,9835.83,CASHOUT
CASE_001811,ACC_0024091,ATM_005473,102248,70830.36,AVERTED_CASHOUT
CASE_001814,ACC_0063268,ATM_005304,96272,588949.92,CROSS_STATE_CASHOUT
CASE_001815,ACC_0039423,ATM_002842,149504,45039.79,CROSS_STATE_CASHOUT
CASE_001818,ACC_0005688,ATM_006349,153625,28716.28,CASHOUT
CASE_001822,ACC_0087274,ATM_001439,215856,8972.4,CASHOUT
CASE_001823,ACC_0025693,ATM_000985,20873,57285.23,CASHOUT
CASE_001824,ACC_0091953,ATM_004477,192580,20917.61,CASHOUT
CASE_001825,ACC_0059492,ATM_001511,231550,26888.13,AVERTED_CASHOUT
CASE_001826,ACC_0027004,ATM_000599,125590,6204.2,CASHOUT
CASE_001827,ACC_0090902,ATM_004202,129196,102475.16,CROSS_STATE_CASHOUT
CASE_001828,ACC_0090189,ATM_005520,3329,10339.98,CASHOUT
CASE_001830,ACC_0054840,ATM_004213,79960,12729.79,AVERTED_CASHOUT
CASE_001831,ACC_0028099,ATM_003149,162425,92249.73,CROSS_STATE_CASHOUT
CASE_001834,ACC_0085040,ATM_001850,87780,12278.91,AVERTED_CASHOUT
CASE_001835,ACC_0092648,ATM_003627,9950,15209.45,AVERTED_CASHOUT
CASE_001836,ACC_0004196,ATM_000825,139983,17167.58,CASHOUT
CASE_001838,ACC_0042958,ATM_003229,173474,5059.95,CASHOUT
CASE_001839,ACC_0095623,ATM_005433,212862,13693.86,CASHOUT
CASE_001840,ACC_0048582,ATM_006351,80691,397970.4,CROSS_STATE_CASHOUT
CASE_001841,ACC_0059974,ATM_004791,186018,8439.7,CASHOUT
CASE_001843,ACC_0050004,ATM_006389,140001,99784.8,CASHOUT
CASE_001844,ACC_0048721,ATM_005091,88998,21876.45,CASHOUT
CASE_001847,ACC_0090255,ATM_002782,117793,459288.26,CASHOUT
CASE_001848,ACC_0035376,ATM_004282,80087,9348.94,CROSS_STATE_CASHOUT
CASE_001850,ACC_0001543,ATM_005124,249484,16017.53,CASHOUT
CASE_001851,ACC_0095188,ATM_000307,175375,28287.58,CASHOUT
CASE_001852,ACC_0005984,ATM_003151,22588,21512.22,CASHOUT
CASE_001855,ACC_0094577,ATM_002708,115738,2112.49,CASHOUT
CASE_001856,ACC_0032959,ATM_002147,247862,25456.7,CASHOUT
CASE_001857,ACC_0099883,ATM_004008,121535,23575.62,AVERTED_CASHOUT
CASE_001859,ACC_0034271,ATM_006798,232290,30615.27,CASHOUT
CASE_001862,ACC_0098700,ATM_001087,173231,68570.97,CASHOUT
CASE_001863,ACC_0081759,ATM_001402,99593,9226.89,CROSS_STATE_CASHOUT
CASE_001864,ACC_0053042,ATM_001732,38817,10679.07,AVERTED_CASHOUT
CASE_001867,ACC_0079617,ATM_000364,223285,72766.99,AVERTED_CASHOUT
CASE_001869,ACC_0035345,ATM_001798,25243,8088.28,AVERTED_CASHOUT
CASE_001870,ACC_0035871,ATM_003010,78516,26446.6,CASHOUT
CASE_001874,ACC_0074784,ATM_004623,244454,38631.88,CASHOUT
CASE_001876,ACC_0001378,ATM_001905,209826,4834.57,AVERTED_CASHOUT
CASE_001877,ACC_0047401,ATM_003464,143482,22041.36,AVERTED_CASHOUT
CASE_001879,ACC_0015097,ATM_000628,213144,41838.95,CASHOUT
CASE_001880,ACC_0018798,ATM_006783,154327,73156.76,CASHOUT
CASE_001882,ACC_0058360,ATM_006992,203311,18927.48,AVERTED_CASHOUT
CASE_001883,ACC_0037077,ATM_000649,70782,12621.79,AVERTED_CASHOUT
CASE_001885,ACC_0044309,ATM_006419,225642,13822.46,CASHOUT
CASE_001886,ACC_0089230,ATM_004880,144352,271050.12,CASHOUT
CASE_001889,ACC_0027677,ATM_002660,70136,15592.83,CROSS_STATE_CASHOUT
CASE_001890,ACC_0024429,ATM_000857,190509,158868.21,AVERTED_CASHOUT
CASE_001891,ACC_0051726,ATM_003010,187333,190227.53,CASHOUT
CASE_001894,ACC_0024462,ATM_001899,247382,3627.1,CASHOUT
CASE_001898,ACC_0053870,ATM_001884,222985,170287.81,CASHOUT
CASE_001900,ACC_0001361,ATM_002563,87001,44681.74,CASHOUT
CASE_001901,ACC_0025008,ATM_000811,112051,157001.16,CASHOUT
CASE_001902,ACC_0094545,ATM_002458,45215,15319.67,CROSS_STATE_CASHOUT
CASE_001903,ACC_0048722,ATM_001578,233200,409940.91,CASHOUT
CASE_001904,ACC_0059623,ATM_000356,92385,19115.14,CASHOUT
CASE_001905,ACC_0022781,ATM_004899,134288,14688.99,CASHOUT
CASE_001908,ACC_0021846,ATM_002455,80712,9846.46,CASHOUT
CASE_001909,ACC_0067078,ATM_003472,103184,23891.28,CASHOUT
CASE_001910,ACC_0077252,ATM_001872,82778,8619.92,CASHOUT
CASE_001912,ACC_0011438,ATM_000320,53235,60209.68,AVERTED_CASHOUT
CASE_001914,ACC_0084649,ATM_005306,74052,24382.69,AVERTED_CASHOUT
CASE_001920,ACC_0099943,ATM_000297,86027,31768.15,CASHOUT
CASE_001921,ACC_0081728,ATM_004829,15747,38240.56,CASHOUT
CASE_001923,ACC_0052494,ATM_003735,108806,44280.61,CASHOUT
CASE_001928,ACC_0039199,ATM_003314,112373,14626.55,CASHOUT
CASE_001930,ACC_0058142,ATM_003084,107851,23437.46,AVERTED_CASHOUT
CASE_001931,ACC_0070053,ATM_003840,173436,24418.05,CASHOUT
CASE_001937,ACC_0021844,ATM_004260,197935,16782.46,CASHOUT
CASE_001940,ACC_0067649,ATM_001632,258379,34500.93,AVERTED_CASHOUT
CASE_001942,ACC_0086196,ATM_003445,253710,198267.7,CASHOUT
CASE_001943,ACC_0000664,ATM_001896,200553,11949.92,AVERTED_CASHOUT
CASE_001945,ACC_0075984,ATM_001900,211417,56139.22,CASHOUT
CASE_001946,ACC_0009235,ATM_003806,58481,39060.94,CROSS_STATE_CASHOUT
CASE_001947,ACC_0042368,ATM_006733,93768,158120.27,CASHOUT
CASE_001949,ACC_0042100,ATM_003704,161055,31641.07,CASHOUT
CASE_001950,ACC_0099736,ATM_006966,241640,72100.05,CROSS_STATE_CASHOUT
CASE_001957,ACC_0042662,ATM_002561,71583,60777.48,CASHOUT
CASE_001960,ACC_0059434,ATM_002980,11001,115478.81,CASHOUT
CASE_001961,ACC_0009430,ATM_003173,178776,91312.68,CASHOUT
CASE_001962,ACC_0092944,ATM_000862,65330,22302.18,CASHOUT
CASE_001964,ACC_0055147,ATM_001396,55251,102238.03,CASHOUT
CASE_001968,ACC_0076141,ATM_005766,145481,6315.68,CASHOUT
CASE_001970,ACC_0049813,ATM_000869,81200,8245.22,CASHOUT
CASE_001971,ACC_0002944,ATM_002584,119593,13934.66,CROSS_STATE_CASHOUT
CASE_001972,ACC_0070579,ATM_006890,151656,7044.94,CASHOUT
CASE_001974,ACC_0024546,ATM_001760,201344,61969.12,CASHOUT
CASE_001975,ACC_0037053,ATM_001935,34517,13365.34,CROSS_STATE_CASHOUT
CASE_001977,ACC_0072733,ATM_002366,109327,7426.54,AVERTED_CASHOUT
CASE_001978,ACC_0029560,ATM_004991,109855,8058.74,AVERTED_CASHOUT
CASE_001979,ACC_0066636,ATM_006716,171741,29336.58,AVERTED_CASHOUT
CASE_001981,ACC_0054690,ATM_004496,47213,4847.93,CASHOUT
CASE_001982,ACC_0072065,ATM_005203,32809,2100.0,AVERTED_CASHOUT
CASE_001983,ACC_0059106,ATM_003279,2045,21849.84,AVERTED_CASHOUT
CASE_001984,ACC_0090059,ATM_006062,105057,6491.82,CASHOUT
CASE_001985,ACC_0023320,ATM_006191,211775,46782.44,CASHOUT
CASE_001986,ACC_0001873,ATM_001864,185373,60013.84,CASHOUT
CASE_001988,ACC_0006849,ATM_003025,506,296009.18,CASHOUT
CASE_001991,ACC_0094838,ATM_003711,229623,22572.2,CASHOUT
CASE_001995,ACC_0073828,ATM_002156,224915,26688.45,CASHOUT
CASE_001997,ACC_0059308,ATM_000766,106551,22570.48,AVERTED_CASHOUT
CASE_001998,ACC_0069881,ATM_005242,30239,57204.04,CROSS_STATE_CASHOUT
CASE_002000,ACC_0016115,ATM_005644,190565,26806.76,CASHOUT
CASE_002001,ACC_0050744,ATM_004748,138610,228589.36,AVERTED_CASHOUT
CASE_002002,ACC_0067709,ATM_004452,26427,54275.04,AVERTED_CASHOUT
CASE_002003,ACC_0045896,ATM_004949,81874,2434.31,CASHOUT
CASE_002004,ACC_0033132,ATM_002828,49084,21423.27,CASHOUT
CASE_002006,ACC_0065225,ATM_006582,257993,7462.39,CASHOUT
CASE_002007,ACC_0013514,ATM_003838,126159,158659.82,AVERTED_CASHOUT
CASE_002008,ACC_0077781,ATM_006275,127643,20036.17,AVERTED_CASHOUT
CASE_002009,ACC_0075001,ATM_005186,50528,144880.48,CASHOUT
CASE_002013,ACC_0062236,ATM_000776,227621,57301.89,CASHOUT
CASE_002014,ACC_0086628,ATM_005071,71225,205741.27,AVERTED_CASHOUT
CASE_002015,ACC_0034418,ATM_002111,116861,37912.08,CROSS_STATE_CASHOUT
CASE_002017,ACC_0012911,ATM_002032,216094,4771.35,CASHOUT
CASE_002020,ACC_0021044,ATM_000955,11406,94696.69,AVERTED_CASHOUT
CASE_002021,ACC_0049885,ATM_001495,147991,69156.18,AVERTED_CASHOUT
CASE_002023,ACC_0080705,ATM_006489,108776,52691.99,CASHOUT
CASE_002028,ACC_0061799,ATM_005247,201046,4366.35,CASHOUT
CASE_002031,ACC_0014260,ATM_005553,103062,62606.63,CASHOUT
CASE_002032,ACC_0086326,ATM_006554,244451,127574.42,CASHOUT
CASE_002033,ACC_0078515,ATM_002823,59442,22957.34,CASHOUT
CASE_002034,ACC_0006900,ATM_005117,127950,2297.97,CROSS_STATE_CASHOUT
CASE_002035,ACC_0061526,ATM_005268,247612,29118.66,CASHOUT
CASE_002037,ACC_0049925,ATM_003931,101232,29352.11,CASHOUT
CASE_002038,ACC_0062774,ATM_004568,213268,7052.51,CASHOUT
CASE_002040,ACC_0031063,ATM_001985,178113,1750.05,CASHOUT
CASE_002042,ACC_0001127,ATM_005047,160100,242716.81,CASHOUT
CASE_002044,ACC_0076250,ATM_003115,227288,50245.41,CASHOUT
CASE_002045,ACC_0099966,ATM_004640,170353,9166.32,CASHOUT
CASE_002046,ACC_0062298,ATM_000385,69802,182051.49,CROSS_STATE_CASHOUT
CASE_002047,ACC_0095116,ATM_003633,219754,111187.9,AVERTED_CASHOUT
CASE_002048,ACC_0079627,ATM_001092,131528,44457.64,AVERTED_CASHOUT
