case_id,strategy,crime_type,origin_city,origin_state,reported_amount_inr,start_timestamp_min,adaptive_event
CASE_001533,DIRECT_CASHOUT,JOB_FRAUD,Bengaluru,Karnataka,18166.76,174281,0
CASE_001534,DIRECT_CASHOUT,REMOTE_ACCESS,Nashik,Maharashtra,16041.65,23791,0
CASE_001535,CROSS_STATE,UPI_FRAUD,Mumbai,Maharashtra,18644.27,60823,0
CASE_001536,CROSS_STATE,PHISHING,Hyderabad,Telangana,13645.64,101820,0
CASE_001537,CROSS_STATE,UPI_FRAUD,Nashik,Maharashtra,443177.41,66972,0
CASE_001538,MULTI_HOP,PHISHING,Chennai,Tamil Nadu,330245.06,247077,0
CASE_001539,DIRECT_CASHOUT,INVESTMENT_FRAUD,Mumbai,Maharashtra,57366.86,163577,0
CASE_001540,DIRECT_CASHOUT,DIGITAL_ARREST,Mumbai,Maharashtra,56342.79,236908,0
CASE_001541,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,10795.71,254397,0
CASE_001542,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,32235.45,179105,0
CASE_001543,DIGITAL_ASSET,INVESTMENT_FRAUD,Delhi,Delhi,13987.08,104413,0
CASE_001544,ADAPTIVE,PHISHING,Kolkata,West Bengal,11778.02,128524,1
CASE_001545,CROSS_STATE,PHISHING,Bengaluru,Karnataka,39918.98,102809,0
CASE_001546,CROSS_STATE,DIGITAL_ARREST,Bengaluru,Karnataka,31377.01,138827,0
CASE_001547,CROSS_STATE,INVESTMENT_FRAUD,Nashik,Maharashtra,59065.14,100731,0
CASE_001548,FAN_OUT,ROMANCE_FRAUD,Ahmedabad,Gujarat,133208.76,244982,0
CASE_001549,CROSS_STATE,ROMANCE_FRAUD,Hyderabad,Telangana,239521.56,238228,0
CASE_001550,FAN_OUT,REMOTE_ACCESS,Ahmedabad,Gujarat,123918.62,108049,0
CASE_001551,FAN_IN,REMOTE_ACCESS,Kolkata,West Bengal,46212.31,212796,0
CASE_001552,CROSS_STATE,DIGITAL_ARREST,Nagpur,Maharashtra,45677.49,56622,0
CASE_001553,ADAPTIVE,DIGITAL_ARREST,Bengaluru,Karnataka,332283.48,1579,1
CASE_001554,FAN_IN,PHISHING,Kolkata,West Bengal,17186.32,82638,0
CASE_001555,FAN_OUT,JOB_FRAUD,Mumbai,Maharashtra,90362.73,141401,0
CASE_001556,DIRECT_CASHOUT,INVESTMENT_FRAUD,Bengaluru,Karnataka,654929.09,152631,0
CASE_001557,DIRECT_CASHOUT,JOB_FRAUD,Delhi,Delhi,5631.33,109224,0
CASE_001558,DIRECT_CASHOUT,DIGITAL_ARREST,Nagpur,Maharashtra,38565.33,38663,0
CASE_001559,FAN_IN,DIGITAL_ARREST,Nagpur,Maharashtra,12795.74,89708,0
CASE_001560,CROSS_STATE,REMOTE_ACCESS,Chennai,Tamil Nadu,170989.34,241290,0
CASE_001561,FAN_OUT,REMOTE_ACCESS,Nashik,Maharashtra,11651.18,224254,0
CASE_001562,MULTI_HOP,PHISHING,Mumbai,Maharashtra,11334.2,171545,0
CASE_001563,FAN_IN,PHISHING,Nagpur,Maharashtra,43118.84,200259,0
CASE_001564,CROSS_STATE,REMOTE_ACCESS,Ahmedabad,Gujarat,102704.86,238739,0
CASE_001565,FAN_OUT,INVESTMENT_FRAUD,Hyderabad,Telangana,103203.83,147906,0
CASE_001566,CROSS_STATE,DIGITAL_ARREST,Mumbai,Maharashtra,239956.71,121876,0
CASE_001567,CROSS_BORDER,JOB_FRAUD,Mumbai,Maharashtra,29054.91,155655,0
CASE_001568,DIRECT_CASHOUT,DIGITAL_ARREST,Nagpur,Maharashtra,29123.81,21954,0
CASE_001569,FAN_OUT,JOB_FRAUD,Nagpur,Maharashtra,25676.36,150624,0
CASE_001570,DIRECT_CASHOUT,DIGITAL_ARREST,Hyderabad,Telangana,17649.66,17164,0
CASE_001571,CROSS_BORDER,UPI_FRAUD,Nagpur,Maharashtra,33086.76,103409,0
CASE_001572,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,46371.91,231129,0
CASE_001573,FAN_OUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,1239294.16,218859,0
CASE_001574,DIRECT_CASHOUT,ROMANCE_FRAUD,Hyderabad,Telangana,10983.01,58315,0
CASE_001575,DIRECT_CASHOUT,PHISHING,Kolkata,West Bengal,62401.42,75825,0
CASE_001576,CROSS_BORDER,REMOTE_ACCESS,Bengaluru,Karnataka,422048.45,137085,0
CASE_001577,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,277085.02,122959,0
CASE_001578,FAN_OUT,PHISHING,Ahmedabad,Gujarat,3000.0,139149,0
CASE_001579,MULTI_HOP,UPI_FRAUD,Mumbai,Maharashtra,17707.59,188665,0
CASE_001580,CROSS_STATE,REMOTE_ACCESS,Delhi,Delhi,164803.14,175065,0
CASE_001581,DIRECT_CASHOUT,PHISHING,Chennai,Tamil Nadu,21642.67,153009,0
CASE_001582,CROSS_STATE,PHISHING,Hyderabad,Telangana,159138.65,243478,0
CASE_001583,FAN_IN,JOB_FRAUD,Delhi,Delhi,8500.87,67155,0
CASE_001584,CROSS_STATE,ROMANCE_FRAUD,Nagpur,Maharashtra,37526.98,234394,0
CASE_001585,DIGITAL_ASSET,INVESTMENT_FRAUD,Pune,Maharashtra,37486.24,134331,0
CASE_001586,DIRECT_CASHOUT,REMOTE_ACCESS,Chennai,Tamil Nadu,10302.1,214380,0
CASE_001587,MULTI_HOP,UPI_FRAUD,Pune,Maharashtra,198234.46,215610,0
CASE_001588,MULTI_HOP,JOB_FRAUD,Hyderabad,Telangana,91457.27,142657,0
CASE_001589,DIRECT_CASHOUT,DIGITAL_ARREST,Bengaluru,Karnataka,351560.73,212360,0
CASE_001590,DIGITAL_ASSET,INVESTMENT_FRAUD,Bengaluru,Karnataka,31327.43,191059,0
CASE_001591,CROSS_BORDER,UPI_FRAUD,Ahmedabad,Gujarat,52756.04,100683,0
CASE_001592,DIGITAL_ASSET,ROMANCE_FRAUD,Mumbai,Maharashtra,113950.39,201320,0
CASE_001593,FAN_OUT,UPI_FRAUD,Pune,Maharashtra,30981.49,142321,0
CASE_001594,FAN_OUT,UPI_FRAUD,Bengaluru,Karnataka,54495.78,96476,0
CASE_001595,MULTI_HOP,REMOTE_ACCESS,Nashik,Maharashtra,175406.24,93615,0
CASE_001596,DIRECT_CASHOUT,DIGITAL_ARREST,Ahmedabad,Gujarat,33966.93,128192,0
CASE_001597,FAN_IN,PHISHING,Delhi,Delhi,27097.61,124622,0
CASE_001598,MULTI_HOP,REMOTE_ACCESS,Pune,Maharashtra,25567.92,180938,0
CASE_001599,MULTI_HOP,PHISHING,Nagpur,Maharashtra,45712.82,677,0
CASE_001600,MULTI_HOP,PHISHING,Mumbai,Maharashtra,30337.69,136461,0
CASE_001601,MULTI_HOP,ROMANCE_FRAUD,Pune,Maharashtra,31762.3,142356,0
CASE_001602,CROSS_STATE,JOB_FRAUD,Nagpur,Maharashtra,521406.84,92963,0
CASE_001603,DIRECT_CASHOUT,ROMANCE_FRAUD,Mumbai,Maharashtra,12379.88,7646,0
CASE_001604,CROSS_BORDER,REMOTE_ACCESS,Chennai,Tamil Nadu,7564.58,161107,0
CASE_001605,DIRECT_CASHOUT,UPI_FRAUD,Bengaluru,Karnataka,200221.33,183168,0
CASE_001606,FAN_OUT,REMOTE_ACCESS,Mumbai,Maharashtra,719806.42,207498,0
CASE_001607,FAN_IN,INVESTMENT_FRAUD,Kolkata,West Bengal,137964.7,127381,0
CASE_001608,MULTI_HOP,INVESTMENT_FRAUD,Pune,Maharashtra,53438.5,169952,0
CASE_001609,ADAPTIVE,ROMANCE_FRAUD,Mumbai,Maharashtra,8726.51,56023,1
CASE_001610,DIRECT_CASHOUT,INVESTMENT_FRAUD,Kolkata,West Bengal,195625.88,253081,0
CASE_001611,CROSS_BORDER,UPI_FRAUD,Nagpur,Maharashtra,296001.66,252021,0
CASE_001612,CROSS_STATE,PHISHING,Hyderabad,Telangana,9375.52,46012,0
CASE_001613,CROSS_BORDER,INVESTMENT_FRAUD,Ahmedabad,Gujarat,6744.45,96997,0
CASE_001614,FAN_OUT,JOB_FRAUD,Chennai,Tamil Nadu,38013.54,138190,0
CASE_001615,CROSS_BORDER,DIGITAL_ARREST,Delhi,Delhi,15826.13,119753,0
CASE_001616,CROSS_BORDER,ROMANCE_FRAUD,Hyderabad,Telangana,9613.05,213032,0
CASE_001617,ADAPTIVE,JOB_FRAUD,Chennai,Tamil Nadu,6290.75,143443,1
CASE_001618,MULTI_HOP,UPI_FRAUD,Hyderabad,Telangana,35011.74,69134,0
CASE_001619,FAN_IN,PHISHING,Ahmedabad,Gujarat,21535.35,134353,0
CASE_001620,FAN_OUT,PHISHING,Mumbai,Maharashtra,382345.56,29120,0
CASE_001621,CROSS_STATE,ROMANCE_FRAUD,Chennai,Tamil Nadu,410322.76,122560,0
CASE_001622,MULTI_HOP,DIGITAL_ARREST,Pune,Maharashtra,47625.53,187392,0
CASE_001623,ADAPTIVE,UPI_FRAUD,Hyderabad,Telangana,86563.84,24118,1
CASE_001624,CROSS_BORDER,ROMANCE_FRAUD,Mumbai,Maharashtra,4688.99,69674,0
CASE_001625,DIGITAL_ASSET,UPI_FRAUD,Mumbai,Maharashtra,5158.44,90975,0
CASE_001626,CROSS_STATE,REMOTE_ACCESS,Nashik,Maharashtra,50003.8,141138,0
CASE_001627,FAN_OUT,INVESTMENT_FRAUD,Nashik,Maharashtra,26821.12,78614,0
CASE_001628,DIGITAL_ASSET,UPI_FRAUD,Kolkata,West Bengal,91557.21,131540,0
CASE_001629,DIGITAL_ASSET,DIGITAL_ARREST,Chennai,Tamil Nadu,60929.85,83407,0
CASE_001630,MULTI_HOP,ROMANCE_FRAUD,Delhi,Delhi,230409.9,91168,0
CASE_001631,MULTI_HOP,ROMANCE_FRAUD,Nashik,Maharashtra,47212.83,98540,0
CASE_001632,FAN_OUT,UPI_FRAUD,Delhi,Delhi,63051.55,198780,0
CASE_001633,DIGITAL_ASSET,INVESTMENT_FRAUD,Nagpur,Maharashtra,10675.4,82066,0
CASE_001634,MULTI_HOP,REMOTE_ACCESS,Nashik,Maharashtra,15877.03,109304,0
CASE_001635,MULTI_HOP,UPI_FRAUD,Chennai,Tamil Nadu,24007.58,143237,0
CASE_001636,DIRECT_CASHOUT,ROMANCE_FRAUD,Nashik,Maharashtra,74689.85,152548,0
CASE_001637,FAN_OUT,REMOTE_ACCESS,Ahmedabad,Gujarat,11614.29,194612,0
CASE_001638,DIRECT_CASHOUT,DIGITAL_ARREST,Nashik,Maharashtra,37680.49,226496,0
CASE_001639,FAN_OUT,JOB_FRAUD,Ahmedabad,Gujarat,6120.64,208185,0
CASE_001640,FAN_OUT,ROMANCE_FRAUD,Kolkata,West Bengal,94994.2,161175,0
CASE_001641,CROSS_STATE,REMOTE_ACCESS,Pune,Maharashtra,35959.09,80279,0
CASE_001642,FAN_IN,UPI_FRAUD,Ahmedabad,Gujarat,103947.26,62770,0
CASE_001643,CROSS_BORDER,PHISHING,Nagpur,Maharashtra,21404.44,93201,0
CASE_001644,DIRECT_CASHOUT,REMOTE_ACCESS,Delhi,Delhi,684307.99,226811,0
CASE_001645,MULTI_HOP,UPI_FRAUD,Hyderabad,Telangana,25306.59,30267,0
CASE_001646,FAN_OUT,REMOTE_ACCESS,Hyderabad,Telangana,7417.71,150984,0
CASE_001647,DIRECT_CASHOUT,INVESTMENT_FRAUD,Mumbai,Maharashtra,15215.31,35875,0
CASE_001648,DIRECT_CASHOUT,REMOTE_ACCESS,Hyderabad,Telangana,10642.72,32775,0
CASE_001649,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,13887.8,181621,0
CASE_001650,DIGITAL_ASSET,REMOTE_ACCESS,Delhi,Delhi,145207.11,77643,0
CASE_001651,ADAPTIVE,ROMANCE_FRAUD,Nashik,Maharashtra,3000.0,239506,1
CASE_001652,DIGITAL_ASSET,INVESTMENT_FRAUD,Hyderabad,Telangana,19416.73,17827,0
CASE_001653,CROSS_BORDER,ROMANCE_FRAUD,Ahmedabad,Gujarat,17183.88,159619,0
CASE_001654,FAN_IN,INVESTMENT_FRAUD,Nashik,Maharashtra,56270.41,176305,0
CASE_001655,FAN_IN,UPI_FRAUD,Pune,Maharashtra,69090.07,213121,0
CASE_001656,FAN_OUT,ROMANCE_FRAUD,Mumbai,Maharashtra,11274.92,234564,0
CASE_001657,MULTI_HOP,ROMANCE_FRAUD,Kolkata,West Bengal,277540.18,206211,0
CASE_001658,CROSS_STATE,REMOTE_ACCESS,Mumbai,Maharashtra,60042.25,227475,0
CASE_001659,MULTI_HOP,JOB_FRAUD,Nashik,Maharashtra,475097.05,224893,0
CASE_001660,FAN_IN,REMOTE_ACCESS,Ahmedabad,Gujarat,87755.61,59994,0
CASE_001661,DIRECT_CASHOUT,DIGITAL_ARREST,Ahmedabad,Gujarat,20642.28,216483,0
CASE_001662,DIGITAL_ASSET,DIGITAL_ARREST,Mumbai,Maharashtra,38845.13,49429,0
CASE_001663,FAN_IN,JOB_FRAUD,Kolkata,West Bengal,14631.98,217476,0
CASE_001664,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,59090.92,29706,0
CASE_001665,FAN_IN,INVESTMENT_FRAUD,Pune,Maharashtra,34527.54,148462,0
CASE_001666,FAN_IN,INVESTMENT_FRAUD,Mumbai,Maharashtra,15554.87,17062,0
CASE_001667,MULTI_HOP,UPI_FRAUD,Chennai,Tamil Nadu,34716.92,88412,0
CASE_001668,CROSS_BORDER,JOB_FRAUD,Nagpur,Maharashtra,51762.06,31422,0
CASE_001669,MULTI_HOP,PHISHING,Chennai,Tamil Nadu,65627.47,39376,0
CASE_001670,CROSS_STATE,UPI_FRAUD,Mumbai,Maharashtra,155718.05,23029,0
CASE_001671,FAN_OUT,REMOTE_ACCESS,Chennai,Tamil Nadu,9779.62,115449,0
CASE_001672,FAN_OUT,JOB_FRAUD,Chennai,Tamil Nadu,5782.9,52126,0
CASE_001673,FAN_IN,DIGITAL_ARREST,Hyderabad,Telangana,20107.93,203449,0
CASE_001674,FAN_IN,INVESTMENT_FRAUD,Nashik,Maharashtra,105154.73,40661,0
CASE_001675,CROSS_BORDER,REMOTE_ACCESS,Kolkata,West Bengal,65166.26,75999,0
CASE_001676,DIGITAL_ASSET,REMOTE_ACCESS,Mumbai,Maharashtra,100783.0,100135,0
CASE_001677,CROSS_BORDER,PHISHING,Pune,Maharashtra,11643.77,53091,0
CASE_001678,MULTI_HOP,UPI_FRAUD,Nagpur,Maharashtra,48151.34,125544,0
CASE_001679,FAN_OUT,INVESTMENT_FRAUD,Nagpur,Maharashtra,389807.48,219750,0
CASE_001680,MULTI_HOP,DIGITAL_ARREST,Ahmedabad,Gujarat,139257.02,174322,0
CASE_001681,DIGITAL_ASSET,JOB_FRAUD,Nashik,Maharashtra,19745.04,80178,0
CASE_001682,DIGITAL_ASSET,JOB_FRAUD,Pune,Maharashtra,39131.84,111917,0
CASE_001683,DIRECT_CASHOUT,DIGITAL_ARREST,Nagpur,Maharashtra,182435.7,226899,0
CASE_001684,MULTI_HOP,REMOTE_ACCESS,Delhi,Delhi,22456.45,45725,0
CASE_001685,CROSS_STATE,DIGITAL_ARREST,Nagpur,Maharashtra,103538.13,201505,0
CASE_001686,MULTI_HOP,PHISHING,Ahmedabad,Gujarat,24569.51,146119,0
CASE_001687,DIGITAL_ASSET,PHISHING,Nagpur,Maharashtra,11061.53,100732,0
CASE_001688,FAN_IN,INVESTMENT_FRAUD,Delhi,Delhi,19669.26,113603,0
CASE_001689,MULTI_HOP,UPI_FRAUD,Hyderabad,Telangana,6498.21,181448,0
CASE_001690,DIRECT_CASHOUT,ROMANCE_FRAUD,Nashik,Maharashtra,36554.2,43229,0
CASE_001691,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,19987.93,225231,0
CASE_001692,CROSS_BORDER,INVESTMENT_FRAUD,Hyderabad,Telangana,28888.01,2307,0
CASE_001693,CROSS_BORDER,INVESTMENT_FRAUD,Hyderabad,Telangana,17598.18,53597,0
CASE_001694,CROSS_STATE,REMOTE_ACCESS,Nashik,Maharashtra,53282.85,124589,0
CASE_001695,DIRECT_CASHOUT,REMOTE_ACCESS,Hyderabad,Telangana,72132.45,126949,0
CASE_001696,FAN_IN,INVESTMENT_FRAUD,Pune,Maharashtra,29248.36,91323,0
CASE_001697,MULTI_HOP,JOB_FRAUD,Nagpur,Maharashtra,224508.12,65087,0
CASE_001698,CROSS_BORDER,DIGITAL_ARREST,Hyderabad,Telangana,39731.6,84701,0
CASE_001699,ADAPTIVE,DIGITAL_ARREST,Nagpur,Maharashtra,93517.87,225191,1
CASE_001700,FAN_IN,JOB_FRAUD,Nashik,Maharashtra,60284.62,68701,0
CASE_001701,MULTI_HOP,DIGITAL_ARREST,Pune,Maharashtra,23136.05,31280,0
CASE_001702,DIGITAL_ASSET,UPI_FRAUD,Bengaluru,Karnataka,19643.61,251552,0
CASE_001703,FAN_OUT,INVESTMENT_FRAUD,Hyderabad,Telangana,62678.59,54143,0
CASE_001704,FAN_IN,JOB_FRAUD,Mumbai,Maharashtra,30040.95,50684,0
CASE_001705,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,53407.36,257950,0
CASE_001706,DIGITAL_ASSET,INVESTMENT_FRAUD,Ahmedabad,Gujarat,20344.26,211748,0
CASE_001707,FAN_OUT,JOB_FRAUD,Chennai,Tamil Nadu,19560.43,61925,0
CASE_001708,DIRECT_CASHOUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,106439.19,60843,0
CASE_001709,ADAPTIVE,ROMANCE_FRAUD,Nagpur,Maharashtra,9930.88,252855,1
CASE_001710,ADAPTIVE,PHISHING,Chennai,Tamil Nadu,67125.09,234952,1
CASE_001711,CROSS_STATE,REMOTE_ACCESS,Kolkata,West Bengal,17648.34,86499,0
CASE_001712,FAN_OUT,ROMANCE_FRAUD,Ahmedabad,Gujarat,13648.02,228945,0
CASE_001713,MULTI_HOP,INVESTMENT_FRAUD,Bengaluru,Karnataka,19771.9,3582,0
CASE_001714,DIGITAL_ASSET,REMOTE_ACCESS,Bengaluru,Karnataka,327742.56,102875,0
CASE_001715,FAN_OUT,UPI_FRAUD,Delhi,Delhi,15936.62,81201,0
CASE_001716,CROSS_STATE,PHISHING,Ahmedabad,Gujarat,443653.84,467,0
CASE_001717,CROSS_BORDER,REMOTE_ACCESS,Nagpur,Maharashtra,26912.88,165582,0
CASE_001718,FAN_IN,UPI_FRAUD,Bengaluru,Karnataka,27239.44,44599,0
CASE_001719,CROSS_BORDER,INVESTMENT_FRAUD,Kolkata,West Bengal,22169.59,193417,0
CASE_001720,ADAPTIVE,UPI_FRAUD,Kolkata,West Bengal,28223.91,239271,1
CASE_001721,DIRECT_CASHOUT,DIGITAL_ARREST,Nagpur,Maharashtra,18839.91,29542,0
CASE_001722,MULTI_HOP,REMOTE_ACCESS,Kolkata,West Bengal,244271.32,151194,0
CASE_001723,CROSS_STATE,INVESTMENT_FRAUD,Bengaluru,Karnataka,146067.02,142889,0
CASE_001724,CROSS_STATE,INVESTMENT_FRAUD,Delhi,Delhi,79253.76,252724,0
CASE_001725,FAN_IN,PHISHING,Nashik,Maharashtra,88328.17,119980,0
CASE_001726,CROSS_STATE,DIGITAL_ARREST,Nagpur,Maharashtra,6855.01,112594,0
CASE_001727,FAN_IN,DIGITAL_ARREST,Pune,Maharashtra,8711.16,3298,0
CASE_001728,ADAPTIVE,UPI_FRAUD,Delhi,Delhi,269434.84,207209,1
CASE_001729,DIRECT_CASHOUT,DIGITAL_ARREST,Chennai,Tamil Nadu,131820.85,28351,0
CASE_001730,DIGITAL_ASSET,REMOTE_ACCESS,Nashik,Maharashtra,138179.1,135057,0
CASE_001731,CROSS_STATE,INVESTMENT_FRAUD,Nagpur,Maharashtra,187730.24,67803,0
CASE_001732,FAN_IN,INVESTMENT_FRAUD,Bengaluru,Karnataka,61993.51,159298,0
CASE_001733,MULTI_HOP,JOB_FRAUD,Ahmedabad,Gujarat,199385.08,32909,0
CASE_001734,FAN_OUT,REMOTE_ACCESS,Hyderabad,Telangana,106668.36,159812,0
CASE_001735,DIGITAL_ASSET,UPI_FRAUD,Kolkata,West Bengal,59789.42,147135,0
CASE_001736,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,40887.36,194737,0
CASE_001737,FAN_IN,REMOTE_ACCESS,Ahmedabad,Gujarat,54250.79,134107,0
CASE_001738,DIRECT_CASHOUT,DIGITAL_ARREST,Hyderabad,Telangana,50425.31,77734,0
CASE_001739,FAN_OUT,PHISHING,Mumbai,Maharashtra,35270.35,146693,0
CASE_001740,FAN_IN,INVESTMENT_FRAUD,Nashik,Maharashtra,63077.92,97307,0
CASE_001741,DIGITAL_ASSET,DIGITAL_ARREST,Chennai,Tamil Nadu,68115.05,194770,0
CASE_001742,DIGITAL_ASSET,REMOTE_ACCESS,Kolkata,West Bengal,826961.3,61182,0
CASE_001743,ADAPTIVE,JOB_FRAUD,Chennai,Tamil Nadu,108787.65,20379,1
CASE_001744,MULTI_HOP,JOB_FRAUD,Nashik,Maharashtra,4970.8,185860,0
CASE_001745,DIGITAL_ASSET,UPI_FRAUD,Pune,Maharashtra,235968.51,2471,0
CASE_001746,DIRECT_CASHOUT,UPI_FRAUD,Delhi,Delhi,160492.15,219675,0
CASE_001747,DIGITAL_ASSET,DIGITAL_ARREST,Delhi,Delhi,31435.18,41406,0
CASE_001748,CROSS_STATE,REMOTE_ACCESS,Pune,Maharashtra,83832.43,214230,0
CASE_001749,FAN_IN,ROMANCE_FRAUD,Mumbai,Maharashtra,52355.43,205681,0
CASE_001750,CROSS_STATE,ROMANCE_FRAUD,Mumbai,Maharashtra,28419.84,249440,0
CASE_001751,MULTI_HOP,JOB_FRAUD,Bengaluru,Karnataka,72740.27,174968,0
CASE_001752,DIRECT_CASHOUT,DIGITAL_ARREST,Kolkata,West Bengal,19258.34,203943,0
CASE_001753,FAN_IN,ROMANCE_FRAUD,Delhi,Delhi,83549.86,128193,0
CASE_001754,MULTI_HOP,ROMANCE_FRAUD,Bengaluru,Karnataka,7779.36,145494,0
CASE_001755,DIRECT_CASHOUT,DIGITAL_ARREST,Nashik,Maharashtra,87097.22,200358,0
CASE_001756,CROSS_STATE,PHISHING,Ahmedabad,Gujarat,132150.7,194355,0
CASE_001757,FAN_OUT,ROMANCE_FRAUD,Nagpur,Maharashtra,1798255.96,224351,0
CASE_001758,FAN_IN,REMOTE_ACCESS,Nashik,Maharashtra,39570.52,15798,0
CASE_001759,MULTI_HOP,INVESTMENT_FRAUD,Nagpur,Maharashtra,38177.96,888,0
CASE_001760,DIGITAL_ASSET,DIGITAL_ARREST,Ahmedabad,Gujarat,210109.14,118985,0
CASE_001761,DIGITAL_ASSET,REMOTE_ACCESS,Bengaluru,Karnataka,6442.86,45672,0
CASE_001762,DIGITAL_ASSET,PHISHING,Nashik,Maharashtra,25767.87,97534,0
CASE_001763,MULTI_HOP,REMOTE_ACCESS,Chennai,Tamil Nadu,17206.59,81811,0
CASE_001764,CROSS_STATE,ROMANCE_FRAUD,Delhi,Delhi,23856.48,90243,0
CASE_001765,MULTI_HOP,JOB_FRAUD,Chennai,Tamil Nadu,3000.0,115722,0
CASE_001766,MULTI_HOP,ROMANCE_FRAUD,Nagpur,Maharashtra,96679.46,145215,0
CASE_001767,CROSS_STATE,UPI_FRAUD,Mumbai,Maharashtra,1205070.16,31713,0
CASE_001768,CROSS_STATE,UPI_FRAUD,Kolkata,West Bengal,28070.58,28444,0
CASE_001769,DIRECT_CASHOUT,REMOTE_ACCESS,Ahmedabad,Gujarat,70016.19,203965,0
CASE_001770,ADAPTIVE,PHISHING,Pune,Maharashtra,11447.23,118499,1
CASE_001771,CROSS_BORDER,DIGITAL_ARREST,Delhi,Delhi,116642.99,101369,0
CASE_001772,CROSS_STATE,UPI_FRAUD,Bengaluru,Karnataka,90378.8,3148,0
CASE_001773,MULTI_HOP,REMOTE_ACCESS,Mumbai,Maharashtra,120459.87,234734,0
CASE_001774,DIRECT_CASHOUT,ROMANCE_FRAUD,Delhi,Delhi,17838.88,221377,0
CASE_001775,MULTI_HOP,DIGITAL_ARREST,Ahmedabad,Gujarat,45069.69,194944,0
CASE_001776,FAN_IN,PHISHING,Nagpur,Maharashtra,146453.45,143483,0
CASE_001777,DIRECT_CASHOUT,INVESTMENT_FRAUD,Mumbai,Maharashtra,19166.09,67015,0
CASE_001778,DIRECT_CASHOUT,ROMANCE_FRAUD,Chennai,Tamil Nadu,5785.15,251630,0
CASE_001779,MULTI_HOP,DIGITAL_ARREST,Bengaluru,Karnataka,40541.48,99403,0
CASE_001780,FAN_OUT,ROMANCE_FRAUD,Ahmedabad,Gujarat,4590.57,156830,0
CASE_001781,FAN_OUT,UPI_FRAUD,Pune,Maharashtra,39256.8,60533,0
CASE_001782,DIGITAL_ASSET,UPI_FRAUD,Nagpur,Maharashtra,126339.66,139834,0
CASE_001783,MULTI_HOP,INVESTMENT_FRAUD,Kolkata,West Bengal,235469.44,150272,0
CASE_001784,MULTI_HOP,REMOTE_ACCESS,Kolkata,West Bengal,155390.34,211240,0
CASE_001785,CROSS_STATE,UPI_FRAUD,Pune,Maharashtra,156353.39,221364,0
CASE_001786,DIRECT_CASHOUT,INVESTMENT_FRAUD,Ahmedabad,Gujarat,363831.62,200721,0
CASE_001787,DIRECT_CASHOUT,UPI_FRAUD,Ahmedabad,Gujarat,16676.57,29476,0
CASE_001788,FAN_OUT,INVESTMENT_FRAUD,Bengaluru,Karnataka,34894.07,74371,0
CASE_001789,FAN_OUT,ROMANCE_FRAUD,Mumbai,Maharashtra,337670.04,139197,0
CASE_001790,CROSS_STATE,PHISHING,Bengaluru,Karnataka,69932.51,26445,0
CASE_001791,DIRECT_CASHOUT,UPI_FRAUD,Pune,Maharashtra,7484.71,146848,0
CASE_001792,CROSS_STATE,ROMANCE_FRAUD,Kolkata,West Bengal,110302.61,71600,0
CASE_001793,ADAPTIVE,ROMANCE_FRAUD,Ahmedabad,Gujarat,48148.1,211029,1
CASE_001794,CROSS_STATE,ROMANCE_FRAUD,Delhi,Delhi,14518.17,194307,0
CASE_001795,MULTI_HOP,PHISHING,Hyderabad,Telangana,23295.57,160042,0
CASE_001796,DIGITAL_ASSET,PHISHING,Chennai,Tamil Nadu,105817.66,233599,0
CASE_001797,DIRECT_CASHOUT,UPI_FRAUD,Bengaluru,Karnataka,20229.07,129076,0
CASE_001798,FAN_IN,REMOTE_ACCESS,Mumbai,Maharashtra,340461.06,221420,0
CASE_001799,MULTI_HOP,REMOTE_ACCESS,Hyderabad,Telangana,156192.13,180782,0
CASE_001800,ADAPTIVE,JOB_FRAUD,Nagpur,Maharashtra,11851.57,77474,1
CASE_001801,DIRECT_CASHOUT,PHISHING,Hyderabad,Telangana,136059.7,150816,0
CASE_001802,FAN_IN,PHISHING,Nagpur,Maharashtra,306624.05,209309,0
CASE_001803,DIGITAL_ASSET,PHISHING,Nagpur,Maharashtra,48116.8,221677,0
CASE_001804,FAN_IN,JOB_FRAUD,Chennai,Tamil Nadu,144537.73,73198,0
CASE_001805,CROSS_BORDER,INVESTMENT_FRAUD,Delhi,Delhi,24791.66,71701,0
CASE_001806,DIGITAL_ASSET,REMOTE_ACCESS,Mumbai,Maharashtra,338988.5,118571,0
CASE_001807,ADAPTIVE,REMOTE_ACCESS,Chennai,Tamil Nadu,13661.12,159810,1
CASE_001808,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,26725.72,188859,0
CASE_001809,CROSS_STATE,PHISHING,Delhi,Delhi,12870.5,116291,0
