case_id,split
CASE_001733,train
CASE_000868,train
CASE_005645,train
CASE_000680,train
CASE_007775,train
CASE_007962,train
CASE_003422,train
CASE_000380,train
CASE_004680,train
CASE_002431,train
CASE_008576,train
CASE_005120,train
CASE_004282,train
CASE_005327,train
CASE_008261,train
CASE_009307,train
CASE_007292,train
CASE_008273,train
CASE_003150,train
CASE_003018,train
CASE_004338,train
CASE_006953,train
CASE_006553,train
CASE_003350,train
CASE_000270,train
CASE_002718,train
CASE_003118,train
CASE_002465,train
CASE_005526,train
CASE_000151,train
CASE_009758,train
CASE_009501,train
CASE_002932,train
CASE_009846,train
CASE_000655,train
CASE_009528,train
CASE_007681,train
CASE_003544,train
CASE_003403,train
CASE_001104,train
CASE_008042,train
CASE_005260,train
CASE_003887,train
CASE_008768,train
CASE_009190,train
CASE_007080,train
CASE_002220,train
CASE_009867,train
CASE_000569,train
CASE_002894,train
CASE_001746,train
CASE_002619,train
CASE_005858,train
CASE_003325,train
CASE_004993,train
CASE_003101,train
CASE_006739,train
CASE_005548,train
CASE_004758,train
CASE_008751,train
CASE_006234,train
CASE_001036,train
CASE_007416,train
CASE_003352,train
CASE_005790,train
CASE_004021,train
CASE_003255,train
CASE_000439,train
CASE_008573,train
CASE_003723,train
CASE_003336,train
CASE_008281,train
CASE_000487,train
CASE_005305,train
CASE_000433,train
CASE_009633,train
CASE_009998,train
CASE_006164,train
CASE_004910,train
CASE_008932,train
CASE_005659,train
CASE_007825,train
CASE_002543,train
CASE_005142,train
CASE_000211,train
CASE_001822,train
CASE_006337,train
CASE_002884,train
CASE_009176,train
CASE_008692,train
CASE_005055,train
CASE_009828,train
CASE_005170,train
CASE_004863,train
CASE_007747,train
CASE_000687,train
CASE_003744,train
CASE_004146,train
CASE_003027,train
CASE_006212,train
CASE_002316,train
CASE_009155,train
CASE_007594,train
CASE_009593,train
CASE_008351,train
CASE_001877,train
CASE_000496,train
CASE_002063,train
CASE_003410,train
CASE_003892,train
CASE_006866,train
CASE_002807,train
CASE_001991,train
CASE_003082,train
CASE_005442,train
CASE_002941,train
CASE_001503,train
CASE_009166,train
CASE_008941,train
CASE_001916,train
CASE_006293,train
CASE_000022,train
CASE_004040,train
CASE_004815,train
CASE_007672,train
CASE_008879,train
CASE_008619,train
CASE_002249,train
CASE_006842,train
CASE_002899,train
CASE_009784,train
CASE_000376,train
CASE_007542,train
CASE_000759,train
CASE_000630,train
CASE_008827,train
CASE_001377,train
CASE_004313,train
CASE_007570,train
CASE_007045,train
CASE_009061,train
CASE_008513,train
CASE_005391,train
CASE_006691,train
CASE_003115,train
CASE_001852,train
CASE_000784,train
CASE_008742,train
CASE_000011,train
CASE_001538,train
CASE_000325,train
CASE_007769,train
CASE_005557,train
CASE_006004,train
CASE_004929,train
CASE_002774,train
CASE_000247,train
CASE_008319,train
CASE_001992,train
CASE_007891,train
CASE_008862,train
CASE_004967,train
CASE_001537,train
CASE_000029,train
CASE_008343,train
CASE_009362,train
CASE_000864,train
CASE_004347,train
CASE_004833,train
CASE_004981,train
CASE_001602,train
CASE_006012,train
CASE_008994,train
CASE_008842,train
CASE_003737,train
CASE_007502,train
CASE_004530,train
CASE_004473,train
CASE_000285,train
CASE_009324,train
CASE_006223,train
CASE_009328,train
CASE_003851,train
CASE_001996,train
CASE_001061,train
CASE_000257,train
CASE_009083,train
CASE_008811,train
CASE_008277,train
CASE_000018,train
CASE_001205,train
CASE_002701,train
CASE_007933,train
CASE_008888,train
CASE_005582,train
CASE_003377,train
CASE_004228,train
CASE_004394,train
CASE_008398,train
CASE_006319,train
CASE_005105,train
CASE_006409,train
CASE_005139,train
CASE_004317,train
CASE_002013,train
CASE_008052,train
CASE_007756,train
CASE_003510,train
CASE_007779,train
CASE_003191,train
CASE_009351,train
CASE_000077,train
CASE_000459,train
CASE_005566,train
CASE_009537,train
CASE_006764,train
CASE_003411,train
CASE_001756,train
CASE_004898,train
CASE_009509,train
CASE_007211,train
CASE_003328,train
CASE_009887,train
CASE_002347,train
CASE_001573,train
CASE_009457,train
CASE_008080,train
CASE_008028,train
CASE_002733,train
CASE_007914,train
CASE_001586,train
CASE_001866,train
CASE_000790,train
CASE_001617,train
CASE_001257,train
CASE_009226,train
CASE_008690,train
CASE_004800,train
CASE_005175,train
CASE_005026,train
CASE_007099,train
CASE_007252,train
CASE_002189,train
CASE_008267,train
CASE_009709,train
CASE_004297,train
CASE_009597,train
CASE_004890,train
CASE_001994,train
CASE_002296,train
CASE_004036,train
CASE_007094,train
CASE_008068,train
CASE_000233,train
CASE_002215,train
CASE_003232,train
CASE_003248,train
CASE_002877,train
CASE_005486,train
CASE_009548,train
CASE_008177,train
CASE_002697,train
CASE_007951,train
CASE_009679,train
CASE_009498,train
CASE_007282,train
CASE_002236,train
CASE_007860,train
CASE_008574,train
CASE_002065,train
CASE_002184,train
CASE_002642,train
CASE_005777,train
CASE_006891,train
CASE_004414,train
CASE_000457,train
CASE_009753,train
CASE_003826,train
CASE_007587,train
CASE_004904,train
CASE_006183,train
CASE_003463,train
CASE_006258,train
CASE_004445,train
CASE_007351,train
CASE_009768,train
CASE_002384,train
CASE_005896,train
CASE_003371,train
CASE_008432,train
CASE_000488,train
CASE_000692,train
CASE_004744,train
CASE_004066,train
CASE_002449,train
CASE_006281,train
CASE_000120,train
CASE_001594,train
CASE_003717,train
CASE_001411,train
CASE_006963,train
CASE_007805,train
CASE_006157,train
CASE_001109,train
CASE_009895,train
CASE_005978,train
CASE_008787,train
CASE_004404,train
CASE_001321,train
CASE_006894,train
CASE_002806,train
CASE_005374,train
CASE_001813,train
CASE_009441,train
CASE_008961,train
CASE_000477,train
CASE_001350,train
CASE_001417,train
CASE_008765,train
CASE_006379,train
CASE_004937,train
CASE_002516,train
CASE_001906,train
CASE_004474,train
CASE_004528,train
CASE_007329,train
CASE_002488,train
CASE_009891,train
CASE_000449,train
CASE_000176,train
CASE_002427,train
CASE_002212,train
CASE_002849,train
CASE_004210,train
CASE_002356,train
CASE_000104,train
CASE_003788,train
CASE_008784,train
CASE_001242,train
CASE_006819,train
CASE_008166,train
CASE_005884,train
CASE_006306,train
CASE_005414,train
CASE_006147,train
CASE_004068,train
CASE_002602,train
CASE_001312,train
CASE_004529,train
CASE_003380,train
CASE_007887,train
CASE_004611,train
CASE_000584,train
CASE_007321,train
CASE_005561,train
CASE_002831,train
CASE_007108,train
CASE_005429,train
CASE_006992,train
CASE_001651,train
CASE_006588,train
CASE_004048,train
CASE_001279,train
CASE_008570,train
CASE_004365,train
CASE_006515,train
CASE_002637,train
CASE_006798,train
CASE_009880,train
CASE_003938,train
CASE_006269,train
CASE_006245,train
CASE_005223,train
CASE_003467,train
CASE_007008,train
CASE_000462,train
CASE_003817,train
CASE_005046,train
CASE_001474,train
CASE_005184,train
CASE_008263,train
CASE_002052,train
CASE_003590,train
CASE_007098,train
CASE_009443,train
CASE_009272,train
CASE_002775,train
CASE_005517,train
CASE_000525,train
CASE_003270,train
CASE_005932,train
CASE_007296,train
CASE_004502,train
CASE_001039,train
CASE_000267,train
CASE_005416,train
CASE_006170,train
CASE_008885,train
CASE_004780,train
CASE_000705,train
CASE_005974,train
CASE_008861,train
CASE_005291,train
CASE_005164,train
CASE_005778,train
CASE_003067,train
CASE_009815,train
CASE_001318,train
CASE_007448,train
CASE_006509,train
CASE_003767,train
CASE_008485,train
CASE_009030,train
CASE_005087,train
CASE_005413,train
CASE_003157,train
CASE_008801,train
CASE_005888,train
CASE_002871,train
CASE_002502,train
CASE_004371,train
CASE_007606,train
CASE_009552,train
CASE_008023,train
CASE_002245,train
CASE_000860,train
CASE_003078,train
CASE_004584,train
CASE_004038,train
CASE_005469,train
CASE_007205,train
CASE_006332,train
CASE_001795,train
CASE_000385,train
CASE_009547,train
CASE_004893,train
CASE_009065,train
CASE_007897,train
CASE_006944,train
CASE_009978,train
CASE_001889,train
CASE_006906,train
CASE_005614,train
CASE_004221,train
CASE_001088,train
CASE_009239,train
CASE_005708,train
CASE_005793,train
CASE_005485,train
CASE_004583,train
CASE_003071,train
CASE_007253,train
CASE_004541,train
CASE_005340,train
CASE_008259,train
CASE_004774,train
CASE_000378,train
CASE_002125,train
CASE_003399,train
CASE_008504,train
CASE_006430,train
CASE_000873,train
CASE_001170,train
CASE_001645,train
CASE_002927,train
CASE_000594,train
CASE_005437,train
CASE_001707,train
CASE_008579,train
CASE_004596,train
CASE_008350,train
CASE_001176,train
CASE_006373,train
CASE_006980,train
CASE_008086,train
CASE_009133,train
CASE_002848,train
CASE_000238,train
CASE_007435,train
CASE_006927,train
CASE_004763,train
CASE_001315,train
CASE_005848,train
CASE_005851,train
CASE_004396,train
CASE_005653,train
CASE_003760,train
CASE_009026,train
CASE_007861,train
CASE_009214,train
CASE_005361,train
CASE_002596,train
CASE_003063,train
CASE_008349,train
CASE_002372,train
CASE_008569,train
CASE_006867,train
CASE_009952,train
CASE_000493,train
CASE_000246,train
CASE_009620,train
CASE_002523,train
CASE_004713,train
CASE_003595,train
CASE_002468,train
CASE_006352,train
CASE_009727,train
CASE_006033,train
CASE_006404,train
CASE_002956,train
CASE_004235,train
CASE_003907,train
CASE_003298,train
CASE_006497,train
CASE_000645,train
CASE_002809,train
CASE_003705,train
CASE_006630,train
CASE_004476,train
CASE_005182,train
CASE_006357,train
CASE_008822,train
CASE_007819,train
CASE_007067,train
CASE_005476,train
CASE_003583,train
CASE_007627,train
CASE_008215,train
CASE_005382,train
CASE_003490,train
CASE_004216,train
CASE_001405,train
CASE_004323,train
CASE_008210,train
CASE_002343,train
CASE_008660,train
CASE_006656,train
CASE_005741,train
CASE_002704,train
CASE_007483,train
CASE_007679,train
CASE_002243,train
CASE_000920,train
CASE_009995,train
CASE_005555,train
CASE_001555,train
CASE_004035,train
CASE_007407,train
CASE_008749,train
CASE_007689,train
CASE_002314,train
CASE_008964,train
CASE_003600,train
CASE_008498,train
CASE_002276,train
CASE_007139,train
CASE_004614,train
CASE_006444,train
CASE_009092,train
CASE_007042,train
CASE_000674,train
CASE_004156,train
CASE_006017,train
CASE_007123,train
CASE_009619,train
CASE_000057,train
CASE_009383,train
CASE_002185,train
CASE_008097,train
CASE_004709,train
CASE_004254,train
CASE_005650,train
CASE_006768,train
CASE_001384,train
CASE_009773,train
CASE_004443,train
CASE_004360,train
CASE_000197,train
CASE_003895,train
CASE_004457,train
CASE_003347,train
CASE_001141,train
CASE_009515,train
CASE_003931,train
CASE_008832,train
CASE_003832,train
CASE_007382,train
CASE_004390,train
CASE_006776,train
CASE_003537,train
CASE_005773,train
CASE_008371,train
CASE_001195,train
CASE_008127,train
CASE_000043,train
CASE_001653,train
CASE_007300,train
CASE_007072,train
CASE_003735,train
CASE_009252,train
CASE_009578,train
CASE_005426,train
CASE_002636,train
CASE_008048,train
CASE_001860,train
CASE_003968,train
CASE_000021,train
CASE_001536,train
CASE_006209,train
CASE_004191,train
CASE_002514,train
CASE_001583,train
CASE_005153,train
CASE_009496,train
CASE_008992,train
CASE_004964,train
CASE_004743,train
CASE_006506,train
CASE_005996,train
CASE_008520,train
CASE_006053,train
CASE_006706,train
CASE_001491,train
CASE_003182,train
CASE_002731,train
CASE_005068,train
CASE_006413,train
CASE_009311,train
CASE_006941,train
CASE_004755,train
CASE_005461,train
CASE_003040,train
CASE_006196,train
CASE_000517,train
CASE_008309,train
CASE_008901,train
CASE_007049,train
CASE_009713,train
CASE_000575,train
CASE_004165,train
CASE_006244,train
CASE_007174,train
CASE_005586,train
CASE_008893,train
CASE_007791,train
CASE_009715,train
CASE_002482,train
CASE_004174,train
CASE_007759,train
CASE_002337,train
CASE_006811,train
CASE_008880,train
CASE_002078,train
CASE_004051,train
CASE_002521,train
CASE_007234,train
CASE_006285,train
CASE_002747,train
CASE_006216,train
CASE_008395,train
CASE_002589,train
CASE_008270,train
CASE_005385,train
CASE_008400,train
CASE_003041,train
CASE_007379,train
CASE_007596,train
CASE_000507,train
CASE_007641,train
CASE_009378,train
CASE_006136,train
CASE_004658,train
CASE_001202,train
CASE_000782,train
CASE_003381,train
CASE_002645,train
CASE_005475,train
CASE_005294,train
CASE_006604,train
CASE_005173,train
CASE_004229,train
CASE_008779,train
CASE_009986,train
CASE_000171,train
CASE_006286,train
CASE_008489,train
CASE_009740,train
CASE_003085,train
CASE_000300,train
CASE_000743,train
CASE_002453,train
CASE_002231,train
CASE_008940,train
CASE_002500,train
CASE_008999,train
CASE_005782,train
CASE_003581,train
CASE_006260,train
CASE_006056,train
CASE_003691,train
CASE_007883,train
CASE_003211,train
CASE_008125,train
CASE_009038,train
CASE_005547,train
CASE_001077,train
CASE_007545,train
CASE_007370,train
CASE_001473,train
CASE_005127,train
CASE_008033,train
CASE_006825,train
CASE_004188,train
CASE_000492,train
CASE_007164,train
CASE_000327,train
CASE_008641,train
CASE_004078,train
CASE_000842,train
CASE_005506,train
CASE_003513,train
CASE_006722,train
CASE_004118,train
CASE_003317,train
CASE_005441,train
CASE_005035,train
CASE_009293,train
CASE_001532,train
CASE_008035,train
CASE_005898,train
CASE_004667,train
CASE_007344,train
CASE_006563,train
CASE_001719,train
CASE_005667,train
CASE_007618,train
CASE_004314,train
CASE_008582,train
CASE_004487,train
CASE_009036,train
CASE_004377,train
CASE_000514,train
CASE_009903,train
CASE_007487,train
CASE_003285,train
CASE_001910,train
CASE_009079,train
CASE_002087,train
CASE_005661,train
CASE_008219,train
CASE_006155,train
CASE_003742,train
CASE_007128,train
CASE_001690,train
CASE_009725,train
CASE_000144,train
CASE_008722,train
CASE_004966,train
CASE_005875,train
CASE_005673,train
CASE_003800,train
CASE_009280,train
CASE_005037,train
CASE_004870,train
CASE_006066,train
CASE_005924,train
CASE_000824,train
CASE_003806,train
CASE_002931,train
CASE_002049,train
CASE_003597,train
CASE_007993,train
CASE_006494,train
CASE_000432,train
CASE_004564,train
CASE_004176,train
CASE_007209,train
CASE_001663,train
CASE_005883,train
CASE_005775,train
CASE_009543,train
CASE_001241,train
CASE_009664,train
CASE_005222,train
CASE_003477,train
CASE_003379,train
CASE_008310,train
CASE_009017,train
CASE_001623,train
CASE_004996,train
CASE_000624,train
CASE_006224,train
CASE_008101,train
CASE_008084,train
CASE_001798,train
CASE_003704,train
CASE_009300,train
CASE_006288,train
CASE_005015,train
CASE_009901,train
CASE_003629,train
CASE_003643,train
CASE_003031,train
CASE_006102,train
CASE_005779,train
CASE_009536,train
CASE_004335,train
CASE_009050,train
CASE_000748,train
CASE_001100,train
CASE_008928,train
CASE_008757,train
CASE_003675,train
CASE_006377,train
CASE_003483,train
CASE_002127,train
CASE_006025,train
CASE_007418,train
CASE_007303,train
CASE_000805,train
CASE_009011,train
CASE_009795,train
CASE_004212,train
CASE_004478,train
CASE_005027,train
CASE_000952,train
CASE_000883,train
CASE_006943,train
CASE_008301,train
CASE_000047,train
CASE_002933,train
CASE_007716,train
CASE_003186,train
CASE_008656,train
CASE_005857,train
CASE_001174,train
CASE_006382,train
CASE_003137,train
CASE_007058,train
CASE_006474,train
CASE_002570,train
CASE_003074,train
CASE_001316,train
CASE_004092,train
CASE_000007,train
CASE_006120,train
CASE_001963,train
CASE_001666,train
CASE_000101,train
CASE_001135,train
CASE_006484,train
CASE_001858,train
CASE_003535,train
CASE_003247,train
CASE_007810,train
CASE_009341,train
CASE_000709,train
CASE_002965,train
CASE_002305,train
CASE_005535,train
CASE_003730,train
CASE_006450,train
CASE_001352,train
CASE_003424,train
CASE_005622,train
CASE_009485,train
CASE_002620,train
CASE_005679,train
CASE_005157,train
CASE_000892,train
CASE_006159,train
CASE_003579,train
CASE_007753,train
CASE_009971,train
CASE_005789,train
CASE_000466,train
CASE_003918,train
CASE_006653,train
CASE_002259,train
CASE_006179,train
CASE_005107,train
CASE_003315,train
CASE_004251,train
CASE_003548,train
CASE_001237,train
CASE_004928,train
CASE_008503,train
CASE_006174,train
CASE_001870,train
CASE_004308,train
CASE_005886,train
CASE_005204,train
CASE_007928,train
CASE_006152,train
CASE_003125,train
CASE_008355,train
CASE_000530,train
CASE_002364,train
CASE_003616,train
CASE_001168,train
CASE_007389,train
CASE_001812,train
CASE_006717,train
CASE_000472,train
CASE_002478,train
CASE_007304,train
CASE_003694,train
CASE_004788,train
CASE_004058,train
CASE_005861,train
CASE_008147,train
CASE_005706,train
CASE_007760,train
CASE_005719,train
CASE_004861,train
CASE_004072,train
CASE_005772,train
CASE_006479,train
CASE_001850,train
CASE_002108,train
CASE_009140,train
CASE_004190,train
CASE_002111,train
CASE_000111,train
CASE_005876,train
CASE_008160,train
CASE_009761,train
CASE_005844,train
CASE_004749,train
CASE_001553,train
CASE_003307,train
CASE_003389,train
CASE_008295,train
CASE_001873,train
CASE_008807,train
CASE_007220,train
CASE_003412,train
CASE_009823,train
CASE_005110,train
CASE_005796,train
CASE_009029,train
CASE_006595,train
CASE_006831,train
CASE_009134,train
CASE_002230,train
CASE_005510,train
CASE_000641,train
CASE_006640,train
CASE_005771,train
CASE_001121,train
CASE_008925,train
CASE_009524,train
CASE_007404,train
CASE_006646,train
CASE_005528,train
CASE_004024,train
CASE_008922,train
CASE_006052,train
CASE_000228,train
CASE_000888,train
CASE_005264,train
CASE_003559,train
CASE_002868,train
CASE_009229,train
CASE_008015,train
CASE_002664,train
CASE_000890,train
CASE_001886,train
CASE_007974,train
CASE_006920,train
CASE_009919,train
CASE_000102,train
CASE_005255,train
CASE_005740,train
CASE_006650,train
CASE_003821,train
CASE_000503,train
CASE_001887,train
CASE_007159,train
CASE_000511,train
CASE_005994,train
CASE_007815,train
CASE_005227,train
CASE_007511,train
CASE_009532,train
CASE_007168,train
CASE_007777,train
CASE_006424,train
CASE_008488,train
CASE_007989,train
CASE_005696,train
CASE_006945,train
CASE_007613,train
CASE_008762,train
CASE_004915,train
CASE_004181,train
CASE_009695,train
CASE_007365,train
CASE_002182,train
CASE_004635,train
CASE_001618,train
CASE_002780,train
CASE_002660,train
CASE_004984,train
CASE_005418,train
CASE_009253,train
CASE_000518,train
CASE_002554,train
CASE_009962,train
CASE_004252,train
CASE_008076,train
CASE_008133,train
CASE_009890,train
CASE_007518,train
CASE_005270,train
CASE_003034,train
CASE_006058,train
CASE_005640,train
CASE_008131,train
CASE_000386,train
CASE_001117,train
CASE_006795,train
CASE_003956,train
CASE_008397,train
CASE_003102,train
CASE_003770,train
CASE_007604,train
CASE_009238,train
CASE_002912,train
CASE_000414,train
CASE_007426,train
CASE_007142,train
CASE_004417,train
CASE_000686,train
CASE_004023,train
CASE_008464,train
CASE_004548,train
CASE_005303,train
CASE_004312,train
CASE_001125,train
CASE_000113,train
CASE_008302,train
CASE_008986,train
CASE_003678,train
CASE_002226,train
CASE_000393,train
CASE_005982,train
CASE_007271,train
CASE_000536,train
CASE_001218,train
CASE_000732,train
CASE_008654,train
CASE_000172,train
CASE_007557,train
CASE_008443,train
CASE_006725,train
CASE_005939,train
CASE_005134,train
CASE_008693,train
CASE_004526,train
CASE_004497,train
CASE_005893,train
CASE_002842,train
CASE_003429,train
CASE_006973,train
CASE_001199,train
CASE_004407,train
CASE_002520,train
CASE_009508,train
CASE_007807,train
CASE_005123,train
CASE_003361,train
CASE_000537,train
CASE_002923,train
CASE_009052,train
CASE_004483,train
CASE_006071,train
CASE_002693,train
CASE_004569,train
CASE_006998,train
CASE_005859,train
CASE_005111,train
CASE_000915,train
CASE_003762,train
CASE_001438,train
CASE_004101,train
CASE_002204,train
CASE_001650,train
CASE_001841,train
CASE_000147,train
CASE_001186,train
CASE_008519,train
CASE_005256,train
CASE_009339,train
CASE_005408,train
CASE_009707,train
CASE_008227,train
CASE_009369,train
CASE_008968,train
CASE_007704,train
CASE_008638,train
CASE_008225,train
CASE_002888,train
CASE_000006,train
CASE_008963,train
CASE_000552,train
CASE_005379,train
CASE_001960,train
CASE_001050,train
CASE_000409,train
CASE_007069,train
CASE_008172,train
CASE_007927,train
CASE_003660,train
CASE_002437,train
CASE_007439,train
CASE_007637,train
CASE_008470,train
CASE_007527,train
CASE_007930,train
CASE_003621,train
CASE_004866,train
CASE_009250,train
CASE_006986,train
CASE_001580,train
CASE_005152,train
CASE_000971,train
CASE_004606,train
CASE_004351,train
CASE_005322,train
CASE_002947,train
CASE_008233,train
CASE_008772,train
CASE_007715,train
CASE_003003,train
CASE_004977,train
CASE_003098,train
CASE_003219,train
CASE_008527,train
CASE_007485,train
CASE_005005,train
CASE_000821,train
CASE_003427,train
CASE_004872,train
CASE_005032,train
CASE_000718,train
CASE_005541,train
CASE_000865,train
CASE_007987,train
CASE_005452,train
CASE_008050,train
CASE_000595,train
CASE_009645,train
CASE_008882,train
CASE_005201,train
CASE_004386,train
CASE_006769,train
CASE_000163,train
CASE_008628,train
CASE_003809,train
CASE_009489,train
CASE_002180,train
CASE_001867,train
CASE_008447,train
CASE_009158,train
CASE_006570,train
CASE_005584,train
CASE_005685,train
CASE_003069,train
CASE_006682,train
CASE_009433,train
CASE_008317,train
CASE_005787,train
CASE_005794,train
CASE_003497,train
CASE_002442,train
CASE_008701,train
CASE_009781,train
CASE_001466,train
CASE_006928,train
CASE_006686,train
CASE_000149,train
CASE_008334,train
CASE_009365,train
CASE_004384,train
CASE_009474,train
CASE_006087,train
CASE_009184,train
CASE_005433,train
CASE_004439,train
CASE_008425,train
CASE_003346,train
CASE_004109,train
CASE_008012,train
CASE_001805,train
CASE_000808,train
CASE_009221,train
CASE_009712,train
CASE_003998,train
CASE_003276,train
CASE_004640,train
CASE_005080,train
CASE_008915,train
CASE_006720,train
CASE_004999,train
CASE_002732,train
CASE_004849,train
CASE_007199,train
CASE_009868,train
CASE_008824,train
CASE_006054,train
CASE_003699,train
CASE_002695,train
CASE_007902,train
CASE_002953,train
CASE_004939,train
CASE_002070,train
CASE_005301,train
CASE_008058,train
CASE_000051,train
CASE_006551,train
CASE_000014,train
CASE_004804,train
CASE_000735,train
CASE_001527,train
CASE_005387,train
CASE_007890,train
CASE_008188,train
CASE_000343,train
CASE_004825,train
CASE_000375,train
CASE_004960,train
CASE_007932,train
CASE_004761,train
CASE_003065,train
CASE_000760,train
CASE_006214,train
CASE_003468,train
CASE_007967,train
CASE_000574,train
CASE_008081,train
CASE_005226,train
CASE_009511,train
CASE_006438,train
CASE_006134,train
CASE_007340,train
CASE_005009,train
CASE_004762,train
CASE_007610,train
CASE_004226,train
CASE_005129,train
CASE_000059,train
CASE_009658,train
CASE_003281,train
CASE_001718,train
CASE_005321,train
CASE_007385,train
CASE_004070,train
CASE_001209,train
CASE_003578,train
CASE_004080,train
CASE_000326,train
CASE_003588,train
CASE_001646,train
CASE_008501,train
CASE_006835,train
CASE_002945,train
CASE_004806,train
CASE_002494,train
CASE_002613,train
CASE_005295,train
CASE_000940,train
CASE_009827,train
CASE_008702,train
CASE_006556,train
CASE_008054,train
CASE_004129,train
CASE_008640,train
CASE_008515,train
CASE_006061,train
CASE_009109,train
CASE_009335,train
CASE_005544,train
CASE_007486,train
CASE_003132,train
CASE_006714,train
CASE_008535,train
CASE_009413,train
CASE_005854,train
CASE_009044,train
CASE_006658,train
CASE_002913,train
CASE_000389,train
CASE_000567,train
CASE_005186,train
CASE_003023,train
CASE_004147,train
CASE_003286,train
CASE_008919,train
CASE_002535,train
CASE_006150,train
CASE_006354,train
CASE_003230,train
CASE_006313,train
CASE_008196,train
CASE_004821,train
CASE_006888,train
CASE_008828,train
CASE_002146,train
CASE_001694,train
CASE_009033,train
CASE_004018,train
CASE_000123,train
CASE_003677,train
CASE_002232,train
CASE_002075,train
CASE_001566,train
CASE_002324,train
CASE_002023,train
CASE_006916,train
CASE_002284,train
CASE_009765,train
CASE_004845,train
CASE_004126,train
CASE_005062,train
CASE_004903,train
CASE_001939,train
CASE_001974,train
CASE_001641,train
CASE_009073,train
CASE_006830,train
CASE_001605,train
CASE_009096,train
CASE_000407,train
CASE_005213,train
CASE_001919,train
CASE_002198,train
CASE_003006,train
CASE_002434,train
CASE_005616,train
CASE_006724,train
CASE_009257,train
CASE_008299,train
CASE_003769,train
CASE_004520,train
CASE_000260,train
CASE_000725,train
CASE_008869,train
CASE_008124,train
CASE_002328,train
CASE_001219,train
CASE_006287,train
CASE_004560,train
CASE_008241,train
CASE_008823,train
CASE_003655,train
CASE_007508,train
CASE_009810,train
CASE_002930,train
CASE_006290,train
CASE_009146,train
CASE_008580,train
CASE_005484,train
CASE_006371,train
CASE_009106,train
CASE_000660,train
CASE_002466,train
CASE_008734,train
CASE_007643,train
CASE_004145,train
CASE_000372,train
CASE_007793,train
CASE_000306,train
CASE_003587,train
CASE_003454,train
CASE_003367,train
CASE_005031,train
CASE_006752,train
CASE_003012,train
CASE_004696,train
CASE_001085,train
CASE_004926,train
CASE_003783,train
CASE_002878,train
CASE_004436,train
CASE_004431,train
CASE_000622,train
CASE_004450,train
CASE_003218,train
CASE_008197,train
CASE_000786,train
CASE_009150,train
CASE_000017,train
CASE_000858,train
CASE_002135,train
CASE_008282,train
CASE_009604,train
CASE_001324,train
CASE_007767,train
CASE_007586,train
CASE_003447,train
CASE_007127,train
CASE_002133,train
CASE_002370,train
CASE_001068,train
CASE_009931,train
CASE_008911,train
CASE_000373,train
CASE_005601,train
CASE_000091,train
CASE_006059,train
CASE_005729,train
CASE_004159,train
CASE_001878,train
CASE_001997,train
CASE_009385,train
CASE_000226,train
CASE_008826,train
CASE_002089,train
CASE_004771,train
CASE_004096,train
CASE_001430,train
CASE_006262,train
CASE_001627,train
CASE_000826,train
CASE_008758,train
CASE_006198,train
CASE_007784,train
CASE_002764,train
CASE_003274,train
CASE_006855,train
CASE_002937,train
CASE_007830,train
CASE_008727,train
CASE_002383,train
CASE_008465,train
CASE_009005,train
CASE_008018,train
CASE_004132,train
CASE_006265,train
CASE_002962,train
CASE_006895,train
CASE_008914,train
CASE_009388,train
CASE_000629,train
CASE_004218,train
CASE_000160,train
CASE_001771,train
CASE_004013,train
CASE_006188,train
CASE_000621,train
CASE_001391,train
CASE_006555,train
CASE_008536,train
CASE_001807,train
CASE_001751,train
CASE_005720,train
CASE_000968,train
CASE_004865,train
CASE_006689,train
CASE_000371,train
CASE_006504,train
CASE_004924,train
CASE_004873,train
CASE_006255,train
CASE_004158,train
CASE_002292,train
CASE_004816,train
CASE_000980,train
CASE_007222,train
CASE_002906,train
CASE_004515,train
CASE_009640,train
CASE_006141,train
CASE_006670,train
CASE_005672,train
CASE_008195,train
CASE_006346,train
CASE_008905,train
CASE_004589,train
CASE_000033,train
CASE_007565,train
CASE_009416,train
CASE_009263,train
CASE_005534,train
CASE_009346,train
CASE_001517,train
CASE_007959,train
CASE_008208,train
CASE_003521,train
CASE_000662,train
CASE_005277,train
CASE_002904,train
CASE_009506,train
CASE_005198,train
CASE_005626,train
CASE_000508,train
CASE_002403,train
CASE_005973,train
CASE_000644,train
CASE_002326,train
CASE_000427,train
CASE_008204,train
CASE_008491,train
CASE_008435,train
CASE_000857,train
CASE_004374,train
CASE_004822,train
CASE_009672,train
CASE_002069,train
CASE_001713,train
CASE_004411,train
CASE_002605,train
CASE_006275,train
CASE_009535,train
CASE_000408,train
CASE_001924,train
CASE_009584,train
CASE_006082,train
CASE_003318,train
CASE_001558,train
CASE_008110,train
CASE_008192,train
CASE_006856,train
CASE_003305,train
CASE_002112,train
CASE_005542,train
CASE_001179,train
CASE_002414,train
CASE_005355,train
CASE_003894,train
CASE_006329,train
CASE_009322,train
CASE_007960,train
CASE_008113,train
CASE_005899,train
CASE_003799,train
CASE_007723,train
CASE_006879,train
CASE_002673,train
CASE_008331,train
CASE_001652,train
CASE_009755,train
CASE_001001,train
CASE_009947,train
CASE_001636,train
CASE_009074,train
CASE_006540,train
CASE_001415,train
CASE_007500,train
CASE_007479,train
CASE_000694,train
CASE_009047,train
CASE_002056,train
