atm_id,bank_id,city,state,latitude,longitude,baseline_daily_txn_volume,operating_24x7,synthetic_risk_zone
ATM_001642,BANK_11,Chennai,Tamil Nadu,13.101996,80.32872,1162,1,44
ATM_001643,BANK_05,Bengaluru,Karnataka,12.982622,77.598775,416,1,76
ATM_001644,BANK_05,Hyderabad,Telangana,17.445063,78.500267,1182,1,24
ATM_001645,BANK_10,Ahmedabad,Gujarat,23.020865,72.640178,487,1,87
ATM_001646,BANK_10,Kolkata,West Bengal,22.580684,88.377683,693,1,61
ATM_001647,BANK_09,Kolkata,West Bengal,22.557719,88.378549,692,1,5
ATM_001648,BANK_06,Kolkata,West Bengal,22.561896,88.318793,340,1,86
ATM_001649,BANK_11,Hyderabad,Telangana,17.495547,78.437083,1220,1,50
ATM_001650,BANK_11,Chennai,Tamil Nadu,13.042505,80.290459,1160,1,34
ATM_001651,BANK_12,Mumbai,Maharashtra,19.060711,72.859302,418,1,69
ATM_001652,BANK_02,Bengaluru,Karnataka,12.980615,77.574597,1389,1,48
ATM_001653,BANK_02,Pune,Maharashtra,18.538251,73.855436,302,0,11
ATM_001654,BANK_07,Bengaluru,Karnataka,12.984793,77.534161,556,0,20
ATM_001655,BANK_03,Nashik,Maharashtra,20.050188,73.87053,155,1,70
ATM_001656,BANK_13,Delhi,Delhi,28.630463,77.14952,255,1,79
ATM_001657,BANK_13,Pune,Maharashtra,18.533661,73.899558,397,1,54
ATM_001658,BANK_11,Hyderabad,Telangana,17.373829,78.411636,1145,1,39
ATM_001659,BANK_14,Pune,Maharashtra,18.483618,73.872256,1418,0,98
ATM_001660,BANK_10,Delhi,Delhi,28.657402,77.228674,1338,1,4
ATM_001661,BANK_14,Nagpur,Maharashtra,21.120814,79.060934,719,1,65
ATM_001662,BANK_08,Chennai,Tamil Nadu,13.033977,80.311597,412,1,2
ATM_001663,BANK_08,Pune,Maharashtra,18.556778,73.904507,1036,0,18
ATM_001664,BANK_01,Chennai,Tamil Nadu,13.113007,80.317059,1093,1,13
ATM_001665,BANK_11,Ahmedabad,Gujarat,22.997176,72.513755,483,1,60
ATM_001666,BANK_07,Bengaluru,Karnataka,13.005922,77.616721,974,1,14
ATM_001667,BANK_01,Ahmedabad,Gujarat,23.023169,72.503122,1271,1,82
ATM_001668,BANK_10,Pune,Maharashtra,18.51858,73.866363,527,1,75
ATM_001669,BANK_04,Bengaluru,Karnataka,12.954211,77.567288,1140,1,13
ATM_001670,BANK_06,Nagpur,Maharashtra,21.208393,79.108151,1083,1,39
ATM_001671,BANK_02,Nagpur,Maharashtra,21.190973,79.082535,200,1,31
ATM_001672,BANK_13,Kolkata,West Bengal,22.523345,88.385061,1195,0,47
ATM_001673,BANK_14,Ahmedabad,Gujarat,23.038716,72.612316,700,0,1
ATM_001674,BANK_06,Ahmedabad,Gujarat,23.040663,72.546143,706,0,97
ATM_001675,BANK_15,Hyderabad,Telangana,17.36472,78.47248,1461,0,76
ATM_001676,BANK_02,Nagpur,Maharashtra,21.133404,79.076875,235,1,84
ATM_001677,BANK_02,Delhi,Delhi,28.653387,77.179064,105,1,87
ATM_001678,BANK_12,Hyderabad,Telangana,17.378683,78.487004,928,1,5
ATM_001679,BANK_08,Ahmedabad,Gujarat,23.08793,72.589698,1548,0,55
ATM_001680,BANK_07,Ahmedabad,Gujarat,23.046968,72.560493,1432,1,39
ATM_001681,BANK_03,Kolkata,West Bengal,22.560936,88.331272,1412,1,89
ATM_001682,BANK_06,Bengaluru,Karnataka,12.993437,77.542648,735,0,57
ATM_001683,BANK_06,Ahmedabad,Gujarat,23.011427,72.562469,1098,1,36
ATM_001684,BANK_07,Nashik,Maharashtra,19.959566,73.821779,1128,1,17
ATM_001685,BANK_12,Delhi,Delhi,28.586158,77.164682,1101,1,52
ATM_001686,BANK_09,Hyderabad,Telangana,17.370252,78.515401,879,1,98
ATM_001687,BANK_09,Kolkata,West Bengal,22.546143,88.313678,1287,1,4
ATM_001688,BANK_13,Delhi,Delhi,28.632279,77.215795,1372,1,30
ATM_001689,BANK_15,Nagpur,Maharashtra,21.09362,79.03279,1752,1,51
ATM_001690,BANK_01,Bengaluru,Karnataka,12.934023,77.519001,84,1,34
ATM_001691,BANK_15,Delhi,Delhi,28.597273,77.207361,620,0,14
ATM_001692,BANK_13,Pune,Maharashtra,18.46513,73.86424,276,1,37
ATM_001693,BANK_09,Mumbai,Maharashtra,19.009036,72.882664,1773,1,25
ATM_001694,BANK_02,Kolkata,West Bengal,22.582871,88.290536,1497,1,99
ATM_001695,BANK_09,Ahmedabad,Gujarat,23.01979,72.560495,744,0,29
ATM_001696,BANK_06,Ahmedabad,Gujarat,23.029127,72.643967,1699,1,72
ATM_001697,BANK_15,Bengaluru,Karnataka,13.000056,77.518171,1748,1,35
ATM_001698,BANK_04,Nashik,Maharashtra,19.980369,73.827126,1054,1,35
ATM_001699,BANK_11,Bengaluru,Karnataka,13.014493,77.634192,113,1,44
ATM_001700,BANK_06,Nagpur,Maharashtra,21.217693,79.168235,794,1,11
ATM_001701,BANK_05,Hyderabad,Telangana,17.395022,78.55764,1315,1,13
ATM_001702,BANK_08,Delhi,Delhi,28.696626,77.24266,185,1,31
ATM_001703,BANK_11,Hyderabad,Telangana,17.359223,78.421818,458,1,59
ATM_001704,BANK_05,Bengaluru,Karnataka,12.98523,77.568408,1369,1,9
ATM_001705,BANK_03,Hyderabad,Telangana,17.375763,78.466734,1047,1,94
ATM_001706,BANK_15,Hyderabad,Telangana,17.378738,78.504869,639,1,73
ATM_001707,BANK_11,Bengaluru,Karnataka,13.037289,77.589776,1329,1,40
ATM_001708,BANK_04,Mumbai,Maharashtra,19.182721,72.893289,1677,1,73
ATM_001709,BANK_12,Mumbai,Maharashtra,19.092722,72.808815,1467,1,27
ATM_001710,BANK_03,Chennai,Tamil Nadu,13.06687,80.320901,902,1,90
ATM_001711,BANK_05,Nagpur,Maharashtra,21.129407,79.121201,1070,1,50
ATM_001712,BANK_08,Delhi,Delhi,28.623905,77.275573,1269,0,34
ATM_001713,BANK_05,Bengaluru,Karnataka,12.960284,77.634096,708,1,43
ATM_001714,BANK_14,Kolkata,West Bengal,22.54812,88.399479,320,1,28
ATM_001715,BANK_13,Delhi,Delhi,28.583431,77.229138,115,0,45
ATM_001716,BANK_04,Kolkata,West Bengal,22.616625,88.384631,1708,1,82
ATM_001717,BANK_09,Ahmedabad,Gujarat,23.011984,72.513631,407,1,93
ATM_001718,BANK_05,Nashik,Maharashtra,19.977058,73.792166,1550,1,3
ATM_001719,BANK_04,Ahmedabad,Gujarat,23.063418,72.588812,1734,1,78
ATM_001720,BANK_05,Delhi,Delhi,28.585171,77.157467,1774,1,77
ATM_001721,BANK_05,Bengaluru,Karnataka,12.948173,77.635373,861,1,11
ATM_001722,BANK_12,Nagpur,Maharashtra,21.151872,79.11828,794,1,87
ATM_001723,BANK_11,Nashik,Maharashtra,20.064353,73.811608,291,1,92
ATM_001724,BANK_03,Bengaluru,Karnataka,12.887909,77.657194,802,1,60
ATM_001725,BANK_03,Nashik,Maharashtra,20.003013,73.896072,493,0,9
ATM_001726,BANK_04,Chennai,Tamil Nadu,13.055069,80.31001,169,0,4
ATM_001727,BANK_12,Delhi,Delhi,28.658171,77.263106,1363,1,74
ATM_001728,BANK_03,Ahmedabad,Gujarat,23.075622,72.558419,858,1,98
ATM_001729,BANK_02,Nagpur,Maharashtra,21.212111,79.168272,1333,0,83
ATM_001730,BANK_08,Nagpur,Maharashtra,21.146923,79.134782,1600,1,51
ATM_001731,BANK_06,Mumbai,Maharashtra,19.111561,72.801176,683,0,44
ATM_001732,BANK_12,Bengaluru,Karnataka,13.003495,77.533366,138,0,77
ATM_001733,BANK_12,Mumbai,Maharashtra,19.122321,72.883197,1559,0,41
ATM_001734,BANK_13,Nagpur,Maharashtra,21.179276,79.084997,1444,1,5
ATM_001735,BANK_08,Chennai,Tamil Nadu,13.058627,80.243168,780,1,74
ATM_001736,BANK_13,Chennai,Tamil Nadu,13.058368,80.30215,1050,1,16
ATM_001737,BANK_07,Delhi,Delhi,28.652108,77.183359,1236,1,31
ATM_001738,BANK_07,Kolkata,West Bengal,22.58828,88.379059,228,0,52
ATM_001739,BANK_14,Ahmedabad,Gujarat,22.965023,72.604003,1690,1,55
ATM_001740,BANK_04,Mumbai,Maharashtra,19.024951,72.934119,1523,1,16
ATM_001741,BANK_14,Nagpur,Maharashtra,21.151188,79.024933,1694,1,33
ATM_001742,BANK_09,Pune,Maharashtra,18.513387,73.858226,546,0,15
ATM_001743,BANK_02,Nashik,Maharashtra,19.961831,73.788649,1495,1,64
ATM_001744,BANK_11,Pune,Maharashtra,18.490432,73.832645,1773,1,20
ATM_001745,BANK_07,Hyderabad,Telangana,17.359563,78.432438,1492,1,34
ATM_001746,BANK_13,Ahmedabad,Gujarat,23.015316,72.52247,445,1,7
ATM_001747,BANK_10,Chennai,Tamil Nadu,13.153365,80.307013,906,1,60
ATM_001748,BANK_07,Mumbai,Maharashtra,19.037625,72.811319,1648,1,68
ATM_001749,BANK_11,Mumbai,Maharashtra,19.105011,72.903506,1455,0,15
ATM_001750,BANK_11,Pune,Maharashtra,18.49105,73.917245,820,1,66
ATM_001751,BANK_08,Ahmedabad,Gujarat,23.025164,72.555687,954,1,96
ATM_001752,BANK_09,Delhi,Delhi,28.646272,77.19879,1244,1,85
ATM_001753,BANK_08,Bengaluru,Karnataka,12.91742,77.545478,1640,1,49
ATM_001754,BANK_04,Hyderabad,Telangana,17.352309,78.434322,417,1,72
ATM_001755,BANK_06,Chennai,Tamil Nadu,13.064366,80.304902,1797,1,97
ATM_001756,BANK_08,Ahmedabad,Gujarat,22.987004,72.576015,1030,1,36
ATM_001757,BANK_03,Pune,Maharashtra,18.515736,73.895877,125,0,87
ATM_001758,BANK_12,Mumbai,Maharashtra,19.088745,72.83069,316,0,23
ATM_001759,BANK_01,Hyderabad,Telangana,17.427716,78.460789,1541,1,39
ATM_001760,BANK_05,Hyderabad,Telangana,17.368713,78.476874,1525,0,48
ATM_001761,BANK_12,Bengaluru,Karnataka,12.904701,77.570721,1161,1,81
ATM_001762,BANK_15,Delhi,Delhi,28.622298,77.234358,1269,1,30
ATM_001763,BANK_07,Nashik,Maharashtra,20.029153,73.802208,788,1,85
ATM_001764,BANK_07,Kolkata,West Bengal,22.579204,88.357195,1447,1,17
ATM_001765,BANK_08,Kolkata,West Bengal,22.562314,88.402202,707,1,88
ATM_001766,BANK_08,Bengaluru,Karnataka,12.956092,77.563427,682,1,78
ATM_001767,BANK_03,Kolkata,West Bengal,22.633224,88.394327,836,1,58
ATM_001768,BANK_02,Bengaluru,Karnataka,13.001355,77.652118,892,0,17
ATM_001769,BANK_15,Ahmedabad,Gujarat,23.069415,72.520558,1120,1,11
ATM_001770,BANK_06,Chennai,Tamil Nadu,13.18185,80.295564,1102,1,63
ATM_001771,BANK_08,Chennai,Tamil Nadu,13.098804,80.252129,105,1,25
ATM_001772,BANK_04,Bengaluru,Karnataka,12.900591,77.585552,770,1,3
ATM_001773,BANK_11,Mumbai,Maharashtra,19.115136,72.898099,830,1,35
ATM_001774,BANK_02,Chennai,Tamil Nadu,13.085628,80.346567,1269,1,72
ATM_001775,BANK_09,Nagpur,Maharashtra,21.145804,79.138729,844,1,79
ATM_001776,BANK_14,Hyderabad,Telangana,17.324747,78.498244,155,1,1
ATM_001777,BANK_05,Bengaluru,Karnataka,12.913707,77.676678,1149,0,79
ATM_001778,BANK_04,Bengaluru,Karnataka,12.963362,77.629349,858,1,21
ATM_001779,BANK_04,Kolkata,West Bengal,22.541251,88.405751,1720,1,59
ATM_001780,BANK_01,Bengaluru,Karnataka,12.941427,77.576087,781,1,72
ATM_001781,BANK_11,Nagpur,Maharashtra,21.176948,79.062703,448,1,37
ATM_001782,BANK_02,Delhi,Delhi,28.634734,77.247509,1072,1,53
ATM_001783,BANK_12,Ahmedabad,Gujarat,23.075077,72.563324,486,1,33
ATM_001784,BANK_07,Pune,Maharashtra,18.471906,73.850728,1429,0,31
ATM_001785,BANK_08,Pune,Maharashtra,18.507887,73.940854,799,1,16
ATM_001786,BANK_09,Chennai,Tamil Nadu,13.173551,80.29535,1074,1,34
ATM_001787,BANK_15,Nashik,Maharashtra,19.982468,73.802851,502,1,71
ATM_001788,BANK_14,Nagpur,Maharashtra,21.110061,79.112932,1104,1,32
ATM_001789,BANK_12,Ahmedabad,Gujarat,23.022467,72.599915,295,0,57
ATM_001790,BANK_15,Nashik,Maharashtra,20.022165,73.745414,678,1,21
ATM_001791,BANK_06,Chennai,Tamil Nadu,13.057559,80.267521,437,1,73
ATM_001792,BANK_08,Pune,Maharashtra,18.575008,73.82055,665,1,94
ATM_001793,BANK_08,Kolkata,West Bengal,22.591601,88.366743,171,1,73
ATM_001794,BANK_12,Nagpur,Maharashtra,21.152306,79.084085,1593,1,78
ATM_001795,BANK_03,Nagpur,Maharashtra,21.178003,79.059934,616,0,58
ATM_001796,BANK_09,Mumbai,Maharashtra,19.044796,72.851542,1543,1,70
ATM_001797,BANK_03,Delhi,Delhi,28.714128,77.218134,122,1,25
ATM_001798,BANK_12,Mumbai,Maharashtra,19.055036,72.864983,1061,1,52
ATM_001799,BANK_13,Hyderabad,Telangana,17.394078,78.501668,772,1,73
ATM_001800,BANK_15,Kolkata,West Bengal,22.569903,88.434345,602,1,87
ATM_001801,BANK_14,Chennai,Tamil Nadu,13.066466,80.225399,1414,1,64
ATM_001802,BANK_13,Bengaluru,Karnataka,12.936907,77.587172,1186,1,43
ATM_001803,BANK_04,Bengaluru,Karnataka,12.978201,77.606969,431,1,8
ATM_001804,BANK_09,Ahmedabad,Gujarat,22.96265,72.53265,1317,1,95
ATM_001805,BANK_15,Delhi,Delhi,28.597484,77.249794,1763,1,62
ATM_001806,BANK_08,Hyderabad,Telangana,17.37211,78.454699,1256,0,91
ATM_001807,BANK_14,Chennai,Tamil Nadu,13.106575,80.258167,1375,1,58
ATM_001808,BANK_12,Kolkata,West Bengal,22.557902,88.402422,1021,1,97
ATM_001809,BANK_04,Mumbai,Maharashtra,19.197709,72.881916,907,1,98
ATM_001810,BANK_11,Mumbai,Maharashtra,19.058692,72.840722,630,1,38
ATM_001811,BANK_02,Ahmedabad,Gujarat,22.979765,72.58301,824,1,68
ATM_001812,BANK_13,Pune,Maharashtra,18.516652,73.848524,86,1,64
ATM_001813,BANK_11,Hyderabad,Telangana,17.433798,78.498526,1231,1,97
ATM_001814,BANK_13,Delhi,Delhi,28.62568,77.173729,798,1,90
ATM_001815,BANK_05,Delhi,Delhi,28.54253,77.200015,96,1,47
ATM_001816,BANK_04,Pune,Maharashtra,18.534872,73.87874,1726,1,28
ATM_001817,BANK_12,Hyderabad,Telangana,17.364694,78.557015,259,1,41
ATM_001818,BANK_08,Mumbai,Maharashtra,19.083341,72.853637,1455,1,6
ATM_001819,BANK_11,Pune,Maharashtra,18.535079,73.91765,466,1,19
ATM_001820,BANK_02,Kolkata,West Bengal,22.533212,88.371803,963,1,13
ATM_001821,BANK_14,Chennai,Tamil Nadu,13.086908,80.244142,866,1,68
ATM_001822,BANK_14,Pune,Maharashtra,18.530725,73.843899,1549,1,25
ATM_001823,BANK_09,Hyderabad,Telangana,17.394061,78.501292,1320,1,70
ATM_001824,BANK_13,Hyderabad,Telangana,17.354831,78.535135,116,1,96
ATM_001825,BANK_08,Pune,Maharashtra,18.466198,73.862614,244,1,34
ATM_001826,BANK_03,Hyderabad,Telangana,17.376782,78.521264,1567,0,7
ATM_001827,BANK_07,Chennai,Tamil Nadu,13.106052,80.278258,314,1,57
ATM_001828,BANK_01,Kolkata,West Bengal,22.572028,88.351168,1767,0,33
ATM_001829,BANK_12,Delhi,Delhi,28.578697,77.210451,581,1,22
ATM_001830,BANK_13,Delhi,Delhi,28.651534,77.224281,1660,1,82
ATM_001831,BANK_12,Delhi,Delhi,28.531828,77.213445,1792,1,61
ATM_001832,BANK_14,Kolkata,West Bengal,22.59781,88.343611,955,0,8
ATM_001833,BANK_14,Pune,Maharashtra,18.541756,73.922371,827,0,80
ATM_001834,BANK_05,Delhi,Delhi,28.652945,77.210005,737,0,8
ATM_001835,BANK_09,Nagpur,Maharashtra,21.180859,79.032888,201,1,2
ATM_001836,BANK_04,Pune,Maharashtra,18.536065,73.891282,1771,0,32
ATM_001837,BANK_10,Nagpur,Maharashtra,21.218471,79.073937,1075,1,94
ATM_001838,BANK_08,Chennai,Tamil Nadu,13.063187,80.278725,959,1,82
ATM_001839,BANK_05,Bengaluru,Karnataka,12.956041,77.603008,325,1,43
ATM_001840,BANK_06,Chennai,Tamil Nadu,13.136164,80.2749,1475,1,39
ATM_001841,BANK_04,Hyderabad,Telangana,17.441599,78.524128,455,1,41
ATM_001842,BANK_06,Delhi,Delhi,28.605316,77.193355,556,1,34
ATM_001843,BANK_01,Bengaluru,Karnataka,12.996367,77.59153,693,1,16
ATM_001844,BANK_03,Ahmedabad,Gujarat,23.027607,72.575714,594,1,25
ATM_001845,BANK_13,Nagpur,Maharashtra,21.183586,79.081454,665,1,30
ATM_001846,BANK_03,Pune,Maharashtra,18.496795,73.821487,929,1,79
ATM_001847,BANK_10,Hyderabad,Telangana,17.403385,78.518858,1620,0,41
ATM_001848,BANK_13,Chennai,Tamil Nadu,13.083687,80.284844,989,1,22
ATM_001849,BANK_04,Pune,Maharashtra,18.477281,73.783096,1598,1,18
ATM_001850,BANK_15,Hyderabad,Telangana,17.428367,78.441215,1031,1,68
ATM_001851,BANK_12,Pune,Maharashtra,18.506841,73.842552,1177,1,50
ATM_001852,BANK_12,Bengaluru,Karnataka,12.850729,77.635366,1246,1,28
ATM_001853,BANK_13,Chennai,Tamil Nadu,13.092877,80.30703,464,1,98
ATM_001854,BANK_03,Kolkata,West Bengal,22.649838,88.378231,709,1,88
ATM_001855,BANK_02,Ahmedabad,Gujarat,22.96021,72.565187,1673,1,80
ATM_001856,BANK_02,Nagpur,Maharashtra,21.041275,79.045525,1106,1,94
ATM_001857,BANK_09,Bengaluru,Karnataka,13.025944,77.614666,381,1,61
ATM_001858,BANK_03,Nagpur,Maharashtra,21.198154,79.130516,544,1,3
ATM_001859,BANK_12,Bengaluru,Karnataka,12.931177,77.633977,1568,1,39
ATM_001860,BANK_14,Pune,Maharashtra,18.557759,73.855294,1493,1,59
ATM_001861,BANK_11,Ahmedabad,Gujarat,22.963606,72.56617,611,0,35
ATM_001862,BANK_07,Kolkata,West Bengal,22.55516,88.285378,1109,1,54
ATM_001863,BANK_10,Hyderabad,Telangana,17.369385,78.468322,1123,1,16
ATM_001864,BANK_10,Nashik,Maharashtra,19.986732,73.762309,419,1,6
ATM_001865,BANK_08,Chennai,Tamil Nadu,13.079237,80.284024,1146,1,52
ATM_001866,BANK_08,Nagpur,Maharashtra,21.182865,79.102369,1508,1,66
ATM_001867,BANK_05,Delhi,Delhi,28.645056,77.162243,653,1,40
ATM_001868,BANK_11,Kolkata,West Bengal,22.582164,88.292135,1091,0,69
ATM_001869,BANK_15,Ahmedabad,Gujarat,23.028546,72.607393,1300,1,59
ATM_001870,BANK_01,Mumbai,Maharashtra,19.025817,72.839236,1396,0,57
ATM_001871,BANK_12,Delhi,Delhi,28.634117,77.238059,370,0,59
ATM_001872,BANK_13,Ahmedabad,Gujarat,22.992508,72.621447,877,0,38
ATM_001873,BANK_04,Nashik,Maharashtra,20.054805,73.802903,1117,0,95
ATM_001874,BANK_01,Chennai,Tamil Nadu,13.106627,80.271373,1610,1,53
ATM_001875,BANK_09,Nashik,Maharashtra,20.056084,73.814494,663,0,94
ATM_001876,BANK_09,Bengaluru,Karnataka,12.977604,77.587477,575,1,65
ATM_001877,BANK_01,Hyderabad,Telangana,17.316031,78.460199,705,1,66
ATM_001878,BANK_05,Hyderabad,Telangana,17.408965,78.490241,942,1,56
ATM_001879,BANK_10,Delhi,Delhi,28.58854,77.227977,1145,1,14
ATM_001880,BANK_12,Ahmedabad,Gujarat,23.005648,72.576757,567,1,74
ATM_001881,BANK_12,Chennai,Tamil Nadu,13.102428,80.281846,1186,1,29
ATM_001882,BANK_01,Mumbai,Maharashtra,19.182971,72.907575,1568,1,81
ATM_001883,BANK_14,Chennai,Tamil Nadu,13.049855,80.295475,1108,1,10
ATM_001884,BANK_05,Nagpur,Maharashtra,21.124523,79.103713,1215,1,46
ATM_001885,BANK_12,Nashik,Maharashtra,19.950108,73.830583,334,0,21
ATM_001886,BANK_02,Hyderabad,Telangana,17.358748,78.459044,641,1,43
ATM_001887,BANK_14,Delhi,Delhi,28.547237,77.141589,289,0,39
ATM_001888,BANK_12,Ahmedabad,Gujarat,23.057992,72.591999,1693,1,95
ATM_001889,BANK_06,Pune,Maharashtra,18.507712,73.918738,1740,1,47
ATM_001890,BANK_09,Ahmedabad,Gujarat,23.020876,72.515584,535,1,49
ATM_001891,BANK_01,Kolkata,West Bengal,22.648264,88.34409,314,0,34
ATM_001892,BANK_01,Nashik,Maharashtra,20.009823,73.771066,1002,1,92
ATM_001893,BANK_09,Mumbai,Maharashtra,19.041517,72.824321,1493,1,13
ATM_001894,BANK_01,Pune,Maharashtra,18.622342,73.826347,1202,1,20
ATM_001895,BANK_01,Kolkata,West Bengal,22.592972,88.37792,136,1,99
ATM_001896,BANK_13,Ahmedabad,Gujarat,22.980913,72.540215,1099,1,83
ATM_001897,BANK_09,Nagpur,Maharashtra,21.216697,79.105552,127,1,95
ATM_001898,BANK_12,Mumbai,Maharashtra,19.068419,72.881462,655,1,46
ATM_001899,BANK_04,Kolkata,West Bengal,22.544976,88.363514,1500,0,48
ATM_001900,BANK_10,Mumbai,Maharashtra,19.109523,72.894655,1410,0,100
ATM_001901,BANK_07,Chennai,Tamil Nadu,13.078537,80.18176,686,1,25
ATM_001902,BANK_12,Hyderabad,Telangana,17.367319,78.424134,1527,1,75
ATM_001903,BANK_02,Hyderabad,Telangana,17.335479,78.535538,1358,1,67
ATM_001904,BANK_07,Chennai,Tamil Nadu,13.100615,80.260933,1718,1,53
ATM_001905,BANK_13,Ahmedabad,Gujarat,23.01707,72.534209,157,0,19
ATM_001906,BANK_15,Delhi,Delhi,28.678848,77.203348,646,1,73
ATM_001907,BANK_04,Kolkata,West Bengal,22.630159,88.473293,892,1,92
ATM_001908,BANK_03,Ahmedabad,Gujarat,23.028981,72.610805,816,1,57
ATM_001909,BANK_02,Mumbai,Maharashtra,19.062948,72.847145,391,1,20
ATM_001910,BANK_05,Pune,Maharashtra,18.502866,73.893271,641,1,74
ATM_001911,BANK_09,Delhi,Delhi,28.610505,77.219541,1534,1,91
ATM_001912,BANK_10,Delhi,Delhi,28.624246,77.196359,469,0,67
ATM_001913,BANK_06,Kolkata,West Bengal,22.611483,88.422282,1145,1,13
ATM_001914,BANK_14,Hyderabad,Telangana,17.33758,78.510678,1071,0,88
ATM_001915,BANK_06,Pune,Maharashtra,18.542146,73.85294,299,1,74
ATM_001916,BANK_14,Mumbai,Maharashtra,19.065451,72.897781,815,1,7
ATM_001917,BANK_09,Ahmedabad,Gujarat,23.017406,72.496817,1434,1,94
ATM_001918,BANK_04,Chennai,Tamil Nadu,13.117225,80.238781,1232,0,13
ATM_001919,BANK_06,Hyderabad,Telangana,17.377623,78.512408,1362,1,82
ATM_001920,BANK_09,Mumbai,Maharashtra,19.106417,72.827089,636,1,49
ATM_001921,BANK_11,Pune,Maharashtra,18.520205,73.944584,1196,1,29
ATM_001922,BANK_07,Kolkata,West Bengal,22.563204,88.364143,733,0,34
ATM_001923,BANK_13,Nagpur,Maharashtra,21.180776,79.051535,995,1,52
ATM_001924,BANK_09,Kolkata,West Bengal,22.523634,88.382441,377,1,30
ATM_001925,BANK_08,Mumbai,Maharashtra,19.090442,72.898136,988,0,71
ATM_001926,BANK_08,Mumbai,Maharashtra,19.138536,72.863459,268,1,40
ATM_001927,BANK_04,Nagpur,Maharashtra,21.179398,79.08267,1462,1,38
ATM_001928,BANK_06,Delhi,Delhi,28.594365,77.204185,243,1,8
ATM_001929,BANK_15,Delhi,Delhi,28.630061,77.200653,577,1,4
ATM_001930,BANK_09,Chennai,Tamil Nadu,13.080884,80.277613,295,1,32
ATM_001931,BANK_15,Bengaluru,Karnataka,12.893351,77.601663,654,0,27
ATM_001932,BANK_09,Bengaluru,Karnataka,12.90058,77.563741,1419,1,54
ATM_001933,BANK_08,Delhi,Delhi,28.589698,77.228541,1223,1,52
ATM_001934,BANK_15,Bengaluru,Karnataka,13.007061,77.568838,491,1,79
ATM_001935,BANK_12,Kolkata,West Bengal,22.534154,88.305237,698,0,71
ATM_001936,BANK_13,Nagpur,Maharashtra,21.144733,79.094534,1681,0,22
ATM_001937,BANK_02,Delhi,Delhi,28.59183,77.18468,523,0,71
ATM_001938,BANK_12,Nashik,Maharashtra,19.942754,73.822258,1733,1,13
ATM_001939,BANK_12,Mumbai,Maharashtra,19.073519,72.85394,1648,1,65
ATM_001940,BANK_07,Chennai,Tamil Nadu,13.040702,80.277557,752,1,99
ATM_001941,BANK_13,Chennai,Tamil Nadu,13.078253,80.295235,280,1,89
ATM_001942,BANK_06,Nashik,Maharashtra,19.947963,73.722537,596,1,39
ATM_001943,BANK_02,Pune,Maharashtra,18.5338,73.811163,1738,1,54
ATM_001944,BANK_06,Delhi,Delhi,28.573831,77.247345,1594,1,72
ATM_001945,BANK_05,Kolkata,West Bengal,22.5542,88.456997,943,1,67
ATM_001946,BANK_13,Pune,Maharashtra,18.550406,73.83283,1611,1,37
ATM_001947,BANK_12,Ahmedabad,Gujarat,23.038567,72.592278,940,1,70
ATM_001948,BANK_08,Pune,Maharashtra,18.467113,73.836542,1569,0,78
ATM_001949,BANK_14,Ahmedabad,Gujarat,23.053555,72.587137,357,1,59
ATM_001950,BANK_12,Chennai,Tamil Nadu,13.099145,80.258976,1226,1,51
ATM_001951,BANK_12,Pune,Maharashtra,18.526279,73.90163,1172,0,22
ATM_001952,BANK_03,Chennai,Tamil Nadu,13.141631,80.241765,1276,1,77
ATM_001953,BANK_01,Ahmedabad,Gujarat,23.05755,72.520855,938,1,43
ATM_001954,BANK_05,Hyderabad,Telangana,17.341813,78.431445,1720,1,67
ATM_001955,BANK_08,Ahmedabad,Gujarat,23.050618,72.593927,93,1,87
ATM_001956,BANK_02,Nashik,Maharashtra,20.015736,73.815272,1547,0,59
ATM_001957,BANK_11,Chennai,Tamil Nadu,13.095531,80.282821,1351,1,92
ATM_001958,BANK_08,Kolkata,West Bengal,22.574363,88.430867,957,1,97
ATM_001959,BANK_08,Ahmedabad,Gujarat,22.977732,72.571082,730,1,97
ATM_001960,BANK_08,Kolkata,West Bengal,22.603107,88.390211,166,1,97
ATM_001961,BANK_14,Kolkata,West Bengal,22.583304,88.401456,643,0,48
ATM_001962,BANK_01,Ahmedabad,Gujarat,23.036308,72.550401,327,1,2
ATM_001963,BANK_02,Mumbai,Maharashtra,19.181356,72.887784,946,1,77
ATM_001964,BANK_04,Hyderabad,Telangana,17.370291,78.516418,1326,1,1
ATM_001965,BANK_08,Pune,Maharashtra,18.547226,73.828047,949,1,22
ATM_001966,BANK_07,Hyderabad,Telangana,17.334269,78.505136,984,1,67
ATM_001967,BANK_08,Pune,Maharashtra,18.516819,73.856314,1643,1,61
ATM_001968,BANK_12,Hyderabad,Telangana,17.405485,78.476297,746,1,16
ATM_001969,BANK_15,Kolkata,West Bengal,22.575062,88.334645,1462,1,91
ATM_001970,BANK_01,Nashik,Maharashtra,19.964963,73.777991,535,0,51
ATM_001971,BANK_01,Ahmedabad,Gujarat,22.992978,72.637302,152,1,52
ATM_001972,BANK_12,Kolkata,West Bengal,22.539029,88.37431,890,1,98
ATM_001973,BANK_14,Hyderabad,Telangana,17.354601,78.490428,1130,1,42
